origin,destination,flow
36001000100,36001000401,5.0
36001000100,36087011700,2.0
36001000100,36093032902,4.0
36001000100,36001001700,16.0
36001000100,36001000302,181.0
36001000100,36093032404,34.0
36001000100,36001014002,27.0
36001000100,36001000502,92.0
36001000100,36001000404,52.0
36001000100,36001001600,82.0
36001000100,36001014001,627.0
36001000100,36093020300,85.0
36001000100,36093021802,118.0
36001000100,36085027702,116.0
36001000100,36001002100,417.0
36001000100,36001001500,416.0
36001000100,36001000202,776.0
36001000100,36021001300,132.0
36001000100,36001000800,375.0
36001000100,36061024500,136.0
36001000100,36093021700,117.0
36001000100,36001000501,258.0
36001000100,36001000600,396.0
36001000100,36001000700,113.0
36001000100,36001001100,876.0
36001000100,36021001200,118.0
36001000100,36093020900,115.0
36001000100,36001000100,1922.0
36001000202,36001013509,1.0
36001000202,36001013507,1.0
36001000202,36001013703,1.0
36001000202,36001014609,2.0
36001000202,36001014608,13.0
36001000202,36001000403,23.0
36001000202,36001001400,73.0
36001000202,36091062409,10.0
36001000202,36001000401,184.0
36001000202,36087011700,17.0
36001000202,36093032902,12.0
36001000202,36001001700,109.0
36001000202,36001000302,1120.0
36001000202,36093033400,46.0
36001000202,36001014002,62.0
36001000202,36001000502,237.0
36001000202,36001000404,66.0
36001000202,36091062300,69.0
36001000202,36001001600,95.0
36001000202,36001014001,607.0
36001000202,36001002200,254.0
36001000202,36001000800,1612.0
36001000202,36001001802,64.0
36001000202,36001000501,572.0
36001000202,36001000600,2304.0
36001000202,36001000700,1317.0
36001000202,36093020200,77.0
36001000202,36001000100,82.0
36001000202,36001013804,289.0
36001000202,36021001200,64.0
36001000202,36001001100,3086.0
36001000202,36001002100,1071.0
36001000202,36001001500,156.0
36001000202,36027220101,94.0
36001000202,36093021001,59.0
36001000202,36093020700,58.0
36001000202,36001000202,5236.0
36001000302,36001000600,2.0
36001000302,36021001200,1.0
36001000302,36001000202,3.0
36001000302,36001013706,1.0
36001000302,36093020102,2.0
36001000302,36001013512,5.0
36001000302,36001002100,34.0
36001000302,36001013708,14.0
36001000302,36001013804,6.0
36001000302,36093020200,21.0
36001000302,36093032101,3.0
36001000302,36001013901,37.0
36001000302,36039080201,22.0
36001000302,36093021802,18.0
36001000302,36055010400,29.0
36001000302,36091060901,23.0
36001000302,36001013902,123.0
36001000302,36039080100,42.0
36001000302,36027190101,51.0
36001000302,36001013509,271.0
36001000302,36093032102,58.0
36001000302,36001013507,85.0
36001000302,36001013703,512.0
36001000302,36001014609,389.0
36001000302,36001014613,89.0
36001000302,36001001802,73.0
36001000302,36001014608,454.0
36001000302,36093032602,86.0
36001000302,36001000403,1030.0
36001000302,36119002000,86.0
36001000302,36001001400,446.0
36001000302,36001002200,195.0
36001000302,36001014001,949.0
36001000302,36001001600,110.0
36001000302,36065025200,90.0
36001000302,36093032402,81.0
36001000302,36001000404,97.0
36001000302,36001014615,280.0
36001000302,36001013707,558.0
36001000302,36001000401,1211.0
36001000302,36001000502,758.0
36001000302,36087011700,86.0
36001000302,36001014002,169.0
36001000302,36093032404,88.0
36001000302,36059416600,90.0
36001000302,36093033400,95.0
36001000302,36001001700,1013.0
36001000302,36001000302,10324.0
36001000401,36001013512,1.0
36001000401,36001013708,15.0
36001000401,36001013901,24.0
36001000401,36001014614,12.0
36001000401,36001014001,15.0
36001000401,36001013902,144.0
36001000401,36001013509,68.0
36001000401,36093032402,68.0
36001000401,36001013703,127.0
36001000401,36001014609,121.0
36001000401,36001000404,111.0
36001000401,36001014615,286.0
36001000401,36001014608,290.0
36001000401,36001000403,44.0
36001000401,36001000302,202.0
