"GEO_ID","NAME","P1_001N",
"Geography","Geographic Area Name"," !!Total",
"1400000US53027000600","Census Tract 6; Grays Harbor County; Washington","4110",
"1400000US53027000700","Census Tract 7; Grays Harbor County; Washington","4740",
"1400000US53027000800","Census Tract 8; Grays Harbor County; Washington","4238",
"1400000US53027000900","Census Tract 9; Grays Harbor County; Washington","6114",
"1400000US53027001000","Census Tract 10; Grays Harbor County; Washington","3796",
"1400000US53027001100","Census Tract 11; Grays Harbor County; Washington","4330",
"1400000US53027001200","Census Tract 12; Grays Harbor County; Washington","4477",
"1400000US53027001300","Census Tract 13; Grays Harbor County; Washington","3535",
"1400000US53027001400","Census Tract 14; Grays Harbor County; Washington","2144",
"1400000US53027001500","Census Tract 15; Grays Harbor County; Washington","3937",
"1400000US53027001601","Census Tract 16.01; Grays Harbor County; Washington","2995",
"1400000US53027001602","Census Tract 16.02; Grays Harbor County; Washington","3706",
"1400000US53027940000","Census Tract 9400; Grays Harbor County; Washington","1369",
"1400000US53027990000","Census Tract 9900; Grays Harbor County; Washington","0",
"1400000US53029970100","Census Tract 9701; Island County; Washington","2830",
"1400000US53029970200","Census Tract 9702; Island County; Washington","1788",
"1400000US53029970300","Census Tract 9703; Island County; Washington","5475",
"1400000US53029970401","Census Tract 9704.01; Island County; Washington","3468",
"1400000US53029970402","Census Tract 9704.02; Island County; Washington","3302",
"1400000US53029970500","Census Tract 9705; Island County; Washington","6853",
"1400000US53029970601","Census Tract 9706.01; Island County; Washington","3561",
"1400000US53029970602","Census Tract 9706.02; Island County; Washington","3541",
"1400000US53029970700","Census Tract 9707; Island County; Washington","2163",
"1400000US53029970800","Census Tract 9708; Island County; Washington","2767",
"1400000US53029970900","Census Tract 9709; Island County; Washington","5066",
"1400000US53029971000","Census Tract 9710; Island County; Washington","5158",
"1400000US53029971100","Census Tract 9711; Island County; Washington","3610",
"1400000US53029971301","Census Tract 9713.01; Island County; Washington","2423",
"1400000US53029971302","Census Tract 9713.02; Island County; Washington","2414",
"1400000US53029971400","Census Tract 9714; Island County; Washington","4713",
"1400000US53029971500","Census Tract 9715; Island County; Washington","3848",
"1400000US53029971600","Census Tract 9716; Island County; Washington","4365",
"1400000US53029971700","Census Tract 9717; Island County; Washington","4430",
"1400000US53029971800","Census Tract 9718; Island County; Washington","2851",
