GEOID,residential_landuse,commercial_landuse,industrial_landuse,retail_landuse,forest_landuse,road_residential,road_primary,road_other,transport_point,food_point,health_point,education_point,retail_point
36111954000,0.0,0.0,0.0,0.0,0.0,68.17400930547304,11.253020661181626,38.908744303879416,0,0,0,0,3
36111952800,0.0,0.0,0.0,0.0,0.0,66.95656832650509,7.696761447109443,7.47031015653182,0,0,0,2,2
36111950300,0.09492405861863171,0.0,0.0,0.0,0.01780491896160937,35.312545331787746,5.534512073867663,3.1019896118492265,0,1,0,0,16
36111951500,0.09851917696088579,0.0,0.04149288279525107,0.0,0.0,74.93851117519405,13.639749778909513,26.417480724607298,0,3,0,0,38
36111952600,0.03839329246956203,0.0,0.6884550062840037,0.0,0.488204205870635,118.59532206063817,13.808681602685356,62.24257880706804,0,2,0,9,3
36111954700,0.0,0.0,0.0,0.0,0.0,132.45476593313373,0.0,21.733522817896855,0,0,0,0,1
36111950600,0.0,0.0,0.015314238411956798,0.0,0.0,130.34244794278172,17.891767482426953,46.452317948136894,0,2,0,0,7
36111950200,0.0,0.0,0.001901060599531128,0.0,0.0,31.302477183189218,5.303694862649854,2.04242173673304,0,8,1,4,15
36111953800,0.030284084478050744,0.0,0.0,0.0,0.0,64.04304877725156,0.0,7.840584513498969,0,2,0,4,21
36111954600,0.33370720654642405,0.0,0.0,0.0,0.0,132.55707394791006,0.0,52.039803824289905,0,0,0,0,0
36111953700,0.0016905843779932142,0.0,0.0,0.0052988296845466075,0.0,85.33729873662126,12.729229669147248,39.406274331371804,0,1,1,3,13
36111951200,0.0,0.0,0.013128314519802018,0.0,0.0,69.51400219952282,11.958656033147967,45.602220825548656,0,1,0,1,3
36111950500,0.05432801519429502,0.013019155381161968,0.0,0.0,0.0,62.93496292999514,8.583451363985272,22.144718544550255,0,24,3,1,96
36111953900,0.8133346120641375,0.0,0.06766062041956443,0.0,0.0,97.64242720633179,1.423950015082488,32.75172833494084,0,3,0,0,8
36111951100,0.0,0.0,0.0,0.0,0.0,47.64073464750837,13.556959393202542,13.382378132685012,0,2,0,0,5
36111951300,0.0823983628865117,0.0,0.0,0.0,0.0,49.24629344795248,11.863832192529596,10.042600753552675,0,2,2,2,16
36111951400,0.2625838607691038,0.9794027114723971,0.0,0.9097058614666047,0.0,40.85709161628496,13.199775799292,13.01714406601315,0,15,3,1,103
36111951600,0.01164421828174168,0.0,0.0,0.0,0.0,28.492845623662685,4.838445364231549,10.349450885998126,0,0,0,0,1
36111951700,0.14398245847274227,0.0,0.050904703776562796,0.0,0.0,30.879908684513076,3.562049129394045,9.906882972291497,2,10,1,3,11
36111951800,0.12499623717197593,0.0,0.029347705101338436,0.0,0.0,7.271588806672612,3.313305406989214,6.600901090004587,0,1,1,0,4
36111951900,0.0,0.0,0.0,0.0,0.0,15.20980526609412,2.7203012037525376,5.617955146381364,0,9,2,3,15
36111952000,0.009956986726077494,0.0,0.0,0.0,0.0,9.863988577015206,0.6511523556382094,1.2784811621684888,0,15,0,0,14
36111952100,0.0,0.0,0.0,0.0,0.0,15.459792284465887,2.924273161105991,2.1617147925309825,0,4,1,1,9
36111952200,0.041282806637622294,0.0,0.015677037653683425,0.0,0.0,30.936258977397067,4.306222456609244,0.5110787573943038,0,0,0,0,1
36111952300,0.19076441101174688,0.0,0.0,0.0,0.0,5.619720154840823,0.0,2.1122948682089615,0,0,0,2,3
36111952400,0.07371331201324839,0.0,0.0,0.20002389943052098,0.0,18.429521368359573,2.328863952085246,6.174142849178842,0,28,4,2,67
36111952500,0.0,0.0,0.04737007614368745,0.0,0.0,35.58931111813974,1.7631700304871551,2.40261418352947,0,3,0,1,13
36111952700,0.0,0.0,0.0,0.0,0.0,45.97485953615261,11.298180649275245,32.13992991923968,0,4,0,1,3
36111953400,0.06894981612699012,0.0,0.0,0.0,0.0,35.0111179249067,4.412484392275587,9.118705816863441,0,28,0,2,27
36111954100,0.3911493571566287,0.0,0.0,0.0,0.0,85.63767418529467,0.0,30.24540661400285,0,2,0,1,12
36111950900,0.13183299485804215,0.0,0.0,0.0,10.20131986750625,154.2626510926352,7.863848186288476,135.48911150961018,0,5,0,1,8
36111950100,0.027956731645403136,0.024978040380113562,0.0,0.0,0.0,142.14327248026856,23.73055532575225,51.88919474763895,0,6,2,1,19
36111953000,0.0,0.0,0.0,0.0,0.0,78.04381709848798,8.910583208067209,16.35345145178933,0,0,0,2,1
36111954500,0.0,0.0,0.005230274759277577,0.0,0.0,116.28694671411381,10.575018634805732,12.521370911567988,0,5,0,2,6
36111950400,0.0,0.0,0.0685082147362819,0.0,0.0,102.25711878091465,11.117405950557714,38.11698164948664,0,2,0,2,2
36111953300,0.0,0.0,0.0,0.0,0.0,82.94586629104445,16.662471526293817,57.56148331710972,0,3,0,2,7
36111954800,0.04570900733905471,0.0,0.009005489518325143,0.02750464736617786,0.0,50.15418388023482,5.4708953446026065,5.539180258362186,0,3,1,3,4
36111954900,0.0,0.0,0.0,0.0,0.0,27.445995839211708,7.110272657058203,13.283608270069717,0,0,0,0,2
36111955400,0.0,0.0,0.028155492792759956,0.0,0.0,66.61434768648833,8.801476172925993,22.523271953615584,0,0,0,3,0
36071014201,0.0,0.0,0.0,6.085658794918389e-06,0.0,38.12243238929374,0.7301793099970656,13.56491617117731,0,0,0,0,0
36071014202,0.005567772299640903,0.0,0.0,0.00012967345901336528,0.0,82.37450631712575,0.4287369705269884,31.681743987477272,0,1,0,4,0
36071011802,9.767458948615957,0.0,0.06341054348234869,0.0,0.0,54.70212395449108,0.36578444575728497,18.984124923476173,0,1,0,1,7
36071011801,2.8056462625753884,0.05841638731813536,1.5240578068533481,0.024290929572630442,0.0,71.45776257094678,19.11487295566335,38.755388844950225,0,5,1,5,49
36071010101,0.0,0.0,0.0,0.0,0.021768403222046595,59.12295347602135,0.0,30.11741196405022,0,2,0,1,3
36071010902,1.0117539201787589,0.0,0.0,0.0,0.0,103.5073268344942,18.67939995906838,21.686496139994947,0,2,0,0,7
36071011701,3.5951400104133135,0.0,0.0,0.0,0.0,111.59053235305386,13.116811954344291,41.68347691521465,0,0,0,0,1
36071014502,3.458820230622083,0.0,0.0,0.0,0.0,134.61832414342004,8.596360338193023,20.091886357657252,0,4,0,6,4
36071014501,1.4196825687632904,0.0,0.0,0.0,0.6878291584317335,119.50056591447671,0.0,60.24524244345604,0,2,0,2,9
36071011601,0.45013470015868556,0.0,0.042500553762949256,0.0,2.475456128787748,104.86478797657455,4.895710861962717,16.34742531908504,0,0,0,6,3
36071010901,0.8813822919810291,0.0,0.0,0.11177898329341394,0.0,61.23258930211668,10.990805229095908,20.961965889164826,0,1,0,6,5
36071012602,1.1444534444853498,0.06727699105655323,0.0,0.35319285186135324,0.0,14.622958628156711,0.0,6.875504626301124,0,4,2,1,16
36071013201,0.0,0.0,0.04192338468844511,0.04136617223100406,0.0,38.651798111578394,0.0,9.734245142426069,0,4,1,1,6
36071011702,3.861631179001692,0.1054105226066212,0.09738071671669958,0.0,0.0,108.32351671981039,0.0,38.24252614856362,0,4,0,0,4
36071015005,0.6986959733158851,0.0,0.0,0.0,0.0,9.745786259218905,0.3633504697378388,2.9738472696045726,0,0,0,0,0
36071013000,3.143714335279114,0.0,0.0,0.1381289952316663,0.0,33.26005981046115,6.676646262870827,13.346433822677913,0,13,6,3,24
36071013500,0.008772461658648489,0.0,0.0,0.0,0.0,67.05621926722833,0.0,20.925759987471405,0,0,0,0,0
36071013700,0.0,0.0,0.0,0.0,0.0,12.683426245424132,0.6602873770636899,3.2213566872133192,0,2,0,4,0
36071010400,0.0,0.14863326355803563,0.0,0.9687679311919052,0.0,35.82747750078766,1.3372003723874015,20.670102310111794,0,25,4,0,75
36071011200,1.3168194495758387,0.046701054138494125,0.11724820486880168,0.6121841264528167,0.0,35.100470316913835,3.3366328996117143,16.46380884031812,0,22,4,2,93
36071011500,9.52059488072215,0.01897871337028384,0.17266397307516448,0.0,0.0,106.67494762573907,9.702013175608347,40.2698843339088,4,0,0,2,1
36071012100,0.3374381854976159,0.0,0.19951217702962232,0.2476058178359765,0.018897316178236388,27.42829720359417,7.360647272981765,11.532029849097965,0,22,7,1,39
36071011101,0.2461698223334891,0.0,0.0,0.0,0.0,23.514005387523596,0.0,6.1103804728072095,0,0,0,0,1
36071015100,0.2019193385490309,0.03087130045597881,0.0,0.054030104503414,0.0,22.409605651968683,4.446462373609669,4.102273137288149,0,7,4,4,40
36071010801,0.0,0.006468233847174645,1.5813320124654537,0.06892589775172896,0.0,27.465403107573955,9.80661658520046,16.48014866389552,0,3,2,3,37
36071011102,0.0,0.04589410282820351,0.0,0.003901506640211832,0.0,26.150157113813243,2.615385646028557,4.88941264597643,0,1,1,1,11
36071012300,2.302268562927726,0.17998678935796322,0.7285316089971062,0.0,0.0,104.80619367149056,25.583580137021805,37.296230602548114,4,1,0,0,1
36071011400,2.214008710926802,0.0014787934242505953,0.0,0.0,0.0,91.78717409805178,6.323694101414604,19.51287932571119,0,1,1,7,12
36071014302,4.786557702181144,0.40949330746499735,0.13416362091080464,0.0,0.06183783467024129,111.48946376137194,6.338821869990905,32.18596429025326,0,2,0,1,6
36071012800,3.222822386923125,0.0,0.43699411168158514,0.0,0.0,32.3049283082158,4.099403573745245,10.450479432004277,0,1,0,4,3
36071012900,2.454288265918337,0.0,0.0174694511545301,0.056969476507566126,0.0,28.374763043718083,0.0,8.026201783654585,0,7,0,4,13
36071014101,0.0,0.0,0.0,0.1543724069623187,0.0,33.07359472286278,5.219981104411302,10.889904346410816,0,4,0,6,11
36071015003,0.8066549640992998,0.0,0.0,0.0,0.0,6.333083762067921,0.0,5.585934814538293,0,1,1,1,3
36071000501,0.0,0.0,0.0,0.0,0.0,8.563040689379955,0.0,0.32110720380641095,0,2,0,1,0
36071014102,1.3112057960965637,0.0,0.5284679208532852,0.5184642492248939,0.0,31.485894067007855,5.5036184408883395,13.373004074396711,0,6,0,1,16
36071013800,0.0,0.0,0.0,0.0,0.0,34.51190707159985,8.073334443058341,18.923574201789286,0,2,1,3,4
36071013600,0.0,0.0,0.0,0.0,0.0,35.77222316537931,17.629053849721757,76.76108334658981,0,0,0,3,2
36071012200,1.6347990435106332,0.0,0.0,0.009101609579409546,0.0,41.06308951021528,5.530647665780608,12.467847012667916,0,3,1,3,1
36071010200,0.12612734336585277,0.0,0.0,0.0,0.0,58.832378125844585,0.0,11.954455834371261,0,3,0,1,24
36071014700,0.02654471695161098,0.0,0.0,0.0,0.16467416066428034,53.68008960351031,3.1464102594745706,13.463369031155505,0,2,0,2,6
36071012601,1.0092908267924892,0.0,0.0,0.05819250787132137,0.0,27.272763256435272,3.125327994225629,13.032899125298277,0,2,0,3,9
36071011602,2.119864439900212,0.0,0.00711773488716935,0.0,31.095516668689285,108.28669567081216,27.986004969477293,13.95240073387164,0,0,0,2,1
36071013202,0.45763065666249586,0.0,0.022000588981546835,0.0,0.0,23.79393241607815,6.5128328270142095,3.8548414929649395,0,0,1,1,5
36071000502,0.0,0.0,0.01756857386399803,0.0,0.0,12.914978247953528,0.09959210574421413,1.0309424420457194,0,0,0,4,0
36071010802,0.0009586243962091272,0.0,0.10107028316913207,0.0,0.042791351992675135,40.910952222255595,12.196599245828363,4.161704663668683,0,10,0,3,22
36071012700,0.6662169519098328,0.0,0.0280112040890415,0.05422332869442766,0.0,35.41428867624355,5.285053895043312,8.243815787901507,0,0,1,1,0
36071000200,0.0,0.0,0.0,0.0,0.0,12.774778581258554,0.19706407070652915,5.361590043669131,0,0,0,1,1
36071013900,1.0273996283172497,0.0,0.09561073070346998,1.2586213947618667,0.0,69.9431023457894,3.8615207043710593,69.67071799388451,4,7,0,5,52
36071013100,1.2185996623070352,0.0,0.0,0.0,0.0,96.90235686386522,14.99902566569789,50.89162514604944,2,1,0,2,1
36071001100,0.32244712081615445,0.0,0.0,0.0,0.0,16.639818634074437,0.9391058935722422,3.1385061417711526,0,9,3,1,34
36071014400,0.23787829265077118,0.0,0.0,0.0,0.0,84.0033010485029,10.87574907942481,2.561623223950945,0,3,0,2,3
36071010300,0.0,0.0,0.0,0.2341103757307952,0.0,39.45322813400084,0.14762945834904118,17.203131209435792,0,12,4,2,35
36071000400,0.05923902262656793,0.0,0.0,0.0,0.0,15.69692973908883,0.0,5.666729104154652,0,1,1,6,1
36071013400,2.0187347536969287,0.0,0.0,0.0,0.0,27.463743903942618,5.671132240061465,2.5482862560519446,0,0,0,1,0
36071011000,2.486732375765684,0.0710888860751032,0.44541546708772495,0.6913423865355207,0.0,99.13337496435132,21.291535160312474,63.04563672047158,2,8,1,2,40
36071011900,6.351647501390279,0.5190520422710189,0.44039863253882233,0.05530043083086478,0.0,115.61273433902386,17.70783331099706,54.324898030851955,0,0,2,5,25
36071000100,0.0,0.0,0.0,0.0,0.0,11.034080892758686,1.2708688235772945,5.352967721508291,0,0,0,5,1
36071000600,0.040858004982389916,0.0,0.0,0.0,0.0,12.960934248259107,2.8389149967620044,5.446171243765859,0,1,0,2,4
36071001200,0.1939542007201255,0.0,0.003066754153699003,0.0036527285904665086,0.0,7.378924340990708,2.2675584740615093,2.449549121554212,0,5,1,0,21
36071001300,1.0449356514231958,0.0,0.0,0.0,0.0,23.464553720831635,0.3736879736000367,2.3861274296892367,0,0,0,1,2
36071001500,0.3822442342162502,0.0,0.2967961951226155,0.29323946118602634,0.0,22.54624999996572,2.3564833145963484,0.42477892051907834,0,12,3,5,66
36071014301,1.7807627127749532,0.0,1.591445452225091,0.0,0.0,46.38446336754821,10.395047613204671,2.7859818642796217,0,12,2,6,51
36071014900,0.01629024894778045,0.0,0.0026254273443981654,0.00409766550090535,0.00265867944089493,103.01223859432272,28.194554429493714,75.4423224746538,2,8,0,3,2
36071002100,0.06824933759310298,0.0,0.0,0.0,0.0,21.078741327106943,2.1035781314506456,0.0,0,0,1,3,3
36071002200,0.04762908322975617,0.0,0.0,0.0,0.0,15.561528160333108,1.311325586325834,2.3114270350194706,1,14,3,1,30
36071002300,0.0,0.0,0.0,0.0,0.0,16.19569935469267,0.8534532418896855,1.8603166303220111,0,1,0,0,1
36071010102,0.017192733604959577,0.0,0.7840810477569925,0.0,0.0,88.63015566893372,0.0,21.484748973685683,0,1,0,1,4
36071010601,0.326465047191171,0.0,0.1472356504354,0.0,0.0,64.78569123259702,14.603831073372511,19.90001004260698,0,0,0,0,1
36071014801,0.0,0.41183347793224556,0.0,0.0,0.0,42.052360356605924,3.3872912164558606,21.885654257688834,0,1,0,0,0
36071014601,0.23265614411308458,0.0,0.0,0.0,0.0,38.92113410541991,3.674704079401205,1.7716053865909323,0,4,0,1,0
36071013302,5.390114948004139,0.0,0.04231055796729132,0.0,0.0,54.57343341006369,11.892034929425732,21.70628812176325,0,0,0,0,5
36071010702,1.913319700532739,0.008492879235410455,0.26592943307408645,0.08009770159768242,0.0,27.67784708254973,3.8836085073659503,2.589104383541075,0,3,0,2,26
36071010701,1.7340900448779306,0.0,0.0,0.0,0.0,15.640495589458936,1.3541969613148557,1.132791895859922,0,0,0,0,0
36071014802,0.0,0.0,0.0,0.0,0.0,41.267787104729685,6.522151474017652,9.737834016609185,0,0,0,2,0
36071010502,0.7762327078168515,0.0,0.0,0.0,0.0,41.23731983610622,0.0,10.338657700612451,0,0,0,1,8
36071015201,5.406004804486314,0.0,0.0,0.0,0.0,52.12383401397032,0.9426444639345413,21.122261476443338,0,0,0,1,7
36071011301,0.04424789868233298,0.0,0.0,0.07541606918240273,0.0,29.736173891207425,2.697244953862018,5.280411861898627,0,7,1,0,37
36071010501,1.5502174715173247,0.0,0.0,0.0,0.0,32.736927912415894,2.6440448799603438,12.150395670976529,0,3,0,0,16
36071015203,0.3671682188042767,0.0,0.027130329909989925,0.0,0.0,8.2378810289162,12.772404108662373,46.81895958787669,0,1,1,1,0
36071015009,0.519555365825123,0.0,0.0,0.0,0.0,3.9174320841822983,0.0,0.5789321251625301,0,0,2,0,3
36071015007,0.6527648697588809,0.0,0.0,0.0,0.0,5.026733063853871,0.0,0.8950050563314594,0,0,0,1,0
36071010602,0.4536822216424637,0.0,0.3957970441425217,0.0,0.0,70.51896839987445,8.946174898010497,18.654276950950287,0,3,0,0,18
36071013301,3.2548413786961112,0.0,0.0,0.0,0.9097932473946412,73.56941328473997,6.487856673141472,11.5012877561385,0,0,0,1,0
36071011302,0.14175283207096254,0.49822200148520207,0.0,0.03929999487056602,0.0,13.826521413186011,2.244263003418684,6.94312574095602,0,6,2,0,35
36071001601,1.8551235493080893,0.0,0.0,0.03484724735182248,0.0,13.760428662625465,0.07635765186306913,2.6049666437150947,0,3,2,3,15
36071015202,1.1068931991847406,0.0,0.0,0.0,0.0,37.24971353390261,1.0937984216988532,16.55777790409271,0,0,0,2,2
36071014602,0.0,0.0,0.0,0.0,0.0,20.77262809318967,4.10065220953035,4.8976895255892305,0,8,2,0,4
36071001602,0.10771182336561842,0.016396423086948317,0.01408009714054176,0.0028257115838549443,0.0,17.277459354435383,0.5106391033398013,4.875762258602274,0,1,0,6,13
36071000302,0.0,0.0,0.0,0.0,0.0,13.893026529171417,0.6583354927421219,3.6548518588421404,0,0,0,1,0
36071000301,0.0,0.0,0.0,0.0,0.0,4.322491733174137,1.4849653478455258,1.1107008317506746,0,0,1,1,1
36071015008,0.5522765474045722,0.0,0.0,0.0,0.0,4.305763073244851,0.0,0.10292281247807228,0,0,0,0,0
36071015010,0.7367632807765889,0.0,0.0,0.0,0.0,3.950895953629934,0.0,1.0256631418537892,0,0,0,1,0
36065025300,0.08489049712735738,0.0,0.0,0.004102035442365869,0.0,66.93795807360807,7.350059955951855,15.635043063962538,0,0,2,0,2
36065025400,0.037470481676090545,0.0,0.0,0.0,0.15915265098102158,67.43045238614306,0.0,24.58491522455947,0,6,0,0,6
36065025500,0.0,0.0,0.0,0.0,0.005653652371608158,83.51038246983343,6.853817697592814,64.08740254917538,0,0,0,3,0
36065026200,0.16682058396554886,0.0,1.4317754344775762,0.10598956472686244,0.07156007603228244,83.62095032777002,14.067528151434301,64.32562306560204,0,1,0,2,5
36065980002,0.0,0.0,0.08237116333931072,0.0,0.0,4.502030007808789,0.06877424905044893,9.254408920840564,1,4,0,0,1
36065026400,0.0,0.0,0.0,0.0,0.0,15.101253893886295,0.0,3.8212904614801504,0,0,1,1,3
36065980003,0.0,0.0,0.0,0.0,0.0,5.182410735604981,0.0,3.5213764845086475,0,0,0,0,0
36065024102,0.0,0.0,0.0,0.0,0.0,159.45795985407247,5.890152873071646,113.81891793348561,0,0,0,2,0
36065024101,0.0,0.0,0.0,0.0,0.0,191.6672611588469,27.765563926723015,44.28877129484654,0,3,0,0,0
36065026100,0.0,0.0,0.0,0.0,0.015391997442210913,34.25223955524753,6.06478761379372,27.747442341536676,0,1,0,2,0
36065020102,0.0,0.0,0.0,0.0,0.0,10.069202778690968,4.3142762974518485,5.05376034675024,0,2,1,2,4
36065026600,0.0,0.0,0.05659843566958119,0.0,0.0,7.423969853745528,0.0,2.9239701628663246,0,0,1,0,0
36065020705,0.0,0.0,0.0,0.0,0.0,9.033021311825078,0.0,1.4016299691648795,0,1,0,0,1
36065023502,0.06637574778229037,0.0,0.0,0.0,0.0,43.148616850152564,2.3757978753464766,23.70814592637757,0,0,0,1,0
36065024400,0.0,0.0,0.26746652989129244,0.0,2.9019646326875788,222.47305169955442,13.50971505131934,105.33500678813931,0,0,0,1,0
36065024302,0.0,0.0,0.0,0.0,0.0,111.56256480345986,13.812579718075602,36.80844250672199,0,0,0,1,0
36065024700,0.0,0.0,0.0,0.0,0.0,189.3944479115724,53.155977421995104,83.15020346084252,0,12,0,4,7
36065024303,0.0,0.0,0.0,0.0,0.0,152.0654758110795,32.05670478517101,74.4045604322054,0,0,0,3,1
36065021302,0.0,0.0,0.0,0.0,0.0,22.752380282456546,0.0,3.4063185730409624,0,2,0,1,3
36065024500,0.0,0.03228494164365581,0.0,0.0,0.879399659109673,130.93971727042495,38.17879683631629,49.79755211861941,0,2,0,3,5
36065022200,0.0,0.0,0.0,0.023037875854260658,0.0,13.745550217961844,1.8887014022385569,6.9917763956362995,0,0,2,2,0
36065021401,0.0,0.0,0.0,0.0,0.0,15.384082986495045,0.0,0.7788033530913169,0,0,0,4,0
36065023702,0.0,0.0,0.0,0.0,5.9581769986816235,64.56808120074412,0.0,58.92275004523654,0,0,0,0,0
36065023200,0.0,0.0,0.0,0.0,0.0,30.035228233734454,4.580999051924387,10.077117945863101,0,5,1,3,11
36065020802,0.0,0.0,0.08668302948407564,0.0,0.0,16.596066595029193,6.023640278318891,11.204921440665256,0,2,0,3,6
36065022702,0.0,0.0,0.11686061518513086,0.0,7.846239935074123,68.79671302849677,21.794628916013814,24.248591732074154,0,0,1,2,6
36065025900,0.0,0.0,0.0,0.0,0.0,6.121454099569813,0.0,1.9406218343078638,0,0,0,0,0
36065020900,0.0,0.0,0.0,0.0,0.0,9.816884132272135,0.0,1.7796890954796887,0,5,0,0,2
36065020803,0.0,0.0,0.0,0.0,0.0,8.749103830483824,2.204564823260816,3.989518413454226,1,6,0,0,6
36065021701,0.0,0.0,0.0,0.0,0.0,23.12257040325544,0.0,4.1562299636874345,0,0,0,4,0
36065021702,0.0,0.0,0.0,0.0,0.0,15.498923143018377,0.7295562114928169,8.08134117035658,0,2,1,3,9
36065022500,0.2080436280570496,0.005655263525774203,0.8103839019680409,0.0,0.16629049791250924,34.8606894114709,3.561953221665466,8.675810644989928,0,1,0,7,1
36065021900,0.0,0.0,0.1274732708529532,0.0,0.000327171234406452,17.8157222769359,1.071537126440922,3.1373644632072857,0,0,0,1,0
36065022000,0.0,0.0,0.0,0.0,0.010608313317568193,16.725452628124607,5.779159735783989,6.302811980931721,0,1,0,1,3
36065022100,0.0,0.0,0.0,0.0,0.15680288823001412,19.097506524121396,0.0,3.4572320466838677,0,0,0,2,0
36065022701,0.0,0.1734784682295169,0.0,0.0,1.2659843455839919,18.10983589198514,5.377045735892474,5.567714434849629,0,2,1,2,7
36065980100,0.0,0.0,0.06763585689296706,0.0,2.5740614320333948,9.309639157153613,7.0597351145867115,20.090699823640996,0,0,0,0,1
36065022400,0.0,0.0,0.0,0.0,0.09154882437058735,22.022579740321998,2.4637389339712645,6.239788073611397,0,0,1,0,1
