origin,destination,flow,target
53041971600,53041971600,2970.0,2970.0
53077001601,53077001601,231.0,231.0
53011040604,53011042500,83.16205,460.0
53011040604,53011041312,733.22565,1576.0
53011040604,53011041114,421.22156,2390.0
53011040604,53011041900,130.81305,141.0
53011040604,53011041329,1097.3502,2567.0
53011040604,53011042400,110.48305,708.0
53011040604,53011042700,273.7827,0.0
53011040604,53011041320,940.6208,1416.0
53011040604,53011041203,484.94052,460.0
53011040604,53011041319,992.6506,690.0
53011040604,53011041333,797.5168,0.0
53011040604,53011043100,401.3311,141.0
53011040604,53011041208,479.10434,70.0
53011040604,53011041334,1109.9742,141.0
53011040604,53011041206,530.3535,70.0
53011040604,53011041337,632.33093,761.0
53011040604,53011041600,277.55093,407.0
53011040604,53011041317,780.97485,584.0
53011040604,53011042100,129.27696,0.0
53011040604,53011041323,1161.948,655.0
53011040604,53011042900,206.68565,159.0
53011040604,53011041112,361.12787,141.0
53011040604,53011041011,195.80255,141.0
53011040604,53011042800,234.79146,0.0
53011040604,53011041325,1162.1963,159.0
53011040604,53011041205,428.89743,495.0
53011040604,53011041332,831.548,141.0
53011040604,53011041309,700.084,0.0
53011040604,53011041321,1046.7395,265.0
53011040604,53011043000,271.87238,0.0
53011040604,53011041326,749.6507,5472.0
53011040604,53011042000,102.40664,0.0
53011040604,53011042300,131.03105,70.0
53011040604,53011041700,216.93298,141.0
53011040604,53011040604,2147.1885,2461.0
53011040604,53011041104,478.0728,0.0
53011040604,53011041310,842.4773,141.0
53011040604,53011041328,1197.6847,920.0
53011040604,53011041105,361.63107,141.0
53011040604,53011042601,169.03752,885.0
53011040604,53011041003,138.64844,0.0
53011040604,53011041313,468.2827,371.0
53011040604,53011041330,809.7174,0.0
53011040604,53011041111,318.47302,0.0
53011040604,53011041800,196.8075,0.0
53011040604,53011041110,249.23918,0.0
53011040604,53011041322,712.08185,1416.0
53011040604,53011041331,528.27985,70.0
53011041003,53011041110,253.03477,77.0
53011041003,53011041114,280.41803,1146.0
53011041003,53011041332,116.97749,0.0
53011041003,53011041104,247.55116,77.0
53011041003,53011041326,102.90692,155.0
53011041003,53011041322,142.37794,155.0
53011041003,53011041331,151.81429,0.0
53011041003,53011041321,75.61376,0.0
53011041003,53011041319,96.95666,0.0
53011041003,53011041205,253.16267,544.0
53011041003,53011041900,485.51062,2351.0
53011041003,53011041309,138.5032,0.0
53011041003,53011042300,556.10376,252.0
53011041003,53011042000,513.4464,77.0
53011041003,53011042400,468.30237,1107.0
53011041003,53011041111,376.4746,77.0
53011041003,53011041600,346.17432,233.0
53011041003,53011041310,107.73439,0.0
53011041003,53011042900,246.07062,349.0
53011041003,53011041105,321.2618,310.0
53011041003,53011040604,54.950306,155.0
53011041003,53011041208,186.59074,0.0
53011041003,53011041328,53.140785,0.0
53011041003,53011041333,110.05074,0.0
53011041003,53011041800,551.57513,0.0
53011041003,53011041011,487.42386,310.0
53011041003,53011041112,253.99751,0.0
53011041003,53011041329,79.46208,0.0
53011041003,53011041003,832.4335,1379.0
53011041003,53011043100,255.5262,155.0
53011041003,53011041325,62.49428,0.0
53011041003,53011042500,404.06393,699.0
53011041003,53011041203,230.69817,233.0
53011041003,53011041320,80.06019,77.0
53011041003,53011041206,160.43166,155.0
53011041003,53011042800,324.88635,77.0
53011041003,53011042700,401.71405,77.0
53011041003,53011041330,135.95804,0.0
53011041003,53011042100,579.1681,0.0
53011041003,53011041317,154.08444,77.0
53011041003,53011041323,95.80386,0.0
53011041003,53011041334,80.36986,0.0
53011041003,53011041337,124.58925,233.0
53011041003,53011043000,228.98451,0.0
53011041003,53011041700,443.5549,310.0
53011041003,53011041312,150.39285,155.0
53011041003,53011041313,172.44286,77.0
53011041003,53011042601,346.75653,1243.0
