tile,cpc
10,0.5124932208451645
101,0.9233545282694621
103,0.7525600727528728
104,0.6352653936671849
107,0.6610238872979095
113,0.6461586047506578
114,0.6798700579549277
117,0.5277061772031706
118,0.6681940673679098
119,0.843015353186705
132,0.916876461724648
135,0.8212923061752657
143,0.8514755684567006
146,0.8728105631905146
147,0.621600529477432
148,0.5258326163278649
153,0.9058413251961639
156,0.6312501094751587
157,0.5069936267464145
158,0.7457536237985044
160,0.7391055916332249
161,0.6868453079063731
163,0.6648296397055271
164,0.7613921779691425
165,0.8721590909090909
166,0.8739754098360656
17,0.6827328593806483
173,0.6770864936236058
177,0.7913564345471489
178,0.72372634643377
18,0.6568627450980392
189,0.7432762836185819
190,0.81211515143137
191,0.89120151371807
192,0.6610293045633474
195,0.6075147251653933
196,0.7982115741521849
202,0.8238568588469185
207,0.6079016681299385
208,0.7132467532467532
209,0.8034887860448559
21,0.5191747157625832
210,0.847809667673716
212,0.7379989895373128
213,0.7102416883444274
22,0.32447713631291525
221,0.8449841371482105
23,0.4924706306280008
235,0.6857290056671819
240,0.8770326777141088
241,0.81880129338864
246,0.8165268828304768
248,0.7742906611629141
251,0.9037309995393827
253,0.9254128929142248
255,0.8199882641721983
256,0.7529209621993127
266,0.7757818993522948
267,0.8004235982747998
270,0.7074613284804367
271,0.742789339528031
274,0.7646272149782681
277,0.6584914391485424
278,0.6912821157481044
284,0.7979351032448377
290,0.7970234325522483
293,0.5749543213033433
295,0.6545002487996907
296,0.6947549441100602
297,0.6184873949579832
30,0.5460120955169069
300,0.6139347468722473
301,0.7070317229813321
302,0.6316106702290472
303,0.8077757125154895
306,0.7016528925619835
31,0.4614793671115296
311,0.9465687515826792
318,0.5683954843832388
319,0.5542455029724881
32,0.316641151869041
320,0.6009098965584302
321,0.5623003124250879
323,0.8550490504418599
325,0.6613636146511255
326,0.673253618628068
328,0.6471492729622148
331,0.6984367120524458
333,0.8507581803671189
342,0.25903103429710367
345,0.5312804966375283
347,0.4880097176128451
348,0.4457607856533978
349,0.6212453501899765
352,0.8396418736800625
354,0.6737236248849489
355,0.4098274857751798
356,0.5625081505962061
359,0.5672032946461999
360,0.8040123456790124
362,0.82981220657277
365,0.8813486982501068
37,0.7843821375090755
371,0.18151515538294505
373,0.4290361832403169
377,0.5515570708265881
379,0.7457861891575694
38,0.593390452876377
383,0.4610026644499233
386,0.8527131782945736
388,0.881198347107438
39,0.5829378788003784
390,0.9218900675024108
399,0.3202148553187329
4,0.5586161492216543
40,0.5108432137893022
401,0.6491612807861686
402,0.7184980188190128
405,0.7267975544518577
408,0.7932474199035358
41,0.5135475435260615
411,0.46863323205543234
412,0.646901590977699
414,0.7086997736892332
417,0.9068432671081678
42,0.5318052914905117
422,0.8692566305565932
43,0.5961518840702023
437,0.7159533073929961
438,0.9115281501340483
439,0.6853146853146853
44,0.6294534478305785
445,0.8860288849740425
45,0.7990957897711218
450,0.4579352296875579
456,0.4463027874280384
463,0.8957908417133008
467,0.8539698442085178
47,0.5581430707267013
49,0.6201650551359895
5,0.6868092158942559
50,0.6793485307424082
54,0.7351848795187943
55,0.7159736423540104
57,0.8024076380240763
58,0.7386030949393559
60,0.689856767027185
70,0.7064815088339171
72,0.7872795063580257
73,0.5882660245100089
78,0.7966766124621228
80,0.8320776519324984
82,0.7074974229724822
84,0.4270892254355428
87,0.5484722746133535
88,0.7319077577236948
9,0.6600449650559134
91,0.8435297885970532
93,0.5602783922239365
94,0.5147624881965541
97,0.5571803051583523
98,0.6374382899642338
99,0.6697544865580234
