origin,destination,flow,target
53041971600,53041971600,2970.0,2970.0
53077001601,53077001601,231.0,231.0
53011040604,53011041600,183.21289,407.0
53011040604,53011041800,93.0151,0.0
53011040604,53011042100,56.316742,0.0
53011040604,53011041114,432.13675,2390.0
53011040604,53011041111,243.44835,0.0
53011040604,53011042700,163.14574,0.0
53011040604,53011042601,124.78601,885.0
53011040604,53011041322,1354.1526,1416.0
53011040604,53011041317,738.293,584.0
53011040604,53011042400,80.33834,708.0
53011040604,53011040604,2080.9036,2461.0
53011040604,53011041337,739.47125,761.0
53011040604,53011041321,1079.3694,265.0
53011040604,53011041328,1668.7013,920.0
53011040604,53011041105,191.20877,141.0
53011040604,53011041325,1230.5454,159.0
53011040604,53011041110,105.596306,0.0
53011040604,53011041326,802.9028,5472.0
53011040604,53011041700,125.39106,141.0
53011040604,53011041104,379.08505,0.0
53011040604,53011041332,844.6445,141.0
53011040604,53011041323,1525.8054,655.0
53011040604,53011041310,737.1505,141.0
53011040604,53011041206,358.24026,70.0
53011040604,53011042900,113.556564,159.0
53011040604,53011041205,376.06616,495.0
53011040604,53011042300,73.654015,70.0
53011040604,53011041331,451.91937,70.0
53011040604,53011041312,794.8939,1576.0
53011040604,53011041330,574.54474,0.0
53011040604,53011041203,466.53876,460.0
53011040604,53011041208,326.37814,70.0
53011040604,53011041003,57.078045,0.0
53011040604,53011041333,690.71063,0.0
53011040604,53011041334,1360.3551,141.0
53011040604,53011041309,527.5337,0.0
53011040604,53011041900,67.403854,141.0
53011040604,53011041319,779.3765,690.0
53011040604,53011043000,146.51874,0.0
53011040604,53011041313,465.99097,371.0
53011040604,53011042500,60.81306,460.0
53011040604,53011041011,101.4565,141.0
53011040604,53011043100,263.04572,141.0
53011040604,53011042800,145.56387,0.0
53011040604,53011042000,40.858494,0.0
53011040604,53011041329,2464.0369,2567.0
53011040604,53011041112,181.94113,141.0
53011040604,53011041320,957.9039,1416.0
53011041003,53011041329,65.61763,0.0
53011041003,53011042100,662.8512,0.0
53011041003,53011042300,821.3269,252.0
53011041003,53011041309,69.49002,0.0
53011041003,53011041203,219.89818,233.0
53011041003,53011041112,194.45738,0.0
53011041003,53011041320,51.778484,77.0
53011041003,53011041312,107.98439,155.0
53011041003,53011042400,841.4394,1107.0
53011041003,53011041205,207.43672,544.0
53011041003,53011041114,286.92383,1146.0
53011041003,53011041331,112.152435,0.0
53011041003,53011041003,923.4216,1379.0
53011041003,53011041208,125.68385,0.0
53011041003,53011042700,381.7209,77.0
53011041003,53011042800,315.08212,77.0
53011041003,53011041110,222.98647,77.0
53011041003,53011041900,591.3178,2351.0
53011041003,53011041332,69.511765,0.0
53011041003,53011043000,177.64201,0.0
53011041003,53011041334,48.4366,0.0
53011041003,53011041321,41.265034,0.0
53011041003,53011041319,50.318085,0.0
53011041003,53011040604,21.914104,155.0
53011041003,53011042000,528.7715,77.0
53011041003,53011041310,51.25691,0.0
53011041003,53011041323,73.181656,0.0
53011041003,53011041111,362.50375,77.0
53011041003,53011042500,470.14487,699.0
53011041003,53011041337,112.14175,233.0
53011041003,53011042900,207.27931,349.0
53011041003,53011041600,376.27335,233.0
53011041003,53011041317,121.38835,77.0
53011041003,53011041322,185.90321,155.0
53011041003,53011041105,273.57373,310.0
53011041003,53011041206,109.580765,155.0
53011041003,53011042601,491.02267,1243.0
53011041003,53011043100,167.58351,155.0
53011041003,53011041700,497.0476,310.0
53011041003,53011041326,69.113304,155.0
53011041003,53011041104,180.97163,77.0
53011041003,53011041328,36.035686,0.0
53011041003,53011041325,32.010727,0.0
53011041003,53011041330,72.9442,0.0
53011041003,53011041333,63.96619,0.0
53011041003,53011041800,510.40747,0.0
53011041003,53011041011,562.4901,310.0
53011041003,53011041313,155.75162,77.0
