tile,cpc
10,0.5102045318194821
101,0.9233545282694621
103,0.7026737391455186
104,0.6817713218786619
107,0.6685486733187527
113,0.6162015067512866
114,0.6623234865976703
117,0.6231271507055527
118,0.6726301542250669
119,0.8327149086440336
132,0.878133527908591
135,0.7996995563805543
143,0.8514755684567006
146,0.8728105631905146
147,0.6603195560694045
148,0.6743128494847479
153,0.9058413251961639
156,0.7601180073513818
157,0.5495054401582592
158,0.7322802324521624
160,0.7355691803436537
161,0.7868738579107015
163,0.7020014446259152
164,0.7613921779691425
165,0.8721590909090909
166,0.8739754098360656
17,0.6827328593806483
173,0.6939662382144137
177,0.7571126236563874
178,0.72372634643377
18,0.6568627450980392
189,0.7432762836185819
190,0.7448207596797191
191,0.89120151371807
192,0.6610293045633474
195,0.6026129660536971
196,0.7982115741521849
202,0.8238568588469185
207,0.6079016681299385
208,0.7132467532467532
209,0.8034887860448559
21,0.5429842183309881
210,0.847809667673716
212,0.7688997136268821
213,0.7120374739789542
22,0.4081873691285989
221,0.8387702323882632
23,0.6292573941877757
235,0.6857290056671819
240,0.8770326777141088
241,0.7326577768729642
246,0.8143549961984383
248,0.767766183416007
251,0.9037309995393827
253,0.9254128929142248
255,0.751987233686383
256,0.7529209621993127
266,0.7563888610846443
267,0.7674540239429297
270,0.7074613284804367
271,0.7226957303635103
274,0.7646272149782681
277,0.6584914391485424
278,0.6732688399792466
284,0.7979351032448377
290,0.7970234325522483
293,0.6352885856637981
295,0.6526567304138455
296,0.6947549441100602
297,0.6184873949579832
30,0.5581356822801182
300,0.6194653841819671
301,0.6818247929630468
302,0.6207208604655247
303,0.8077757125154895
306,0.7016528925619835
31,0.5776798905426236
311,0.9465687515826792
318,0.6487779550310847
319,0.6029450361945355
32,0.40548414075541117
320,0.6031271113752275
321,0.5729760284391314
323,0.8527758350547593
325,0.6616760061621725
326,0.673253618628068
328,0.6862023123472297
331,0.6984367120524458
333,0.8507581803671189
342,0.31345032394230526
345,0.6823991765812818
347,0.6216029898564271
348,0.6023661311214181
349,0.673244358561797
352,0.8225291741271833
354,0.6876334217018135
355,0.4929244676161153
356,0.6405830494340591
359,0.5672032946461999
360,0.8040123456790124
362,0.82981220657277
365,0.8813486982501068
37,0.729147775113948
371,0.2279125678021165
373,0.6164671154326552
377,0.6505767371897804
379,0.7527720120124274
38,0.593390452876377
383,0.6331092309284869
386,0.8527131782945736
388,0.881198347107438
39,0.6223979645151355
390,0.9218900675024108
399,0.41123862005586836
4,0.5721640298269052
40,0.5170459583493098
401,0.7455525698131713
402,0.7728365173140891
405,0.7363980194329007
408,0.8409514594782943
41,0.5422864409353523
411,0.5924409834864123
412,0.657431711192797
414,0.830821409472903
417,0.9068432671081678
42,0.5301789066373114
422,0.8692566305565932
43,0.6560049393965315
437,0.7159533073929961
438,0.9115281501340483
439,0.6853146853146853
44,0.6170879701796783
445,0.9021557474097804
45,0.7990957897711218
450,0.6227283764959582
456,0.6116664081500428
463,0.8327779954357841
467,0.9054224557892299
47,0.5677567949810265
49,0.6176408900165596
5,0.6795751060704961
50,0.6864102358198435
54,0.7743480291953669
55,0.7159736423540104
57,0.8024076380240763
58,0.7386030949393559
60,0.689856767027185
70,0.7024864330576691
72,0.8182196160638022
73,0.680477356789156
78,0.7885181810476352
80,0.8185563930412635
82,0.6926770235140021
84,0.5375879882971832
87,0.5484722746133535
88,0.7319269382717408
9,0.7105860141821806
91,0.8435297885970532
93,0.6884615383317344
94,0.6226573394572605
97,0.5817018076327396
98,0.6229049608617241
99,0.661659691059717
