origin,destination,flow,target
53041971600,53041971600,2970.0,2970.0
53077001601,53077001601,231.0,231.0
53011040604,53011041322,740.40906,1416.0
53011040604,53011041334,891.3493,141.0
53011040604,53011041333,676.5293,0.0
53011040604,53011041331,467.55975,70.0
53011040604,53011041332,738.26215,141.0
53011040604,53011041203,542.80975,460.0
53011040604,53011041205,480.86978,495.0
53011040604,53011041114,435.52768,2390.0
53011040604,53011041330,837.7581,0.0
53011040604,53011041112,496.88806,141.0
53011040604,53011042900,204.49911,159.0
53011040604,53011041208,453.23492,70.0
53011040604,53011042000,114.933716,0.0
53011040604,53011041320,1177.7128,1416.0
53011040604,53011041326,593.3698,5472.0
53011040604,53011041337,547.8779,761.0
53011040604,53011041600,286.8052,407.0
53011040604,53011041309,728.0923,0.0
53011040604,53011042400,125.44945,708.0
53011040604,53011042700,338.27063,0.0
53011040604,53011041800,247.31749,0.0
53011040604,53011041900,144.31929,141.0
53011040604,53011041321,854.40686,265.0
53011040604,53011041323,1049.9828,655.0
53011040604,53011041104,495.56158,0.0
53011040604,53011042300,156.92027,70.0
53011040604,53011042500,98.808235,460.0
53011040604,53011043100,444.19394,141.0
53011040604,53011041011,220.05392,141.0
53011040604,53011042100,154.32103,0.0
53011040604,53011041105,437.38248,141.0
53011040604,53011041328,1239.271,920.0
53011040604,53011041317,777.0092,584.0
53011040604,53011041003,185.53384,0.0
53011040604,53011041319,1032.5939,690.0
53011040604,53011042800,241.79813,0.0
53011040604,53011041313,422.23584,371.0
53011040604,53011041310,854.71576,141.0
53011040604,53011041312,767.0878,1576.0
53011040604,53011041329,1032.4392,2567.0
53011040604,53011041325,1149.0857,159.0
53011040604,53011041111,353.07602,0.0
53011040604,53011041206,729.927,70.0
53011040604,53011040604,1742.2205,2461.0
53011040604,53011041110,446.3801,0.0
53011040604,53011043000,255.32204,0.0
53011040604,53011042601,171.18443,885.0
53011040604,53011041700,244.64323,141.0
53011041003,53011043000,194.0665,0.0
53011041003,53011041333,128.00507,0.0
53011041003,53011042500,295.15057,699.0
53011041003,53011042800,279.3223,77.0
53011041003,53011041105,385.65887,310.0
53011041003,53011042601,291.09033,1243.0
53011041003,53011041700,405.95523,310.0
53011041003,53011041011,435.45447,310.0
53011041003,53011041112,348.25726,0.0
53011041003,53011042300,463.83557,252.0
53011041003,53011041331,154.08392,0.0
53011041003,53011043100,268.4851,155.0
53011041003,53011041317,213.70007,77.0
53011041003,53011041328,99.55734,0.0
53011041003,53011041203,274.35495,233.0
53011041003,53011040604,96.61389,155.0
53011041003,53011041600,326.96283,233.0
53011041003,53011041313,167.30042,77.0
53011041003,53011041800,483.53644,0.0
53011041003,53011041312,193.56796,155.0
53011041003,53011041319,154.17096,0.0
53011041003,53011042000,372.26474,77.0
53011041003,53011041310,145.83882,0.0
53011041003,53011042900,201.19923,349.0
53011041003,53011041110,439.41342,77.0
53011041003,53011041321,95.89495,0.0
53011041003,53011041900,366.80066,2351.0
53011041003,53011041332,137.78578,0.0
53011041003,53011041325,106.11102,0.0
53011041003,53011041208,199.43405,0.0
53011041003,53011041104,245.77803,77.0
53011041003,53011041322,181.54695,155.0
53011041003,53011041330,191.40884,0.0
53011041003,53011041114,281.9776,1146.0
53011041003,53011041326,107.042656,155.0
53011041003,53011041323,149.49048,0.0
53011041003,53011041205,273.68625,544.0
53011041003,53011041206,249.01407,155.0
53011041003,53011042400,354.47705,1107.0
53011041003,53011041309,178.1296,0.0
53011041003,53011042700,421.6148,77.0
53011041003,53011041320,149.55449,77.0
53011041003,53011041337,139.34364,233.0
53011041003,53011042100,475.2338,0.0
53011041003,53011041003,648.8964,1379.0
53011041003,53011041334,104.48824,0.0
53011041003,53011041111,337.12042,77.0
53011041003,53011041329,109.323166,0.0
