origin,destination,flow,target
53041971600,53041971600,2970.0,2970.0
53077001601,53077001601,231.0,231.0
53011040604,53011041321,940.22394,265.0
53011040604,53011041317,784.7119,584.0
53011040604,53011043000,155.64294,0.0
53011040604,53011041337,661.6967,761.0
53011040604,53011041320,1207.4926,1416.0
53011040604,53011041208,345.24442,70.0
53011040604,53011041313,462.15024,371.0
53011040604,53011041800,117.44155,0.0
53011040604,53011041110,173.64682,0.0
53011040604,53011041322,1931.1653,1416.0
53011040604,53011041330,572.21405,0.0
53011040604,53011041114,486.5886,2390.0
53011040604,53011042900,129.3588,159.0
53011040604,53011041326,706.07275,5472.0
53011040604,53011040604,1082.0919,2461.0
53011040604,53011041104,393.67584,0.0
53011040604,53011042800,160.0845,0.0
53011040604,53011041205,409.24884,495.0
53011040604,53011041332,779.5384,141.0
53011040604,53011042500,83.411736,460.0
53011040604,53011041600,248.39719,407.0
53011040604,53011042601,147.29852,885.0
53011040604,53011041112,275.63217,141.0
53011040604,53011041011,136.94841,141.0
53011040604,53011041111,326.39615,0.0
53011040604,53011041206,469.97098,70.0
53011040604,53011041333,632.9629,0.0
53011040604,53011042000,56.228825,0.0
53011040604,53011041700,170.24338,141.0
53011040604,53011041323,1515.0896,655.0
53011040604,53011042300,105.692406,70.0
53011040604,53011042100,77.77232,0.0
53011040604,53011041105,220.40964,141.0
53011040604,53011043100,259.54758,141.0
53011040604,53011041003,73.939026,0.0
53011040604,53011042700,223.11497,0.0
53011040604,53011041900,78.74583,141.0
53011040604,53011041309,487.5157,0.0
53011040604,53011042400,130.60933,708.0
53011040604,53011041325,1027.1808,159.0
53011040604,53011041334,1235.227,141.0
53011040604,53011041331,450.72354,70.0
53011040604,53011041203,550.40625,460.0
53011040604,53011041310,621.8912,141.0
53011040604,53011041328,1803.1161,920.0
53011040604,53011041329,2282.1453,2567.0
53011040604,53011041312,891.4095,1576.0
53011040604,53011041319,745.68176,690.0
53011041003,53011041329,117.72732,0.0
53011041003,53011043000,170.30353,0.0
53011041003,53011041333,75.63416,0.0
53011041003,53011042700,442.07178,77.0
53011041003,53011042300,699.9079,252.0
53011041003,53011041312,177.48904,155.0
53011041003,53011041319,71.17109,0.0
53011041003,53011041700,450.33188,310.0
53011041003,53011041322,328.39703,155.0
53011041003,53011041206,162.88676,155.0
53011041003,53011041337,127.89568,233.0
53011041003,53011042000,424.89462,77.0
53011041003,53011041105,292.89798,310.0
53011041003,53011042100,537.1623,0.0
53011041003,53011041208,130.33539,0.0
53011041003,53011041310,67.34694,0.0
53011041003,53011042800,291.57028,77.0
53011041003,53011041900,456.51367,2351.0
53011041003,53011041600,373.8285,233.0
53011041003,53011042400,810.70026,1107.0
53011041003,53011041003,606.4319,1379.0
53011041003,53011042900,188.76176,349.0
53011041003,53011041309,87.49486,0.0
53011041003,53011041330,98.27222,0.0
53011041003,53011041328,73.046425,0.0
53011041003,53011041112,261.94083,0.0
53011041003,53011042601,435.05374,1243.0
53011041003,53011041320,104.54002,77.0
53011041003,53011041334,64.829956,0.0
53011041003,53011041114,304.3346,1146.0
53011041003,53011041111,394.75424,77.0
53011041003,53011041321,54.04753,0.0
53011041003,53011041110,294.21716,77.0
53011041003,53011041800,443.5633,0.0
53011041003,53011040604,25.733524,155.0
53011041003,53011041011,463.65848,310.0
53011041003,53011041313,190.63454,77.0
53011041003,53011041203,294.34064,233.0
53011041003,53011041332,84.64811,0.0
53011041003,53011041205,250.05534,544.0
53011041003,53011042500,431.6253,699.0
53011041003,53011041326,93.518196,155.0
53011041003,53011041104,182.40921,77.0
53011041003,53011041323,138.40906,0.0
53011041003,53011043100,174.55678,155.0
53011041003,53011041317,185.34642,77.0
53011041003,53011041331,136.89731,0.0
53011041003,53011041325,49.812294,0.0
