origin,destination,flow,target
53041971600,53041971600,2970.0,2970.0
53077001601,53077001601,231.0,231.0
53011040604,53011041600,85.45158,407.0
53011040604,53011041322,516.7206,1416.0
53011040604,53011042400,96.98291,708.0
53011040604,53011041329,2710.4802,2567.0
53011040604,53011041900,68.339226,141.0
53011040604,53011041317,380.0679,584.0
53011040604,53011041310,913.696,141.0
53011040604,53011041206,360.39557,70.0
53011040604,53011041328,3370.8428,920.0
53011040604,53011042300,49.954506,70.0
53011040604,53011042700,69.65248,0.0
53011040604,53011041700,55.606224,141.0
53011040604,53011041104,199.71352,0.0
53011040604,53011041203,206.76195,460.0
53011040604,53011041114,185.1014,2390.0
53011040604,53011041325,1851.9749,159.0
53011040604,53011041326,541.72253,5472.0
53011040604,53011042800,130.42906,0.0
53011040604,53011040604,5914.566,2461.0
53011040604,53011041112,133.02858,141.0
53011040604,53011041313,176.81729,371.0
53011040604,53011041003,33.48632,0.0
53011040604,53011041205,228.62477,495.0
53011040604,53011042100,35.920883,0.0
53011040604,53011041323,489.9643,655.0
53011040604,53011041309,380.95297,0.0
53011040604,53011041312,263.14624,1576.0
53011040604,53011041110,89.79377,0.0
53011040604,53011042900,114.75947,159.0
53011040604,53011041105,220.30223,141.0
53011040604,53011041334,748.29065,141.0
53011040604,53011041330,445.23074,0.0
53011040604,53011043100,203.73946,141.0
53011040604,53011041332,822.97345,141.0
53011040604,53011043000,107.637436,0.0
53011040604,53011041337,636.06647,761.0
53011040604,53011041208,236.7912,70.0
53011040604,53011041321,1111.041,265.0
53011040604,53011041331,149.03922,70.0
53011040604,53011041111,67.142715,0.0
53011040604,53011042601,101.20936,885.0
53011040604,53011041011,84.6722,141.0
53011040604,53011042500,60.607704,460.0
53011040604,53011041320,584.65344,1416.0
53011040604,53011041333,487.36154,0.0
53011040604,53011041800,48.18628,0.0
53011040604,53011042000,31.402586,0.0
53011040604,53011041319,1024.6968,690.0
53011041003,53011041800,385.2895,0.0
53011041003,53011042400,2529.37,1107.0
53011041003,53011041312,39.22558,155.0
53011041003,53011041337,74.06026,233.0
53011041003,53011041334,14.5651,0.0
53011041003,53011042000,515.1915,77.0
53011041003,53011041319,44.613537,0.0
53011041003,53011042900,82.43369,349.0
53011041003,53011042300,606.2443,252.0
53011041003,53011041309,32.239365,0.0
53011041003,53011041329,165.30591,0.0
53011041003,53011041110,437.18512,77.0
53011041003,53011043100,117.71394,155.0
53011041003,53011041330,34.671112,0.0
53011041003,53011041317,88.01149,77.0
53011041003,53011041320,41.36528,77.0
53011041003,53011041326,52.00109,155.0
53011041003,53011041208,46.43325,0.0
53011041003,53011041313,43.586136,77.0
53011041003,53011041331,24.730816,0.0
53011041003,53011043000,71.617584,0.0
53011041003,53011041104,60.39502,77.0
53011041003,53011041321,24.161947,0.0
53011041003,53011042700,124.27729,77.0
53011041003,53011041333,20.644806,0.0
53011041003,53011041205,134.1688,544.0
53011041003,53011041003,1772.4741,1379.0
53011041003,53011041900,692.74994,2351.0
53011041003,53011042601,167.9354,1243.0
53011041003,53011041700,191.75047,310.0
53011041003,53011041323,63.3809,0.0
53011041003,53011041600,91.11282,233.0
53011041003,53011041328,236.91885,0.0
53011041003,53011041206,99.7885,155.0
53011041003,53011041114,100.51505,1146.0
53011041003,53011042100,608.067,0.0
53011041003,53011041310,48.386658,0.0
53011041003,53011042500,971.53345,699.0
53011041003,53011040604,36.719902,155.0
53011041003,53011042800,177.96892,77.0
53011041003,53011041112,132.5847,0.0
53011041003,53011041203,118.458374,233.0
53011041003,53011041325,53.125248,0.0
53011041003,53011041105,401.95554,310.0
53011041003,53011041332,38.932514,0.0
53011041003,53011041322,73.81646,155.0
53011041003,53011041011,368.72137,310.0
53011041003,53011041111,65.601204,77.0
