tile,cpc
10,0.5154350760589719
101,0.9091702051835211
103,0.7108894749317225
104,0.6157430782694931
107,0.6662839772722808
110,0.0
111,0.0
113,0.6434949264830784
114,0.6858194358040212
117,0.5015637848348692
118,0.6754822101190895
119,0.8419203127224938
132,0.904461868410188
135,0.8135102245810444
138,0.0
143,0.8514755684567006
146,0.8571055640759333
147,0.6228765593915783
148,0.5527085302944275
151,0.0
153,0.9058413251961639
156,0.6785589975516946
157,0.5109996700819053
158,0.7501011782103606
160,0.7400713072134977
161,0.6770948190317209
163,0.6167092721123263
164,0.7334400033389388
165,0.6647842275891414
166,0.8739754098360656
169,0.0
17,0.6827328593806483
173,0.6833172738098238
174,0.0
177,0.7568518435618473
178,0.7145635745411844
18,0.6568627450980392
187,0.0
189,0.7432762836185819
190,0.8012119212213252
191,0.8386885974347325
192,0.6091882725548454
195,0.6119305566434493
196,0.7982115741521849
202,0.8238568588469185
206,0.0
207,0.5963929774573685
208,0.6882407286400374
209,0.7611789286461182
21,0.5038159293064808
210,0.7519688905947531
212,0.7417972206522678
213,0.7124145713216371
214,0.0
216,0.0
22,0.31512250917200174
221,0.8497122442932697
227,0.0
23,0.4774714405728069
230,0.0
235,0.6857290056671819
240,0.8770326777141088
241,0.7935659799979642
246,0.8159204636900633
248,0.751881607867476
251,0.8167182570692512
253,0.9075486145691134
255,0.8345076016235548
256,0.7362857568268838
264,0.0
266,0.7724129751780597
267,0.8005467065234134
270,0.5474967361480636
271,0.6660905539490697
274,0.7646272149782681
275,0.0
277,0.6202754662576815
278,0.6924450711254794
284,0.7979351032448377
287,0.0
290,0.7970234325522483
293,0.5325520144571835
295,0.653803906785653
296,0.6947549441100602
297,0.6184873949579832
30,0.5572727777970251
300,0.6103093580537051
301,0.7028779049553747
302,0.633505110216922
303,0.7732676300401536
306,0.7016528925619835
31,0.4632468560711364
311,0.9465687515826792
318,0.5397339292804828
319,0.5007414381142429
32,0.2869418477515682
320,0.5188246487991602
321,0.5543784550311133
323,0.8436603337233243
325,0.6608148346174971
326,0.673253618628068
328,0.664746109663566
331,0.6984367120524458
333,0.8507581803671189
342,0.22966504239472704
345,0.4251074730291384
347,0.4964670965322605
348,0.4253756052984742
349,0.6048288166287024
352,0.8171129266493541
354,0.679248524560773
355,0.40190028538506783
356,0.5853290150029928
358,0.0
359,0.5672032946461999
360,0.8040123456790124
362,0.82981220657277
364,0.0
365,0.8446008444661699
367,0.0
37,0.7759859688610927
371,0.15393953357624843
373,0.41829661635089
377,0.5283942368313723
379,0.7376840883060418
38,0.593390452876377
383,0.3863808379688069
386,0.6746790563704445
388,0.8415502120872314
389,0.0
39,0.6093452665764696
390,0.9218900675024108
396,0.0
399,0.3254036897840692
4,0.549442560617648
40,0.514522637677339
401,0.611589399868757
402,0.7322639388699008
405,0.7407448921061803
408,0.8230746486679792
41,0.4931621577809936
411,0.43440097896131835
412,0.6265539562981707
414,0.6450629722164961
417,0.9068432671081678
42,0.510289027823422
422,0.7545179233891817
43,0.5278646446034734
437,0.6618905862045462
438,0.9115281501340483
439,0.6853146853146853
44,0.6295392141150753
440,0.0
444,0.0
445,0.6527984295124046
447,0.0
45,0.7990957897711218
450,0.37185382579669624
456,0.4122915846546469
463,0.7310609069332092
467,0.7535417478283738
47,0.5525591683654011
49,0.6187734437725813
5,0.6937060419386423
50,0.6871034331240896
54,0.7510131295574903
55,0.7159736423540104
56,0.0
57,0.7872626594755837
58,0.7386030949393559
59,0.0
60,0.689856767027185
70,0.7090154560928366
72,0.8036988343270584
73,0.6145859371846092
78,0.8125705023825542
80,0.8268394381957741
82,0.6825034621898733
84,0.4023541273894397
87,0.5484722746133535
88,0.7377575056112312
9,0.6719213628576894
91,0.8096224715590778
93,0.5008710531876296
94,0.43313792912156035
97,0.5381394982426798
98,0.6282367931389319
99,0.6805888061734121
