origin,destination,flow,target
53041971600,53041971600,2970.0,2970.0
53077001601,53077001601,231.0,231.0
53011040604,53011041700,48.993885,141.0
53011040604,53011042400,4.5643497,708.0
53011040604,53011041112,614.86694,141.0
53011040604,53011041326,360.15384,5472.0
53011040604,53011043100,345.38315,141.0
53011040604,53011041321,943.3535,265.0
53011040604,53011041328,1530.7096,920.0
53011040604,53011041329,1202.0559,2567.0
53011040604,53011041800,61.022137,0.0
53011040604,53011041331,203.17764,70.0
53011040604,53011041323,1456.6157,655.0
53011040604,53011041333,678.21716,0.0
53011040604,53011041104,434.27347,0.0
53011040604,53011041203,581.7226,460.0
53011040604,53011041320,1487.8588,1416.0
53011040604,53011041334,1015.2613,141.0
53011040604,53011041309,880.87976,0.0
53011040604,53011041319,1304.7201,690.0
53011040604,53011041317,1072.8959,584.0
53011040604,53011042500,2.457443,460.0
53011040604,53011041205,446.99484,495.0
53011040604,53011041105,486.40057,141.0
53011040604,53011041114,338.1811,2390.0
53011040604,53011042800,26.59814,0.0
53011040604,53011041313,136.21158,371.0
53011040604,53011042100,11.23933,0.0
53011040604,53011041332,830.9684,141.0
53011040604,53011041900,6.195788,141.0
53011040604,53011043000,22.345726,0.0
53011040604,53011041322,897.0635,1416.0
53011040604,53011041208,294.4976,70.0
53011040604,53011041337,372.57275,761.0
53011040604,53011041312,943.22845,1576.0
53011040604,53011041206,1018.0676,70.0
53011040604,53011041110,663.574,0.0
53011040604,53011042900,12.092578,159.0
53011040604,53011042000,3.527127,0.0
53011040604,53011042300,12.259999,70.0
53011040604,53011041325,1420.8488,159.0
53011040604,53011041600,78.336426,407.0
53011040604,53011040604,2057.7095,2461.0
53011040604,53011041011,35.016235,141.0
53011040604,53011042700,186.7748,0.0
53011040604,53011041003,25.45113,0.0
53011040604,53011042601,9.435463,885.0
53011040604,53011041330,1065.8745,0.0
53011040604,53011041310,1022.982,141.0
53011040604,53011041111,172.36975,0.0
53011041003,53011041330,174.40143,0.0
53011041003,53011041112,513.48334,0.0
53011041003,53011041332,49.272434,0.0
53011041003,53011042900,63.32936,349.0
53011041003,53011041208,134.68716,0.0
53011041003,53011041310,75.519264,0.0
53011041003,53011041111,462.5374,77.0
53011041003,53011043000,61.438515,0.0
53011041003,53011041331,52.023335,0.0
53011041003,53011042100,543.81415,0.0
53011041003,53011041326,19.132275,155.0
53011041003,53011041900,354.5598,2351.0
53011041003,53011041312,175.96362,155.0
53011041003,53011041337,38.734306,233.0
53011041003,53011041321,17.687231,0.0
53011041003,53011041003,764.00684,1379.0
53011041003,53011041309,133.8243,0.0
53011041003,53011042000,336.02603,77.0
53011041003,53011041205,351.8061,544.0
53011041003,53011041325,38.683178,0.0
53011041003,53011041110,634.4896,77.0
53011041003,53011041104,310.32178,77.0
53011041003,53011042300,534.77496,252.0
53011041003,53011041323,98.52303,0.0
53011041003,53011042601,183.58078,1243.0
53011041003,53011041114,365.06793,1146.0
53011041003,53011041105,530.3651,310.0
53011041003,53011043100,323.4737,155.0
53011041003,53011040604,31.001574,155.0
53011041003,53011041333,34.298584,0.0
53011041003,53011041313,64.02877,77.0
53011041003,53011041700,488.5515,310.0
53011041003,53011041800,607.79,0.0
53011041003,53011041329,33.209892,0.0
53011041003,53011041320,178.94714,77.0
53011041003,53011042800,266.41684,77.0
53011041003,53011041328,42.945866,0.0
53011041003,53011042700,538.69495,77.0
53011041003,53011041317,239.9533,77.0
53011041003,53011041319,133.6332,0.0
53011041003,53011042500,163.69998,699.0
53011041003,53011041203,349.93814,233.0
53011041003,53011041334,20.576403,0.0
53011041003,53011041322,143.95511,155.0
53011041003,53011041206,410.191,155.0
53011041003,53011042400,332.12555,1107.0
53011041003,53011041011,510.6679,310.0
53011041003,53011041600,389.84793,233.0
