,height,width,area
WA_G,0.006875219026931223,0.8363022437428604,0.00029544142091610993
WA_DG,0.03153123355738474,25.230232973000454,0.14961028878658592
WA_NLG,0.04522500723375278,24.594001606015524,0.44295968999819707
