,height,width,area
WA_G,0.0005154127314319634,0.8454201486117405,8.407258262166738e-06
WA_DG,0.06376413886941823,26.948394150434808,0.3570583518551345
WA_NLG,0.04690358579592924,25.7911514315075,0.6885007275291305
