Dataset Location,Model Type,Description,Fairness Sensitivity (Height),Performance Sensitivity (Width),Robustness (Area)
New York,Gravity,Descending and Unbiased,0.003961806787485304,0.5370651086395686,0.00012281311044733318
New York,Gravity,Ascending and Unbiased,0.002333052290526799,0.4023563315624461,7.972284790474753e-05
New York,Gravity,All (Mean),0.003147429539006052,0.46971072010100734,0.00010126797917604036
New York,Deep Gravity,Descending and Unbiased,0.0361944673964177,1.1790079677296674,0.021388630009899393
New York,Deep Gravity,Ascending and Unbiased,0.037377882951573696,2.5329317938406497,0.03239494867028411
New York,Deep Gravity,All (Mean),0.0367861751739957,1.8559698807851586,0.026891789340091753
New York,Non-Linear Gravity,Descending and Unbiased,0.03407781278249891,1.2703026065215361,0.01443605996275608
New York,Non-Linear Gravity,Ascending and Unbiased,0.026196991937004088,4.260532712684341,0.053886337637604094
New York,Non-Linear Gravity,All (Mean),0.0301374023597515,2.7654176596029387,0.034161198800180086
