,origin,destination,flow
4846,53011041206,53011041500,136.0
4847,53011041206,53011041600,920.0
4848,53011041206,53011041700,85.0
4849,53011041206,53011041800,68.0
4850,53011041206,53011041900,136.0
4851,53011041206,53011042300,204.0
4852,53011041206,53011042400,204.0
4853,53011041206,53011042500,272.0
4854,53011041206,53011042601,852.0
4855,53011041206,53011042800,170.0
4856,53011041206,53011042900,341.0
4857,53011041206,53011043000,221.0
4858,53011041206,53011043100,306.0
4859,53011041206,53033022605,68.0
4860,53011041206,53033032313,68.0
4861,53011041206,53041970500,68.0
4862,53011041206,53053060500,68.0
4863,53011041206,53067012720,136.0
4864,53011041206,53077003200,85.0
4865,53011041309,53011040412,221.0
4866,53011041309,53011040413,221.0
4867,53011041309,53011040513,110.0
4868,53011041309,53011040509,332.0
4869,53011041309,53011040604,110.0
4870,53011041309,53011040605,110.0
4871,53011041309,53011040608,774.0
4872,53011041309,53011040703,221.0
4873,53011041309,53011040706,221.0
4874,53011041309,53011040806,221.0
4875,53011041309,53011040809,110.0
4876,53011041309,53011040810,110.0
4877,53011041309,53011040904,276.0
4878,53011041309,53011040910,110.0
4879,53011041309,53011041009,110.0
4880,53011041309,53011041010,221.0
4881,53011041309,53011041011,110.0
4882,53011041309,53011041107,221.0
4883,53011041309,53011041114,664.0
4884,53011041309,53011041111,110.0
4885,53011041309,53011041208,470.0
4886,53011041309,53011041203,332.0
4887,53011041309,53011041205,581.0
4888,53011041309,53011041206,1079.0
4889,53011041309,53011041309,1577.0
4890,53011041309,53011041310,802.0
4891,53011041309,53011041312,249.0
4892,53011041309,53011041313,221.0
4893,53011041309,53011041317,774.0
4894,53011041309,53011041337,2490.0
4895,53011041309,53011041319,581.0
4896,53011041309,53011041320,996.0
4897,53011041309,53011041321,221.0
4898,53011041309,53011041322,7637.0
4899,53011041309,53011041323,1743.0
4900,53011041309,53011041325,332.0
4901,53011041309,53011041326,359.0
4902,53011041309,53011041334,193.0
4903,53011041309,53011041328,968.0
4904,53011041309,53011041329,2711.0
4905,53011041309,53011041331,110.0
4906,53011041309,53011041500,221.0
4907,53011041309,53011041600,332.0
4908,53011041309,53011041700,110.0
4909,53011041309,53011041900,249.0
4910,53011041309,53011042400,802.0
4911,53011041309,53011042601,636.0
4912,53011041309,53037975402,110.0
4913,53011041309,53037975600,221.0
4914,53011041309,53037975700,138.0
4915,53011041309,53041970300,110.0
4916,53011041309,53053062600,110.0
4917,53011041309,53053071803,166.0
4918,53011041309,53053072309,110.0
4919,53011041309,53053072801,110.0
4920,53011041309,53061040800,276.0
4921,53011041309,53061940001,110.0
4922,53011041309,53067012720,110.0
4923,53011041310,53007960804,66.0
4924,53011041310,53011040301,83.0
4925,53011041310,53011040304,216.0
4926,53011041310,53011040407,149.0
4927,53011041310,53011040412,66.0
4928,53011041310,53011040413,199.0
4929,53011041310,53011040414,66.0
4930,53011041310,53011040505,66.0
4931,53011041310,53011040605,66.0
4932,53011041310,53011040608,849.0
4933,53011041310,53011040706,133.0
4934,53011041310,53011040707,66.0
4935,53011041310,53011040715,216.0
4936,53011041310,53011040711,133.0
4937,53011041310,53011040809,66.0
4938,53011041310,53011040810,66.0
4939,53011041310,53011041007,66.0
4940,53011041310,53011041010,66.0
4941,53011041310,53011041114,1066.0
4942,53011041310,53011041203,199.0
4943,53011041310,53011041205,266.0
4944,53011041310,53011041309,199.0
4945,53011041310,53011041310,933.0
4946,53011041310,53011041312,133.0
4947,53011041310,53011041313,66.0
4948,53011041310,53011041317,66.0
4949,53011041310,53011041337,616.0
4950,53011041310,53011041319,266.0
4951,53011041310,53011041320,816.0
4952,53011041310,53011041321,266.0
4953,53011041310,53011041322,2099.0
4954,53011041310,53011041323,2666.0
4955,53011041310,53011041325,483.0
4956,53011041310,53011041326,66.0
4957,53011041310,53011041334,66.0
4958,53011041310,53011041328,1766.0
4959,53011041310,53011041329,1899.0
4960,53011041310,53011041400,66.0
4961,53011041310,53011041500,266.0
4962,53011041310,53011041600,66.0
4963,53011041310,53011042000,66.0
4964,53011041310,53011042100,66.0
4965,53011041310,53011042300,133.0
4966,53011041310,53011042400,199.0
4967,53011041310,53011042500,266.0
4968,53011041310,53011042601,733.0
4969,53011041310,53011042800,199.0
4970,53011041310,53011042900,83.0
4971,53011041310,53011043100,66.0
4972,53011041310,53033022502,66.0
4973,53011041310,53049950600,66.0
4974,53011041310,53061041901,66.0
4975,53011041310,53061050501,66.0
4976,53011041310,53061051402,66.0
4977,53011041310,53061051802,66.0
4978,53011041312,53011040102,71.0
4979,53011041312,53011040301,142.0
4980,53011041312,53011040304,88.0
4981,53011041312,53011040403,142.0
4982,53011041312,53011040411,586.0
4983,53011041312,53011040412,71.0
4984,53011041312,53011040413,142.0
4985,53011041312,53011040414,142.0
4986,53011041312,53011040415,71.0
4987,53011041312,53011040507,71.0
4988,53011041312,53011040509,142.0
4989,53011041312,53011040604,142.0
4990,53011041312,53011040608,266.0
4991,53011041312,53011040703,1404.0
4992,53011041312,53011040706,1759.0
4993,53011041312,53011040707,213.0
4994,53011041312,53011040709,71.0
4995,53011041312,53011040711,302.0
4996,53011041312,53011040712,71.0
4997,53011041312,53011040808,426.0
4998,53011041312,53011040809,266.0
4999,53011041312,53011040810,213.0
5000,53011041312,53011040904,142.0
5001,53011041312,53011040905,71.0
5002,53011041312,53011040909,142.0
5003,53011041312,53011040910,284.0
5004,53011041312,53011041005,71.0
5005,53011041312,53011041007,71.0
5006,53011041312,53011041009,284.0
5007,53011041312,53011041010,284.0
5008,53011041312,53011041011,71.0
5009,53011041312,53011041104,142.0
5010,53011041312,53011041105,142.0
5011,53011041312,53011041114,2133.0
5012,53011041312,53011041110,71.0
5013,53011041312,53011041111,213.0
5014,53011041312,53011041112,71.0
5015,53011041312,53011041208,71.0
5016,53011041312,53011041203,444.0
5017,53011041312,53011041205,426.0
5018,53011041312,53011041206,71.0
5019,53011041312,53011041309,142.0
5020,53011041312,53011041312,2986.0
5021,53011041312,53011041313,1048.0
5022,53011041312,53011041317,657.0
5023,53011041312,53011041337,426.0
5024,53011041312,53011041319,142.0
5025,53011041312,53011041320,426.0
5026,53011041312,53011041321,71.0
5027,53011041312,53011041322,906.0
5028,53011041312,53011041323,444.0
5029,53011041312,53011041326,1937.0
5030,53011041312,53011041334,71.0
5031,53011041312,53011041328,142.0
5032,53011041312,53011041329,639.0
5033,53011041312,53011041331,284.0
5034,53011041312,53011041332,71.0
5035,53011041312,53011041500,213.0
5036,53011041312,53011041600,71.0
5037,53011041312,53011041700,71.0
5038,53011041312,53011041900,302.0
5039,53011041312,53011042400,284.0
5040,53011041312,53011042500,142.0
5041,53011041312,53011042601,871.0
5042,53011041312,53011042700,71.0
5043,53011041312,53011042800,142.0
5044,53011041312,53011042900,213.0
5045,53011041312,53011043000,71.0
5046,53011041312,53011043100,71.0
5047,53011041312,53015000502,71.0
5048,53011041312,53077001400,71.0
5049,53011041313,53011040201,59.0
5050,53011041313,53011040301,118.0
5051,53011041313,53011040407,59.0
5052,53011041313,53011040413,59.0
5053,53011041313,53011040414,59.0
5054,53011041313,53011040415,59.0
5055,53011041313,53011040509,59.0
5056,53011041313,53011040608,207.0
5057,53011041313,53011040703,681.0
5058,53011041313,53011040706,681.0
5059,53011041313,53011040707,59.0
5060,53011041313,53011040711,118.0
5061,53011041313,53011040808,237.0
5062,53011041313,53011040809,148.0
5063,53011041313,53011040904,74.0
5064,53011041313,53011040910,118.0
5065,53011041313,53011041005,59.0
5066,53011041313,53011041009,118.0
5067,53011041313,53011041010,237.0
5068,53011041313,53011041011,118.0
5069,53011041313,53011041104,59.0
5070,53011041313,53011041105,59.0
5071,53011041313,53011041114,1674.0
5072,53011041313,53011041111,296.0
5073,53011041313,53011041112,177.0
5074,53011041313,53011041208,59.0
5075,53011041313,53011041203,993.0
5076,53011041313,53011041205,266.0
5077,53011041313,53011041206,237.0
5078,53011041313,53011041309,74.0
5079,53011041313,53011041312,563.0
5080,53011041313,53011041313,1986.0
5081,53011041313,53011041317,1467.0
5082,53011041313,53011041337,548.0
5083,53011041313,53011041319,815.0
5084,53011041313,53011041320,296.0
5085,53011041313,53011041322,963.0
5086,53011041313,53011041323,415.0
5087,53011041313,53011041326,207.0
5088,53011041313,53011041334,59.0
5089,53011041313,53011041328,177.0
5090,53011041313,53011041329,563.0
5091,53011041313,53011041330,59.0
5092,53011041313,53011041331,133.0
5093,53011041313,53011041332,59.0
5094,53011041313,53011041500,118.0
5095,53011041313,53011041600,222.0
5096,53011041313,53011041700,59.0
5097,53011041313,53011041800,118.0
5098,53011041313,53011042300,237.0
5099,53011041313,53011042400,237.0
5100,53011041313,53011042500,237.0
5101,53011041313,53011042601,163.0
5102,53011041313,53011042800,59.0
5103,53011041313,53011042900,489.0
5104,53011041317,53011040301,168.0
5105,53011041317,53011040304,112.0
5106,53011041317,53011040403,56.0
5107,53011041317,53011040407,56.0
5108,53011041317,53011040411,462.0
5109,53011041317,53011040412,196.0
5110,53011041317,53011040413,126.0
5111,53011041317,53011040414,112.0
5112,53011041317,53011040415,56.0
5113,53011041317,53011040507,56.0
5114,53011041317,53011040513,56.0
5115,53011041317,53011040509,56.0
5116,53011041317,53011040510,56.0
5117,53011041317,53011040604,56.0
5118,53011041317,53011040605,56.0
5119,53011041317,53011040608,812.0
5120,53011041317,53011040703,126.0
5121,53011041317,53011040706,280.0
5122,53011041317,53011040709,112.0
5123,53011041317,53011040715,56.0
5124,53011041317,53011040711,56.0
5125,53011041317,53011040808,448.0
5126,53011041317,53011040809,168.0
5127,53011041317,53011040810,112.0
5128,53011041317,53011040908,56.0
5129,53011041317,53011040910,112.0
5130,53011041317,53011041007,168.0
5131,53011041317,53011041009,238.0
5132,53011041317,53011041010,168.0
5133,53011041317,53011041011,56.0
5134,53011041317,53011041104,56.0
5135,53011041317,53011041105,56.0
5136,53011041317,53011041114,1512.0
5137,53011041317,53011041110,56.0
5138,53011041317,53011041111,56.0
5139,53011041317,53011041112,112.0
5140,53011041317,53011041208,154.0
5141,53011041317,53011041203,294.0
5142,53011041317,53011041205,448.0
5143,53011041317,53011041206,1400.0
5144,53011041317,53011041309,56.0
5145,53011041317,53011041310,224.0
5146,53011041317,53011041312,574.0
5147,53011041317,53011041313,574.0
5148,53011041317,53011041317,3473.0
5149,53011041317,53011041337,1666.0
5150,53011041317,53011041319,1470.0
5151,53011041317,53011041320,630.0
5152,53011041317,53011041321,224.0
5153,53011041317,53011041322,2857.0
5154,53011041317,53011041323,840.0
5155,53011041317,53011041325,112.0
5156,53011041317,53011041326,308.0
5157,53011041317,53011041334,224.0
5158,53011041317,53011041328,448.0
5159,53011041317,53011041329,1442.0
5160,53011041317,53011041331,168.0
5161,53011041317,53011041332,112.0
5162,53011041317,53011041500,168.0
5163,53011041317,53011041600,112.0
5164,53011041317,53011041700,56.0
5165,53011041317,53011041900,56.0
5166,53011041317,53011042400,322.0
5167,53011041317,53011042500,448.0
5168,53011041317,53011042601,1050.0
5169,53011041317,53011042700,140.0
5170,53011041317,53011042800,56.0
5171,53011041317,53011042900,112.0
5172,53011041317,53011043000,112.0
5173,53011041317,53011043100,56.0
5174,53011041317,53041970600,56.0
5175,53011041317,53041970800,56.0
5176,53011041317,53041971400,56.0
5177,53011041317,53067012720,56.0
5178,53011041337,53011040203,64.0
5179,53011041337,53011040301,320.0
5180,53011041337,53011040304,160.0
5181,53011041337,53011040407,128.0
5182,53011041337,53011040409,64.0
5183,53011041337,53011040411,336.0
5184,53011041337,53011040412,64.0
5185,53011041337,53011040413,64.0
5186,53011041337,53011040414,64.0
5187,53011041337,53011040513,64.0
5188,53011041337,53011040604,128.0
5189,53011041337,53011040608,880.0
5190,53011041337,53011040610,64.0
5191,53011041337,53011040703,448.0
5192,53011041337,53011040706,720.0
5193,53011041337,53011040709,128.0
5194,53011041337,53011040711,128.0
5195,53011041337,53011040712,64.0
5196,53011041337,53011040808,384.0
5197,53011041337,53011040810,64.0
5198,53011041337,53011040904,192.0
5199,53011041337,53011040908,64.0
5200,53011041337,53011040909,208.0
5201,53011041337,53011041003,64.0
5202,53011041337,53011041005,256.0
5203,53011041337,53011041007,64.0
5204,53011041337,53011041009,208.0
5205,53011041337,53011041105,192.0
5206,53011041337,53011041114,1969.0
5207,53011041337,53011041110,64.0
5208,53011041337,53011041112,128.0
5209,53011041337,53011041208,144.0
5210,53011041337,53011041203,448.0
5211,53011041337,53011041205,640.0
5212,53011041337,53011041206,496.0
5213,53011041337,53011041309,128.0
5214,53011041337,53011041310,128.0
5215,53011041337,53011041312,736.0
5216,53011041337,53011041313,768.0
5217,53011041337,53011041317,2050.0
5218,53011041337,53011041337,3267.0
5219,53011041337,53011041319,1745.0
5220,53011041337,53011041320,1553.0
5221,53011041337,53011041321,240.0
5222,53011041337,53011041322,3171.0
5223,53011041337,53011041323,1185.0
5224,53011041337,53011041326,656.0
5225,53011041337,53011041334,128.0
5226,53011041337,53011041328,192.0
5227,53011041337,53011041329,1521.0
5228,53011041337,53011041330,64.0
5229,53011041337,53011041331,64.0
5230,53011041337,53011041332,176.0
5231,53011041337,53011041400,80.0
5232,53011041337,53011041500,128.0
5233,53011041337,53011041600,256.0
5234,53011041337,53011041700,192.0
5235,53011041337,53011041900,64.0
5236,53011041337,53011042400,64.0
5237,53011041337,53011042500,384.0
5238,53011041337,53011042601,528.0
5239,53011041337,53011042700,128.0
5240,53011041337,53011042800,64.0
5241,53011041337,53011042900,192.0
5242,53011041337,53011043000,192.0
5243,53011041337,53011043100,64.0
5244,53011041337,53015001100,64.0
5245,53011041337,53029972100,64.0
5246,53011041337,53061040800,64.0
5247,53011041337,53061041000,64.0
5248,53011041337,53061042004,128.0
5249,53011041337,53061042006,64.0
5250,53011041337,53061051500,80.0
5251,53011041337,53061051601,64.0
5252,53011041337,53061051701,64.0
5253,53011041337,53061051802,192.0
5254,53011041337,53061052603,64.0
5255,53011041337,53061052905,64.0
5256,53011041337,53067012720,128.0
5257,53011041337,53077003002,64.0
5258,53011041319,53007961002,65.0
5259,53011041319,53011040203,65.0
5260,53011041319,53011040301,65.0
5261,53011041319,53011040403,65.0
5262,53011041319,53011040407,279.0
5263,53011041319,53011040411,394.0
5264,53011041319,53011040413,197.0
5265,53011041319,53011040507,131.0
5266,53011041319,53011040513,197.0
5267,53011041319,53011040604,65.0
5268,53011041319,53011040605,65.0
5269,53011041319,53011040608,2220.0
5270,53011041319,53011040609,65.0
5271,53011041319,53011040703,230.0
5272,53011041319,53011040706,197.0
5273,53011041319,53011040709,131.0
5274,53011041319,53011040715,197.0
5275,53011041319,53011040711,65.0
5276,53011041319,53011040712,65.0
5277,53011041319,53011040808,263.0
5278,53011041319,53011040810,279.0
5279,53011041319,53011040909,131.0
5280,53011041319,53011040910,65.0
5281,53011041319,53011041005,65.0
5282,53011041319,53011041009,131.0
5283,53011041319,53011041010,427.0
5284,53011041319,53011041011,65.0
5285,53011041319,53011041105,65.0
5286,53011041319,53011041107,65.0
5287,53011041319,53011041114,1447.0
5288,53011041319,53011041111,197.0
5289,53011041319,53011041112,131.0
5290,53011041319,53011041208,65.0
5291,53011041319,53011041203,164.0
5292,53011041319,53011041205,197.0
5293,53011041319,53011041206,345.0
5294,53011041319,53011041309,65.0
5295,53011041319,53011041310,460.0
5296,53011041319,53011041312,1052.0
5297,53011041319,53011041313,263.0
5298,53011041319,53011041317,1068.0
5299,53011041319,53011041337,2302.0
5300,53011041319,53011041319,3453.0
5301,53011041319,53011041320,2483.0
5302,53011041319,53011041321,476.0
5303,53011041319,53011041322,3354.0
5304,53011041319,53011041323,1545.0
5305,53011041319,53011041325,131.0
5306,53011041319,53011041326,855.0
5307,53011041319,53011041334,460.0
5308,53011041319,53011041328,1118.0
5309,53011041319,53011041329,2696.0
5310,53011041319,53011041330,263.0
5311,53011041319,53011041331,197.0
5312,53011041319,53011041332,197.0
5313,53011041319,53011041500,296.0
5314,53011041319,53011041600,328.0
5315,53011041319,53011041800,65.0
5316,53011041319,53011041900,65.0
5317,53011041319,53011042400,855.0
5318,53011041319,53011042500,131.0
5319,53011041319,53011042601,723.0
5320,53011041319,53011042700,65.0
5321,53011041319,53011042900,328.0
5322,53011041319,53011043100,65.0
5323,53011041319,53033024800,65.0
5324,53011041319,53033032103,65.0
5325,53011041319,53041970800,65.0
5326,53011041319,53053062600,82.0
5327,53011041319,53053062801,65.0
5328,53011041319,53053072313,65.0
5329,53011041319,53059950500,65.0
5330,53011041319,53077000200,148.0
5331,53011041319,53077001300,65.0
5332,53011041320,53011040203,100.0
5333,53011041320,53011040301,201.0
5334,53011041320,53011040409,100.0
5335,53011041320,53011040411,100.0
5336,53011041320,53011040413,302.0
5337,53011041320,53011040415,201.0
5338,53011041320,53011040509,302.0
5339,53011041320,53011040608,2745.0
5340,53011041320,53011040703,503.0
5341,53011041320,53011040706,100.0
5342,53011041320,53011040709,201.0
5343,53011041320,53011040715,327.0
5344,53011041320,53011040808,251.0
5345,53011041320,53011040904,100.0
5346,53011041320,53011040909,100.0
5347,53011041320,53011040910,402.0
5348,53011041320,53011041005,201.0
5349,53011041320,53011041007,100.0
5350,53011041320,53011041009,478.0
5351,53011041320,53011041011,100.0
5352,53011041320,53011041105,302.0
5353,53011041320,53011041114,2065.0
5354,53011041320,53011041112,201.0
5355,53011041320,53011041205,402.0
5356,53011041320,53011041206,654.0
5357,53011041320,53011041310,503.0
5358,53011041320,53011041312,327.0
5359,53011041320,53011041313,629.0
5360,53011041320,53011041317,956.0
5361,53011041320,53011041337,2241.0
5362,53011041320,53011041319,1762.0
5363,53011041320,53011041320,4935.0
5364,53011041320,53011041321,604.0
5365,53011041320,53011041322,5389.0
5366,53011041320,53011041323,2593.0
5367,53011041320,53011041325,302.0
5368,53011041320,53011041326,906.0
5369,53011041320,53011041334,453.0
5370,53011041320,53011041328,2115.0
5371,53011041320,53011041329,6749.0
5372,53011041320,53011041332,100.0
5373,53011041320,53011041400,100.0
5374,53011041320,53011041500,604.0
5375,53011041320,53011041600,402.0
5376,53011041320,53011041700,201.0
5377,53011041320,53011041900,201.0
5378,53011041320,53011042100,125.0
5379,53011041320,53011042300,201.0
5380,53011041320,53011042400,654.0
5381,53011041320,53011042500,100.0
5382,53011041320,53011042601,1284.0
5383,53011041320,53011042800,100.0
5384,53011041320,53011042900,302.0
5385,53011041320,53011043000,100.0
5386,53011041320,53011043100,100.0
5387,53011041320,53015001100,201.0
5388,53011041320,53015002004,100.0
5389,53011041320,53017950500,277.0
5390,53011041320,53053062600,201.0
5391,53011041320,53059950300,100.0
5392,53011041320,53061040100,100.0
5393,53011041320,53077001400,125.0
5394,53011041321,53011040407,141.0
5395,53011041321,53011040411,141.0
5396,53011041321,53011040415,70.0
5397,53011041321,53011040513,70.0
5398,53011041321,53011040509,70.0
5399,53011041321,53011040604,88.0
5400,53011041321,53011040608,3349.0
5401,53011041321,53011040706,141.0
5402,53011041321,53011040709,70.0
5403,53011041321,53011040715,211.0
5404,53011041321,53011040808,70.0
5405,53011041321,53011040904,70.0
5406,53011041321,53011040910,141.0
5407,53011041321,53011041009,123.0
5408,53011041321,53011041010,70.0
5409,53011041321,53011041105,141.0
5410,53011041321,53011041107,70.0
5411,53011041321,53011041114,652.0
5412,53011041321,53011041208,211.0
5413,53011041321,53011041203,70.0
5414,53011041321,53011041205,211.0
5415,53011041321,53011041206,211.0
5416,53011041321,53011041309,70.0
5417,53011041321,53011041310,352.0
5418,53011041321,53011041312,70.0
5419,53011041321,53011041313,141.0
5420,53011041321,53011041317,352.0
5421,53011041321,53011041337,828.0
5422,53011041321,53011041319,634.0
5423,53011041321,53011041320,1498.0
5424,53011041321,53011041321,299.0
5425,53011041321,53011041322,1234.0
5426,53011041321,53011041323,1480.0
5427,53011041321,53011041325,282.0
5428,53011041321,53011041326,423.0
5429,53011041321,53011041334,317.0
5430,53011041321,53011041328,899.0
5431,53011041321,53011041329,3561.0
5432,53011041321,53011041500,211.0
5433,53011041321,53011041600,334.0
5434,53011041321,53011041900,88.0
5435,53011041321,53011042000,70.0
5436,53011041321,53011042400,352.0
5437,53011041321,53011042500,158.0
5438,53011041321,53011042601,70.0
5439,53011041321,53011042900,70.0
5440,53011041322,53011040304,72.0
5441,53011041322,53011040411,380.0
5442,53011041322,53011040412,163.0
5443,53011041322,53011040413,145.0
5444,53011041322,53011040414,217.0
5445,53011041322,53011040505,72.0
5446,53011041322,53011040604,72.0
5447,53011041322,53011040605,72.0
5448,53011041322,53011040608,416.0
5449,53011041322,53011040703,217.0
5450,53011041322,53011040706,72.0
5451,53011041322,53011040707,72.0
5452,53011041322,53011040709,108.0
5453,53011041322,53011040808,145.0
5454,53011041322,53011040809,72.0
5455,53011041322,53011040810,72.0
5456,53011041322,53011040908,72.0
5457,53011041322,53011040909,72.0
5458,53011041322,53011041005,72.0
5459,53011041322,53011041009,362.0
5460,53011041322,53011041104,72.0
5461,53011041322,53011041105,145.0
5462,53011041322,53011041114,1069.0
5463,53011041322,53011041111,72.0
5464,53011041322,53011041208,525.0
5465,53011041322,53011041203,217.0
5466,53011041322,53011041205,435.0
5467,53011041322,53011041206,833.0
5468,53011041322,53011041309,145.0
5469,53011041322,53011041310,72.0
5470,53011041322,53011041312,72.0
5471,53011041322,53011041313,72.0
5472,53011041322,53011041317,1033.0
5473,53011041322,53011041337,1105.0
5474,53011041322,53011041319,217.0
5475,53011041322,53011041320,652.0
5476,53011041322,53011041321,217.0
5477,53011041322,53011041322,8411.0
5478,53011041322,53011041323,1359.0
5479,53011041322,53011041326,217.0
5480,53011041322,53011041334,145.0
5481,53011041322,53011041328,652.0
5482,53011041322,53011041329,1722.0
5483,53011041322,53011041600,290.0
5484,53011041322,53011041900,217.0
5485,53011041322,53011042300,72.0
5486,53011041322,53011042400,217.0
5487,53011041322,53011042500,72.0
5488,53011041322,53011042601,507.0
5489,53011041322,53011042900,217.0
5490,53011041322,53011043100,145.0
5491,53011041322,53033025402,72.0
5492,53011041322,53049950501,72.0
5493,53011041322,53049950600,72.0
5494,53011041322,53053062600,72.0
5495,53011041322,53059950300,145.0
5496,53011041322,53061040700,72.0
5497,53011041322,53061040800,163.0
5498,53011041322,53061051402,72.0
5499,53011041322,53067012720,145.0
5500,53011041323,53011040301,80.0
5501,53011041323,53011040304,181.0
5502,53011041323,53011040407,161.0
5503,53011041323,53011040409,80.0
5504,53011041323,53011040411,181.0
5505,53011041323,53011040412,80.0
5506,53011041323,53011040416,100.0
5507,53011041323,53011040513,100.0
5508,53011041323,53011040509,161.0
5509,53011041323,53011040608,1110.0
5510,53011041323,53011040703,242.0
5511,53011041323,53011040706,524.0
5512,53011041323,53011040711,80.0
5513,53011041323,53011040803,80.0
5514,53011041323,53011040808,323.0
5515,53011041323,53011040810,161.0
5516,53011041323,53011040904,80.0
5517,53011041323,53011040905,80.0
5518,53011041323,53011040908,80.0
5519,53011041323,53011040910,80.0
5520,53011041323,53011041003,100.0
5521,53011041323,53011041007,80.0
5522,53011041323,53011041009,80.0
5523,53011041323,53011041010,80.0
5524,53011041323,53011041105,161.0
5525,53011041323,53011041114,1473.0
5526,53011041323,53011041111,625.0
5527,53011041323,53011041208,323.0
5528,53011041323,53011041203,484.0
5529,53011041323,53011041205,726.0
5530,53011041323,53011041206,484.0
5531,53011041323,53011041310,1191.0
5532,53011041323,53011041312,323.0
5533,53011041323,53011041313,242.0
5534,53011041323,53011041317,1049.0
5535,53011041323,53011041337,1574.0
5536,53011041323,53011041319,383.0
5537,53011041323,53011041320,3109.0
5538,53011041323,53011041321,323.0
5539,53011041323,53011041322,6299.0
5540,53011041323,53011041323,3371.0
5541,53011041323,53011041325,323.0
5542,53011041323,53011041326,504.0
5543,53011041323,53011041328,1958.0
5544,53011041323,53011041329,3371.0
5545,53011041323,53011041330,80.0
5546,53011041323,53011041500,161.0
5547,53011041323,53011041600,242.0
5548,53011041323,53011041900,80.0
5549,53011041323,53011042300,282.0
5550,53011041323,53011042400,403.0
5551,53011041323,53011042500,262.0
5552,53011041323,53011042601,726.0
5553,53011041323,53011042900,242.0
5554,53011041323,53011043000,80.0
5555,53011041323,53011043100,80.0
5556,53011041323,53015002004,80.0
5557,53011041323,53035090102,80.0
5558,53011041323,53039950101,161.0
5559,53011041323,53041970300,242.0
5560,53011041323,53049950501,80.0
5561,53011041323,53067012720,80.0
5562,53011041323,53077940003,80.0
5563,53011041325,53011040201,75.0
5564,53011041325,53011040203,75.0
5565,53011041325,53011040301,75.0
5566,53011041325,53011040403,75.0
5567,53011041325,53011040407,75.0
5568,53011041325,53011040409,75.0
5569,53011041325,53011040411,301.0
5570,53011041325,53011040412,75.0
5571,53011041325,53011040414,150.0
5572,53011041325,53011040415,75.0
5573,53011041325,53011040507,150.0
5574,53011041325,53011040513,75.0
5575,53011041325,53011040509,150.0
5576,53011041325,53011040605,904.0
5577,53011041325,53011040608,3468.0
5578,53011041325,53011040609,245.0
5579,53011041325,53011040703,150.0
5580,53011041325,53011040706,263.0
5581,53011041325,53011040808,75.0
5582,53011041325,53011040904,75.0
5583,53011041325,53011041009,226.0
5584,53011041325,53011041010,150.0
5585,53011041325,53011041011,75.0
5586,53011041325,53011041104,75.0
5587,53011041325,53011041114,753.0
5588,53011041325,53011041203,301.0
5589,53011041325,53011041205,753.0
5590,53011041325,53011041206,150.0
5591,53011041325,53011041310,697.0
5592,53011041325,53011041313,226.0
5593,53011041325,53011041317,226.0
5594,53011041325,53011041337,1149.0
5595,53011041325,53011041319,301.0
5596,53011041325,53011041320,1055.0
5597,53011041325,53011041321,452.0
5598,53011041325,53011041322,1847.0
5599,53011041325,53011041323,2846.0
5600,53011041325,53011041325,4429.0
5601,53011041325,53011041326,75.0
5602,53011041325,53011041334,75.0
5603,53011041325,53011041328,2186.0
5604,53011041325,53011041329,4241.0
5605,53011041325,53011041400,546.0
5606,53011041325,53011041500,753.0
5607,53011041325,53011041600,226.0
5608,53011041325,53011041700,75.0
5609,53011041325,53011041900,75.0
5610,53011041325,53011042400,301.0
5611,53011041325,53011042500,75.0
5612,53011041325,53011042601,452.0
5613,53011041325,53011042900,301.0
5614,53011041325,53011043100,150.0
5615,53011041325,53033023202,75.0
5616,53011041325,53033023601,75.0
5617,53011041325,53033023808,150.0
5618,53011041325,53041970800,75.0
5619,53011041325,53053060500,75.0
5620,53011041325,53053072801,75.0
5621,53011041325,53059950300,75.0
5622,53011041326,53011040203,15.0
5623,53011041326,53011040301,50.0
5624,53011041326,53011040407,15.0
5625,53011041326,53011040411,54.0
5626,53011041326,53011040413,34.0
5627,53011041326,53011040415,19.0
5628,53011041326,53011040513,15.0
5629,53011041326,53011040604,73.0
5630,53011041326,53011040605,15.0
5631,53011041326,53011040608,165.0
5632,53011041326,53011040703,115.0
5633,53011041326,53011040706,150.0
5634,53011041326,53011040709,15.0
5635,53011041326,53011040711,46.0
5636,53011041326,53011040803,15.0
5637,53011041326,53011040812,15.0
5638,53011041326,53011040808,15.0
5639,53011041326,53011040809,15.0
5640,53011041326,53011040904,30.0
5641,53011041326,53011041005,23.0
5642,53011041326,53011041009,46.0
5643,53011041326,53011041104,34.0
5644,53011041326,53011041107,15.0
5645,53011041326,53011041114,262.0
5646,53011041326,53011041111,46.0
5647,53011041326,53011041112,46.0
5648,53011041326,53011041208,30.0
5649,53011041326,53011041203,61.0
5650,53011041326,53011041205,46.0
5651,53011041326,53011041309,15.0
5652,53011041326,53011041312,219.0
5653,53011041326,53011041313,61.0
5654,53011041326,53011041317,61.0
5655,53011041326,53011041337,173.0
5656,53011041326,53011041319,123.0
5657,53011041326,53011041320,108.0
5658,53011041326,53011041321,30.0
5659,53011041326,53011041322,127.0
5660,53011041326,53011041323,158.0
5661,53011041326,53011041325,30.0
5662,53011041326,53011041326,466.0
