,origin,destination,flow
378,53009000300,53009000700,265.0
379,53009000300,53009000900,796.0
380,53009000300,53009001000,265.0
381,53009000300,53009001100,132.0
382,53009000300,53009001200,1361.0
383,53009000300,53009001300,1128.0
384,53009000300,53009002100,1029.0
385,53009000300,53009002100,132.0
386,53009000300,53009002302,132.0
387,53009000300,53029971100,132.0
388,53009000300,53031950702,664.0
389,53009000300,53033032330,132.0
390,53009000300,53035090102,132.0
391,53009000300,53035090202,265.0
392,53009000300,53035091201,265.0
393,53009000300,53041970800,132.0
394,53009000300,53053062600,398.0
395,53009000300,53067012720,132.0
396,53009000300,53073001204,132.0
397,53009002400,53009002400,250.0
398,53009002400,53009000300,4221.0
399,53009002400,53009002400,250.0
400,53009002400,53009000700,125.0
401,53009002400,53009000800,125.0
402,53009002400,53009000900,250.0
403,53009002400,53009001000,125.0
404,53009002400,53009001100,125.0
405,53009002400,53009001200,750.0
406,53009002400,53009001300,125.0
407,53009002400,53009002100,625.0
408,53009002400,53027000401,125.0
409,53009002400,53041971000,125.0
410,53009000600,53007960600,116.0
411,53009000600,53009000300,232.0
412,53009000600,53009000600,1624.0
413,53009000600,53009000700,493.0
414,53009000600,53009000800,1131.0
415,53009000600,53009000900,3161.0
416,53009000600,53009001000,2755.0
417,53009000600,53009001100,667.0
418,53009000600,53009001200,2900.0
419,53009000600,53009001300,1914.0
420,53009000600,53009001500,667.0
421,53009000600,53009002100,1334.0
422,53009000600,53009002100,580.0
423,53009000600,53009002302,348.0
424,53009000600,53015002004,116.0
425,53009000600,53031950702,116.0
426,53009000600,53033020700,116.0
427,53009000600,53035090102,116.0
428,53009000600,53035091201,406.0
429,53009000600,53037975101,116.0
430,53009000600,53053072408,116.0
431,53009000600,53061052903,116.0
432,53009000600,53071920100,116.0
433,53009000600,53073001204,116.0
434,53009000700,53009000300,240.0
435,53009000700,53009002400,120.0
436,53009000700,53009000600,360.0
437,53009000700,53009000700,631.0
438,53009000700,53009000800,1743.0
439,53009000700,53009000900,4568.0
440,53009000700,53009001000,4808.0
441,53009000700,53009001100,1021.0
442,53009000700,53009001200,5139.0
443,53009000700,53009001300,2464.0
444,53009000700,53009001500,360.0
445,53009000700,53009002100,1412.0
446,53009000700,53009002100,1592.0
447,53009000700,53009002302,120.0
448,53009000700,53033000602,120.0
449,53009000700,53033025302,120.0
450,53009000700,53035090102,120.0
451,53009000700,53035090502,120.0
452,53009000700,53035091201,450.0
453,53009000700,53037975600,120.0
454,53009000700,53053062801,120.0
455,53009000700,53053071803,180.0
456,53009000700,53053072105,120.0
457,53009000700,53053072312,120.0
458,53009000700,53061050501,120.0
459,53009000700,53061051702,120.0
460,53009000700,53061052803,120.0
461,53009000700,53061940001,120.0
462,53009000800,53009002400,251.0
463,53009000800,53009000700,850.0
464,53009000800,53009000800,1542.0
465,53009000800,53009000900,5226.0
466,53009000800,53009001000,4533.0
467,53009000800,53009001100,944.0
468,53009000800,53009001200,5006.0
469,53009000800,53009001300,3054.0
470,53009000800,53009001500,377.0
471,53009000800,53009001901,125.0
472,53009000800,53009002100,1385.0
473,53009000800,53009002100,629.0
474,53009000800,53009002302,377.0
475,53009000800,53009940000,125.0
476,53009000800,53015001200,125.0
477,53009000800,53035090102,157.0
478,53009000800,53035090201,157.0
479,53009000800,53035090202,125.0
480,53009000800,53035090501,125.0
481,53009000800,53035091201,377.0
482,53009000800,53037975101,251.0
483,53009000800,53077000100,125.0
484,53009000900,53009000700,394.0
485,53009000900,53009000800,631.0
486,53009000900,53009000900,3209.0
487,53009000900,53009001000,3077.0
488,53009000900,53009001100,631.0
489,53009000900,53009001200,2236.0
490,53009000900,53009001300,657.0
491,53009000900,53009001500,315.0
492,53009000900,53009002100,815.0
493,53009000900,53009002100,578.0
494,53009000900,53029970700,105.0
495,53009000900,53033023701,131.0
496,53009000900,53033023808,210.0
497,53009000900,53035090102,105.0
498,53009000900,53035091201,105.0
499,53009000900,53037975402,105.0
500,53009000900,53053070312,105.0
501,53009000900,53053071703,105.0
502,53009000900,53061050501,105.0
503,53009000900,53061052805,105.0
504,53009001000,53009000300,113.0
505,53009001000,53009000700,226.0
506,53009001000,53009000800,113.0
507,53009001000,53009000900,708.0
508,53009001000,53009001000,2407.0
509,53009001000,53009001100,339.0
510,53009001000,53009001200,2917.0
511,53009001000,53009001300,1387.0
512,53009001000,53009001901,113.0
513,53009001000,53009002100,538.0
514,53009001000,53009002100,339.0
515,53009001000,53035090102,113.0
516,53009001000,53035091201,113.0
517,53009001000,53053071807,113.0
518,53009001100,53001950100,91.0
519,53009001100,53007960804,91.0
520,53009001100,53009002400,91.0
521,53009001100,53009000300,91.0
522,53009001100,53009000600,275.0
523,53009001100,53009000700,91.0
524,53009001100,53009000800,827.0
525,53009001100,53009000900,1976.0
526,53009001100,53009001000,2643.0
527,53009001100,53009001100,919.0
528,53009001100,53009001200,3241.0
529,53009001100,53009001300,1838.0
530,53009001100,53009001500,275.0
531,53009001100,53009002100,666.0
532,53009001100,53009002100,643.0
533,53009001100,53009990100,91.0
534,53009001100,53011041114,91.0
535,53009001100,53033020402,91.0
536,53009001100,53033023805,91.0
537,53009001100,53035090102,183.0
538,53009001100,53035090202,91.0
539,53009001100,53035090502,91.0
540,53009001100,53035091201,183.0
541,53009001100,53035092801,91.0
542,53009001100,53053061002,275.0
543,53009001100,53053061100,91.0
544,53009001100,53053062600,91.0
545,53009001100,53061050501,183.0
546,53009001100,53061051802,183.0
547,53009001200,53009002400,76.0
548,53009001200,53009000600,153.0
549,53009001200,53009000700,403.0
550,53009001200,53009000800,384.0
551,53009001200,53009000900,2672.0
552,53009001200,53009001000,3037.0
553,53009001200,53009001100,461.0
554,53009001200,53009001200,6190.0
555,53009001200,53009001300,3287.0
556,53009001200,53009001500,480.0
557,53009001200,53009001901,76.0
558,53009001200,53009002100,1730.0
559,53009001200,53009002100,1672.0
560,53009001200,53009002302,153.0
561,53009001200,53009990100,76.0
562,53009001200,53031950702,76.0
563,53009001200,53033000402,76.0
564,53009001200,53033020700,76.0
565,53009001200,53033025304,153.0
566,53009001200,53033032704,76.0
567,53009001200,53035090102,173.0
568,53009001200,53035090202,76.0
569,53009001200,53035091201,153.0
570,53009001200,53035940100,76.0
571,53009001200,53037975101,76.0
572,53009001200,53041971400,76.0
573,53009001200,53041972000,76.0
574,53009001200,53053073119,76.0
575,53009001200,53061050501,153.0
576,53009001200,53061050700,76.0
577,53009001200,53061051302,76.0
578,53009001200,53061051928,76.0
579,53009001200,53077000100,96.0
580,53009001200,53077000200,76.0
581,53009001300,53009000300,108.0
582,53009001300,53009000600,108.0
583,53009001300,53009000700,244.0
584,53009001300,53009000800,434.0
585,53009001300,53009000900,1684.0
586,53009001300,53009001000,1358.0
587,53009001300,53009001100,461.0
588,53009001300,53009001200,4183.0
589,53009001300,53009001300,5134.0
590,53009001300,53009001500,108.0
591,53009001300,53009002100,1304.0
592,53009001300,53009002100,1630.0
593,53009001300,53009002302,108.0
594,53009001300,53029970100,108.0
595,53009001300,53029970700,108.0
596,53009001300,53033020302,163.0
597,53009001300,53035090101,108.0
598,53009001300,53035090102,326.0
599,53009001300,53035090502,217.0
600,53009001300,53035091201,108.0
601,53009001300,53035091302,108.0
602,53009001300,53061050501,108.0
603,53009001300,53073000301,434.0
604,53009001500,53007960600,138.0
605,53009001500,53009002400,173.0
606,53009001500,53009000700,484.0
607,53009001500,53009000800,415.0
608,53009001500,53009000900,2562.0
609,53009001500,53009001000,2977.0
610,53009001500,53009001100,277.0
611,53009001500,53009001200,2216.0
612,53009001500,53009001300,2008.0
613,53009001500,53009001500,934.0
614,53009001500,53009002100,1177.0
615,53009001500,53009002100,138.0
616,53009001500,53009002302,138.0
617,53009001500,53011040301,138.0
618,53009001500,53033025302,138.0
619,53009001500,53035090101,138.0
620,53009001500,53035090201,138.0
621,53009001500,53035090501,138.0
622,53009001500,53035091201,138.0
623,53009001500,53039950101,277.0
624,53009001500,53053071706,138.0
625,53009001901,53007960804,128.0
626,53009001901,53009000600,128.0
627,53009001901,53009000900,384.0
628,53009001901,53009001000,1024.0
629,53009001901,53009001200,1921.0
630,53009001901,53009001300,1280.0
631,53009001901,53009001901,1665.0
632,53009001901,53009002100,7589.0
633,53009001901,53009002100,11336.0
634,53009001901,53009002302,448.0
635,53009001901,53009990100,128.0
636,53009001901,53033025202,128.0
637,53009001901,53035090101,128.0
638,53009001901,53035090102,256.0
639,53009001901,53035090201,128.0
640,53009001901,53035090202,256.0
641,53009001901,53035090501,512.0
642,53009001901,53035090502,128.0
643,53009001901,53035091201,256.0
644,53009001901,53053072407,128.0
645,53009001901,53061041901,128.0
646,53009001901,53073000805,128.0
647,53009002100,53007960203,91.0
648,53009002100,53009000300,183.0
649,53009002100,53009000800,91.0
650,53009002100,53009000900,458.0
651,53009002100,53009001000,550.0
652,53009002100,53009001100,91.0
653,53009002100,53009001200,1468.0
654,53009002100,53009001300,665.0
655,53009002100,53009001500,183.0
656,53009002100,53009001901,779.0
657,53009002100,53009002100,6652.0
658,53009002100,53009002100,9267.0
659,53009002100,53009002302,1238.0
660,53009002100,53009990100,183.0
661,53009002100,53011041320,183.0
662,53009002100,53011042400,183.0
663,53009002100,53015002004,91.0
664,53009002100,53029970700,91.0
665,53009002100,53033024704,91.0
666,53009002100,53033032704,91.0
667,53009002100,53035090101,275.0
668,53009002100,53035090102,389.0
669,53009002100,53035090201,367.0
670,53009002100,53035091201,848.0
671,53009002100,53041970400,91.0
672,53009002100,53053071807,91.0
673,53009002100,53053072407,91.0
674,53009002100,53053072408,183.0
675,53009002100,53061041000,91.0
676,53009002100,53061050501,367.0
677,53009002100,53061051802,91.0
678,53009002100,53061051930,206.0
679,53009002100,53067012720,91.0
680,53009002100,53009000600,109.0
681,53009002100,53009000800,411.0
682,53009002100,53009000900,658.0
683,53009002100,53009001000,768.0
684,53009002100,53009001100,109.0
685,53009002100,53009001200,630.0
686,53009002100,53009001300,768.0
687,53009002100,53009001901,384.0
688,53009002100,53009002100,4499.0
689,53009002100,53009002100,8833.0
690,53009002100,53009002302,466.0
691,53009002100,53009990100,109.0
692,53009002100,53033032103,109.0
693,53009002100,53035090202,109.0
694,53009002100,53035091201,658.0
695,53009002100,53041971600,109.0
696,53009002302,53009002400,104.0
697,53009002302,53009000600,104.0
698,53009002302,53009000800,209.0
699,53009002302,53009000900,367.0
700,53009002302,53009001000,839.0
701,53009002302,53009001200,944.0
702,53009002302,53009001300,629.0
703,53009002302,53009001901,813.0
704,53009002302,53009002100,5246.0
705,53009002302,53009002100,10177.0
706,53009002302,53009002302,1442.0
707,53009002302,53029970602,104.0
708,53009002302,53033020700,104.0
709,53009002302,53033023500,104.0
710,53009002302,53033025202,104.0
711,53009002302,53033032103,104.0
712,53009002302,53033032104,104.0
713,53009002302,53033032333,104.0
714,53009002302,53033032402,104.0
715,53009002302,53033032601,104.0
716,53009002302,53035090102,419.0
717,53009002302,53035090201,104.0
718,53009002302,53035091201,655.0
719,53009002302,53035092801,104.0
720,53009002302,53053072407,104.0
721,53009002302,53053072507,104.0
722,53009002302,53061041812,104.0
723,53009002302,53061050501,104.0
724,53009002302,53073001204,183.0
725,53009940000,53009002400,387.0
726,53009940000,53009000600,238.0
727,53009940000,53009000800,119.0
728,53009940000,53009000900,506.0
729,53009940000,53009001000,208.0
730,53009940000,53009001200,476.0
731,53009940000,53009001300,387.0
732,53009940000,53009002100,506.0
733,53009940000,53009940000,2203.0
734,53009940000,53009990100,148.0
735,53009940000,53035091201,119.0
736,53009940000,53061050501,119.0
737,53009940000,53061052805,119.0
738,53011040102,53011040102,449.0
739,53011040102,53011040202,112.0
740,53011040102,53011040203,112.0
741,53011040102,53011040403,337.0
742,53011040102,53011040407,2920.0
743,53011040102,53011040408,112.0
744,53011040102,53011040411,617.0
745,53011040102,53011040412,252.0
746,53011040102,53011040413,3510.0
747,53011040102,53011040414,4296.0
748,53011040102,53011040415,1516.0
749,53011040102,53011040513,224.0
750,53011040102,53011040608,112.0
751,53011040102,53011040703,561.0
752,53011040102,53011040706,337.0
753,53011040102,53011040709,758.0
754,53011040102,53011040715,337.0
755,53011040102,53011040711,224.0
756,53011040102,53011040812,112.0
757,53011040102,53011040808,730.0
758,53011040102,53011040810,337.0
759,53011040102,53011040904,112.0
760,53011040102,53011040905,112.0
761,53011040102,53011040909,112.0
762,53011040102,53011041007,112.0
763,53011040102,53011041009,786.0
764,53011040102,53011041010,477.0
765,53011040102,53011041104,112.0
766,53011040102,53011041105,112.0
767,53011040102,53011041114,786.0
768,53011040102,53011041203,112.0
769,53011040102,53011041205,561.0
770,53011040102,53011041206,112.0
771,53011040102,53011041312,337.0
772,53011040102,53011041313,112.0
773,53011040102,53011041317,196.0
774,53011040102,53011041337,112.0
775,53011040102,53011041321,112.0
776,53011040102,53011041322,224.0
777,53011040102,53011041323,224.0
778,53011040102,53011041326,477.0
779,53011040102,53011041329,337.0
780,53011040102,53011041900,196.0
781,53011040102,53011042300,112.0
782,53011040102,53011042400,337.0
783,53011040102,53011042500,702.0
784,53011040102,53011042601,786.0
785,53011040102,53011043100,112.0
786,53011040201,53007960100,68.0
787,53011040201,53011040201,2255.0
788,53011040201,53011040202,68.0
789,53011040201,53011040203,1298.0
790,53011040201,53011040301,717.0
791,53011040201,53011040304,205.0
792,53011040201,53011040403,68.0
793,53011040201,53011040407,427.0
794,53011040201,53011040408,68.0
795,53011040201,53011040411,1127.0
796,53011040201,53011040412,427.0
797,53011040201,53011040413,427.0
798,53011040201,53011040414,427.0
799,53011040201,53011040415,68.0
800,53011040201,53011040505,68.0
801,53011040201,53011040509,68.0
802,53011040201,53011040608,68.0
803,53011040201,53011040703,136.0
804,53011040201,53011040706,68.0
805,53011040201,53011040707,205.0
806,53011040201,53011040709,136.0
807,53011040201,53011040711,205.0
808,53011040201,53011040803,68.0
809,53011040201,53011040812,68.0
810,53011040201,53011040808,888.0
811,53011040201,53011040904,290.0
812,53011040201,53011040909,410.0
813,53011040201,53011040910,1008.0
814,53011040201,53011041007,136.0
815,53011040201,53011041008,136.0
816,53011040201,53011041009,1743.0
817,53011040201,53011041010,888.0
818,53011040201,53011041011,85.0
819,53011040201,53011041104,68.0
820,53011040201,53011041105,136.0
821,53011040201,53011041114,1452.0
822,53011040201,53011041110,136.0
823,53011040201,53011041111,85.0
824,53011040201,53011041203,341.0
825,53011040201,53011041205,290.0
826,53011040201,53011041206,85.0
827,53011040201,53011041310,68.0
828,53011040201,53011041312,358.0
829,53011040201,53011041313,85.0
830,53011040201,53011041317,205.0
831,53011040201,53011041337,358.0
832,53011040201,53011041319,136.0
833,53011040201,53011041320,239.0
834,53011040201,53011041322,273.0
835,53011040201,53011041323,68.0
836,53011040201,53011041334,68.0
837,53011040201,53011041329,922.0
838,53011040201,53011041331,68.0
839,53011040201,53011041500,136.0
840,53011040201,53011041600,222.0
841,53011040201,53011041700,68.0
842,53011040201,53011041900,136.0
843,53011040201,53011042300,68.0
844,53011040201,53011042400,410.0
845,53011040201,53011042500,68.0
846,53011040201,53011042601,837.0
847,53011040201,53011042700,68.0
848,53011040201,53015980000,153.0
849,53011040201,53015001100,68.0
850,53011040201,53015001200,324.0
851,53011040201,53015001300,153.0
852,53011040201,53015001501,170.0
853,53011040201,53029970700,68.0
854,53011040201,53029971100,68.0
855,53011040201,53033020700,68.0
856,53011040201,53037975101,68.0
857,53011040201,53041970300,136.0
858,53011040201,53041971000,68.0
859,53011040201,53041971400,68.0
860,53011040201,53047970900,68.0
861,53011040201,53049950600,68.0
862,53011040201,53061040700,102.0
