file_name,unfairness,performance
predicted_od2flow_DG_washington0_heatmap.png,0.1389429628801049,146.16020682668793
predicted_od2flow_DG_washington1_heatmap.png,0.2520108908389396,179.22589340343666
predicted_od2flow_DG_washington2_heatmap.png,0.2525184883429421,179.56987354775558
predicted_od2flow_DG_washington3_heatmap.png,0.24660977390965505,178.80653344204558
predicted_od2flow_DG_washington4_heatmap.png,0.24994083631430572,179.47257166072873
predicted_od2flow_DG_washington5_heatmap.png,0.2516605788813138,179.16344550596241
predicted_od2flow_DG_washington6_heatmap.png,0.2557808604290038,179.30707002632607
predicted_od2flow_DG_washington7_heatmap.png,0.19298963616064246,146.26692979922493
predicted_od2flow_DG_washington8_heatmap.png,0.08586836966555095,181.90521786069502
predicted_od2flow_DG_washington9_heatmap.png,0.1873082820261474,145.40455051851686
predicted_od2flow_DG_washington10_heatmap.png,0.1829618507268723,149.373982718722
predicted_od2flow_DG_washington11_heatmap.png,0.18623646360148097,145.65366628283041
predicted_od2flow_DG_washington12_heatmap.png,0.18731066526180282,145.6189403183431
predicted_od2flow_DG_washington13_heatmap.png,0.25063761353931246,164.66829029211434
predicted_od2flow_DG_washington14_heatmap.png,0.26180506144275995,164.23100228603997
predicted_od2flow_DG_washington15_heatmap.png,0.2644412193476243,164.91061670522242
predicted_od2flow_DG_washington16_heatmap.png,0.2374530764910983,163.18562076121026
predicted_od2flow_DG_washington17_heatmap.png,0.2660178166602713,164.67366250320646
predicted_od2flow_DG_washington18_heatmap.png,0.2611126668061199,164.01683055219223
predicted_od2flow_DG_washington19_heatmap.png,0.11879666010268333,184.10236972744258
predicted_od2flow_DG_washington20_heatmap.png,0.11706329255997966,184.49907221428444
predicted_od2flow_DG_washington21_heatmap.png,0.12154488339430988,183.6348443894147
predicted_od2flow_DG_washington22_heatmap.png,0.12170345805398661,183.03999568073866
predicted_od2flow_DG_washington23_heatmap.png,0.12143896392700033,183.96745088535755
predicted_od2flow_DG_washington24_heatmap.png,0.1178817464884956,182.726295921936
