STATE,geoid,LOCATION,AREA_SQMI,svi
NY,36057070800,New York,9.980592529513371e-11,0.7635
NY,36057070900,New York,6.099437117161464e-11,0.8819
NY,36057072200,New York,3.9044709580721795e-09,0.3331
NY,36103145804,New York,2.362631700083589e-10,0.393
NY,36103145808,New York,9.560792917614449e-11,0.2384
NY,36103145901,New York,1.5274064134896567e-10,0.2605
NY,36103145903,New York,1.1327840979520686e-10,0.5457
NY,36103158206,New York,1.3794979342307978e-10,0.3172
NY,36103158207,New York,5.265788833299002e-10,0.1276
NY,36103158205,New York,1.5901483861748192e-10,0.105
NY,36103158304,New York,6.490571041669604e-10,0.0238
NY,36085017702,New York,2.4109930508800953e-11,0.1329
NY,36085017701,New York,1.2068915467161597e-10,0.3459
NY,36085020805,New York,4.658419993349605e-11,0.1175
NY,36085018704,New York,2.2134334992165702e-11,0.5438
NY,36057072300,New York,4.599435691391007e-09,0.64
NY,36057072600,New York,4.74795002607787e-09,0.7146
NY,36057072400,New York,1.9166098339824635e-09,0.7334
NY,36057072500,New York,5.671603404114324e-09,0.737
NY,36103158315,New York,1.484185896921397e-10,0.2544
NY,36103158317,New York,2.378653145431389e-10,0.074
NY,36103158319,New York,1.1852546435327498e-10,0.3208
NY,36103158401,New York,8.627265751009369e-10,0.5408
NY,36103158402,New York,5.882796792690648e-10,0.0466
NY,36103111506,New York,2.0907277005951124e-10,0.0338
NY,36103111601,New York,8.394858372214428e-11,0.0519
NY,36103111602,New York,7.881023753351844e-11,0.0416
NY,36103111701,New York,1.1083661329512605e-10,0.081
NY,36103111703,New York,1.1367346125348211e-10,0.2168
NY,36103111704,New York,8.773505611323049e-11,0.0053
NY,36103111802,New York,9.655018408000282e-11,0.0586
NY,36103146102,New York,3.564086963459459e-11,0.3871
NY,36103146103,New York,8.765715366406989e-11,0.1521
NY,36103146105,New York,9.393064262849524e-11,0.8243
NY,36103146201,New York,5.966993455441613e-11,0.827
NY,36103146202,New York,7.017020663070736e-11,0.4315
NY,36103146203,New York,7.486912376244952e-11,0.7047
NY,36103146204,New York,8.790433848105859e-11,0.6345
NY,36103146206,New York,6.259103421630348e-11,0.2242
NY,36103146300,New York,1.4952787521695399e-10,0.4891
NY,36103147001,New York,1.0660158594026926e-10,0.0454
NY,36027050204,New York,8.985387614747756e-10,0.0844
NY,36103147100,New York,1.0261992586071298e-10,0.03
NY,36031960902,New York,2.9096114050012876e-08,0.5699
NY,36031961001,New York,4.743567370113642e-09,0.4432
NY,36031961201,New York,8.98190206967634e-09,0.2656
NY,36031960502,New York,1.3756722638188581e-08,0.6461
NY,36031960401,New York,1.8192829231037836e-10,0.5531
NY,36031961202,New York,9.181848551781464e-10,0.2624
NY,36031960901,New York,5.402957234459875e-09,0.4672
NY,36031960501,New York,2.7021636502093937e-10,0.1633
NY,36031960402,New York,3.414507549029792e-09,0.3094
NY,36103147401,New York,1.2647645164233998e-10,0.3763
NY,36103147502,New York,1.9557456556773153e-10,0.0127
NY,36085022602,New York,3.4436216896454807e-10,0.541
NY,36085007002,New York,1.2456188109121122e-10,0.4953
NY,36085020806,New York,6.033114137230671e-11,0.4052
NY,36085017015,New York,1.878497523902045e-11,0.0042
NY,36029014605,New York,3.2362845604316403e-10,0.2061
NY,36029014703,New York,7.672651372706715e-10,0.0093
NY,36029012903,New York,1.699954460992168e-10,0.2537
NY,36029004003,New York,3.789918949902972e-11,0.9869
NY,36029009601,New York,1.3230743006978417e-10,0.1517
NY,36029009602,New York,3.5646533982584564e-10,0.4398
NY,36029001601,New York,5.795468375537294e-11,0.8658
NY,36029002801,New York,2.222996705214898e-11,0.8369
NY,36011041300,New York,2.391115925325143e-10,0.6113
NY,36011041500,New York,6.352315703147288e-11,0.1841
NY,36011041600,New York,5.439321732407944e-11,0.0964
NY,36011041700,New York,1.25234480427751e-10,0.6769
NY,36011041800,New York,1.594937562563898e-10,0.7498
NY,36011040500,New York,4.129722560816737e-09,0.2464
NY,36119011602,New York,1.8776565879537425e-10,0.8329
NY,36119011402,New York,2.9894894168631063e-10,0.1443
NY,36119012202,New York,9.167391736526181e-11,0.5636
NY,36119012201,New York,1.0729094886040098e-10,0.0774
NY,36061001501,New York,1.7975735756023818e-11,0.6537
NY,36061001600,New York,8.533585477195385e-12,0.8494
NY,36061001800,New York,9.175208236377063e-12,0.8553
NY,36061002000,New York,1.0870466094726239e-11,0.9481
NY,36061002201,New York,6.652691514700601e-12,0.8926
NY,36061002202,New York,2.3089530876784217e-12,0.5476
NY,36061002400,New York,2.685634584978557e-11,0.9604
NY,36061002601,New York,4.364096234127384e-12,0.8445
NY,36061002602,New York,4.267299304421331e-12,0.6252
NY,36119014812,New York,3.431233284580304e-10,0.5128
NY,36119015100,New York,9.54938302436112e-11,0.7705
NY,36119007901,New York,2.6370905017572742e-11,0.9266
NY,36119001701,New York,3.124875494357401e-11,0.6585
NY,36119013402,New York,4.958776808682401e-11,0.4744
NY,36119000403,New York,4.681652387757316e-11,0.8235
NY,36119000404,New York,7.804768531134217e-12,0.8931
NY,36119011401,New York,1.3359210126977714e-10,0.231
NY,36061002700,New York,2.4392731304794105e-12,0.9175
NY,36061002800,New York,7.557127727647529e-12,0.7161
NY,36061003001,New York,5.1090203903664436e-12,0.5917
NY,36061003100,New York,8.434163246934089e-12,0.398
NY,36061003300,New York,1.4060223443302424e-11,0.1122
NY,36061003601,New York,4.107484929835263e-12,0.8365
NY,36061003800,New York,8.328656628304353e-12,0.5301
NY,36061003900,New York,3.281757868270238e-11,0.258
NY,36061004200,New York,3.521768581935774e-12,0.3909
NY,36061004300,New York,6.141645749188847e-12,0.522
NY,36119008801,New York,1.4975679200396116e-11,0.4254
NY,36119008802,New York,4.393736126360685e-12,0.2358
NY,36119009201,New York,3.3992784560293245e-11,0.4307
NY,36119009202,New York,1.8198090932567357e-11,0.8665
NY,36119013401,New York,2.5812178164730783e-11,0.2715
NY,36119012804,New York,6.157301420809916e-10,0.772
NY,36119004802,New York,2.984667919875736e-11,0.1932
NY,36119004801,New York,3.443295107199479e-11,0.3073
NY,36111953500,New York,2.984998172220624e-10,0.5104
NY,36111953600,New York,5.492178426321685e-10,0.533
NY,36111954200,New York,4.75295107400919e-09,0.4364
NY,36119014907,New York,3.1555532982656507e-10,0.0525
NY,36119014908,New York,6.89575182219194e-10,0.0685
NY,36061008602,New York,1.7435356084130102e-11,-999.0
NY,36061004500,New York,4.318753187441935e-12,0.5885
NY,36061004700,New York,6.8075417758727754e-12,0.1264
NY,36061004900,New York,8.532017710014147e-12,0.363
NY,36061005400,New York,6.913643570730903e-12,0.1888
NY,36061005501,New York,5.121699980047295e-12,0.2974
NY,36061005600,New York,7.180051248015671e-12,0.5166
NY,36061005700,New York,4.446877661227989e-12,0.1029
NY,36061005800,New York,7.190300904749192e-12,0.15
NY,36061006000,New York,1.7276570285240447e-11,0.2955
NY,36061006100,New York,5.852024461359452e-12,0.2375
NY,36061006200,New York,4.757477936369348e-11,0.7463
NY,36061006400,New York,7.37584415135946e-12,0.3719
NY,36061006500,New York,8.277805450511281e-12,0.3835
NY,36061006700,New York,6.9343540820060576e-12,0.1392
NY,36061006800,New York,7.1807062700451585e-12,0.2299
NY,36061006900,New York,2.077896272442644e-11,0.1274
NY,36061007100,New York,6.791463330284673e-12,0.1658
NY,36061007300,New York,6.803696972149701e-12,0.1181
NY,36111951000,New York,7.078445357855159e-09,0.5484
NY,36029017301,New York,1.1543323984484381e-10,0.1584
NY,36029009012,New York,1.1077366496248795e-10,0.1953
NY,36029011201,New York,1.2629403099564103e-10,0.0485
NY,36029014805,New York,2.4375541968490422e-09,0.0017
NY,36029017302,New York,2.982220801538068e-10,0.1133
NY,36029013801,New York,1.4632798415806061e-09,0.0165
NY,36019101000,New York,1.6120439429488747e-10,0.2348
NY,36029009011,New York,9.274136642176494e-11,0.1725
NY,36047043700,New York,6.9158717653648996e-12,0.7652
NY,36061007500,New York,1.8861108182733917e-11,0.22
NY,36061007600,New York,7.174617827611232e-12,0.3497
NY,36061007800,New York,7.306050230278915e-12,0.312
NY,36061007900,New York,3.323962793720786e-11,0.2476
NY,36061008100,New York,7.1749973658754956e-12,0.1879
NY,36061008400,New York,7.12527534337515e-12,0.2284
NY,36061008700,New York,6.8104242203571285e-12,0.073
NY,36061008800,New York,7.379816561792084e-12,0.1945
NY,36119012000,New York,1.788241135048436e-10,0.4305
NY,36061009000,New York,7.192363847737501e-12,0.5952
NY,36061009200,New York,8.111770007443499e-12,0.3115
NY,36061009300,New York,7.373123483613548e-12,0.613
NY,36061009400,New York,6.289275130757682e-12,0.0274
NY,36061009600,New York,7.218954499419022e-12,0.0245
NY,36061009800,New York,7.290040703906809e-12,0.495
NY,36061010000,New York,7.118881301196539e-12,0.2483
NY,36061010200,New York,7.118869911193436e-12,0.3472
NY,36061010300,New York,7.1829970132141815e-12,0.174
NY,36061010400,New York,7.1329744103088104e-12,0.2753
NY,36119012102,New York,1.7401974689756443e-10,0.096
NY,36119012301,New York,2.2003999254323147e-10,0.3851
NY,36059982100,New York,1.1504377238677858e-10,0.0447
NY,36059990100,New York,5.625730924723083e-10,-999.0
NY,36059990302,New York,1.5436631965005084e-09,-999.0
NY,36119015000,New York,2.4673505219762176e-09,0.3136
NY,36119004900,New York,9.499252061917985e-12,0.1681
NY,36119008500,New York,5.469321562440934e-10,0.0352
NY,36119012304,New York,1.3271872561137473e-09,0.0344
NY,36119013800,New York,2.0036436435355553e-10,0.0285
NY,36119014701,New York,8.902311232740865e-10,0.7172
NY,36019101600,New York,4.279042587095403e-10,0.5575
NY,36061011401,New York,4.056414639147637e-12,0.2702
NY,36061011402,New York,4.068274148164625e-12,0.1226
NY,36061011500,New York,7.229671146544149e-12,0.5904
NY,36061011700,New York,1.5378506945986787e-11,0.2647
NY,36061011900,New York,7.312099097266611e-12,0.7897
NY,36061012000,New York,7.125134030044725e-12,0.247
NY,36061012400,New York,1.0158081842845816e-11,0.3843
NY,36085017014,New York,2.273495564946731e-11,0.1057
NY,36085017016,New York,2.715381253720579e-11,0.0681
NY,36085017013,New York,2.2859680302088966e-11,0.3212
NY,36085018703,New York,1.9492889395009554e-11,0.7368
NY,36085020701,New York,2.1548623277493174e-11,0.6353
NY,36085020702,New York,3.416540844785583e-11,0.8477
NY,36119012501,New York,7.139682702822252e-10,0.159
NY,36119012503,New York,8.371935058248723e-10,0.1787
NY,36119012900,New York,6.013081389400649e-11,0.8502
NY,36119013103,New York,9.19835300300904e-10,0.0356
NY,36085009701,New York,4.6527772477566535e-11,0.3687
NY,36085009702,New York,1.920402332266529e-11,-999.0
NY,36085005901,New York,3.875468844179881e-11,0.4362
NY,36085029105,New York,6.608045324217808e-11,0.367
NY,36085004004,New York,1.4758725590829773e-11,0.7087
NY,36085022601,New York,7.174686109753027e-11,0.1291
NY,36085004003,New York,8.031783572712905e-12,0.8888
NY,36085004002,New York,1.3861492882886693e-11,0.2905
NY,36027060301,New York,3.059997242472704e-10,0.1898
NY,36061012700,New York,7.165795396913492e-12,0.386
NY,36061012800,New York,7.363202399684476e-12,0.321
NY,36061013000,New York,7.339934927899776e-12,0.1892
NY,36061013300,New York,7.179668813978542e-12,0.4537
NY,36061013400,New York,7.485788047211913e-12,0.1415
NY,36061013700,New York,9.321009811085228e-12,0.416
NY,36119013500,New York,6.875947023190799e-11,0.4573
NY,36119013600,New York,2.6872156437110877e-10,0.6281
NY,36119013900,New York,9.540280059670723e-10,0.3668
NY,36119013301,New York,1.058088583023731e-10,0.7882
NY,36061014000,New York,7.37672060290671e-12,0.2736
NY,36061014300,New York,1.4660388500244598e-10,-999.0
NY,36061014401,New York,3.0608786245364147e-12,0.1179
NY,36061014500,New York,7.294802692916093e-12,0.5151
NY,36061014601,New York,3.061778435242688e-12,0.3558
NY,36061014801,New York,2.1408649333308084e-12,0.3468
NY,36061014802,New York,5.17418687898274e-12,0.4126
NY,36061014900,New York,7.168073012617988e-12,0.3259
NY,36061015700,New York,7.51197734586815e-12,0.2641
NY,36061015801,New York,5.179934007244321e-12,0.2704
NY,36061015900,New York,1.18211878293455e-11,0.2339
NY,36061016001,New York,5.174254253772931e-12,0.1234
NY,36061016100,New York,6.414412333370002e-12,0.2584
NY,36119014000,New York,1.880037960842382e-10,0.3887
NY,36037950402,New York,2.599202695123716e-09,0.1607
NY,36037950302,New York,6.436207550146171e-09,0.27
NY,36037950301,New York,2.897182710945326e-09,0.1361
NY,36037950401,New York,2.743461307195616e-09,0.2409
NY,36051031102,New York,4.414497837079829e-09,0.1219
NY,36051030204,New York,4.20146350181242e-09,0.1778
NY,36051031101,New York,5.356513292834625e-09,0.4248
NY,36051030701,New York,2.682480844576384e-09,0.0926
NY,36051030203,New York,3.2306736219198303e-09,0.2761
NY,36051030702,New York,1.8379690427171323e-09,0.2596
NY,36007012501,New York,7.2515803377338566e-09,0.5126
NY,36007012502,New York,2.8703790460108267e-09,0.3061
NY,36007001402,New York,4.189570543219104e-11,0.7112
NY,36007001401,New York,1.948936409068016e-11,0.671
NY,36119014200,New York,1.0709918840633556e-10,0.8515
NY,36119014300,New York,2.9997858788208564e-11,0.919
NY,36119014400,New York,1.0602579724001406e-10,0.7809
NY,36059981100,New York,4.675132225368553e-11,0.0255
NY,36059990301,New York,2.786116795533505e-09,-999.0
NY,36059416401,New York,4.887562205983987e-11,0.0728
NY,36059416402,New York,4.4932568705401425e-11,0.147
NY,36059416801,New York,2.5302860784834047e-11,0.0316
NY,36059521902,New York,1.3787841553786172e-09,0.0523
NY,36059522700,New York,7.925296930690496e-11,0.0569
NY,36059407204,New York,2.5566399145082714e-11,0.7545
NY,36059407203,New York,2.6423430333644548e-11,0.815
NY,36061016200,New York,4.5497853500685845e-11,0.9591
NY,36061016600,New York,7.176701234005902e-12,0.8715
NY,36061016700,New York,1.3998228782636625e-11,0.1263
NY,36061016800,New York,8.20915632184182e-12,0.9836
NY,36061017000,New York,7.53515022266411e-12,0.9416
NY,36061017100,New York,1.7016188115785895e-11,0.1894
NY,36061017300,New York,7.357077856695803e-12,0.4855
NY,36061017402,New York,2.0900154929815957e-12,0.7557
NY,36061017500,New York,1.6870189629056307e-11,0.4206
NY,36061017700,New York,7.1907731075092735e-12,0.51
NY,36061017800,New York,1.889501295765826e-11,0.8659
NY,36061018100,New York,5.702981753415643e-12,0.4527
NY,36061018200,New York,7.288070618445637e-12,0.9692
NY,36061018300,New York,1.6956164698856444e-11,0.5655
NY,36061018400,New York,7.275097977354527e-12,0.9694
NY,36061018500,New York,5.371818013947666e-12,0.2818
NY,36061018600,New York,5.015620386058388e-12,0.9471
NY,36061018800,New York,6.119234651660945e-12,0.9032
NY,36061019200,New York,1.5058448465285902e-11,0.9663
NY,36061019300,New York,7.239498600750117e-12,0.8195
NY,36061019400,New York,7.212387483559338e-12,0.9639
NY,36061019500,New York,1.5997827874515667e-11,0.6849
NY,36061019600,New York,7.300460824674046e-12,0.9237
NY,36061019701,New York,9.722968054965146e-12,0.5233
NY,36061019702,New York,1.952818973557945e-12,0.6899
NY,36029009007,New York,3.6940486804411564e-10,0.0683
NY,36075020706,New York,2.636362909912157e-10,0.5282
NY,36075021505,New York,1.906723331074097e-10,0.0972
NY,36075020502,New York,5.813437220143202e-09,0.3358
NY,36075020202,New York,2.7488790809998724e-10,0.2894
NY,36075020705,New York,2.0290215538615866e-09,0.4777
NY,36029002703,New York,1.736465656079586e-11,0.9167
NY,36029001602,New York,2.5593604471175685e-11,0.9253
NY,36029016802,New York,3.5846558718301796e-11,0.7785
NY,36029006801,New York,1.5215861478480698e-11,0.2432
NY,36061020000,New York,5.327320337601209e-12,0.7036
NY,36061020102,New York,3.434284625518812e-12,0.6785
NY,36061020300,New York,7.343786295366816e-12,0.5931
NY,36061022700,New York,6.2112840711688606e-12,0.9064
NY,36061020600,New York,6.12915708696203e-12,0.7884
NY,36061020901,New York,4.772053923929585e-12,0.8981
NY,36061021000,New York,1.3186774618559795e-11,0.8608
NY,36061021100,New York,2.6906662083274065e-11,0.6551
NY,36061021200,New York,7.269001426760883e-12,0.8049
NY,36061021400,New York,5.5872328139957875e-12,0.6269
NY,36061021703,New York,1.2934541710943393e-11,0.0008
NY,36061021800,New York,7.49342475867334e-12,0.6334
NY,36061021900,New York,1.9335930051662287e-11,0.9622
NY,36061022102,New York,4.079914158214366e-12,0.3832
NY,36061022302,New York,6.482358370282801e-12,0.8986
NY,36061022400,New York,8.022575619171973e-12,0.9133
NY,36061022600,New York,6.304173069480887e-12,0.8353
NY,36061022800,New York,7.443851385450749e-12,0.8446
NY,36061022900,New York,1.4334967448883139e-11,0.8865
NY,36061023000,New York,7.157876444892837e-12,0.9295
NY,36047152200,New York,1.6025346522349206e-11,0.3061
NY,36025970700,New York,1.8788537912980343e-08,0.3721
NY,36025970900,New York,3.4634646509676144e-11,-999.0
NY,36025970200,New York,1.3220792993764845e-08,0.5206
NY,36025970800,New York,7.014961321836648e-09,0.5341
NY,36025970300,New York,8.905278373521787e-09,0.2445
NY,36025971000,New York,1.0165671813566071e-08,0.5252
NY,36025971400,New York,1.7563969920755298e-08,0.5182
NY,36073040400,New York,2.335958225654576e-10,0.5602
NY,36073040500,New York,1.8080992836919155e-10,0.881
NY,36073040200,New York,5.336177425591703e-09,0.2839
NY,36073990000,New York,4.724991175921089e-08,-999.0
NY,36073040300,New York,4.992061490281892e-09,0.4974
NY,36005009302,New York,1.3764519253596977e-10,-999.0
NY,36005009301,New York,2.3520744841395314e-11,0.9871
NY,36005011701,New York,9.13542293494062e-12,0.9985
NY,36005051601,New York,2.2676449111486177e-10,0.545
NY,36005001902,New York,1.9354343256023734e-11,0.95
NY,36083052204,New York,1.2080861314391522e-09,0.0835
NY,36083052203,New York,2.7610828567220773e-09,0.2187
NY,36047150200,New York,1.312692282399282e-11,0.0947
NY,36005002001,New York,8.217309251683104e-12,0.9555
NY,36005002002,New York,8.443828924392297e-12,0.8817
NY,36005018501,New York,7.58715179138082e-12,0.9355
NY,36063022715,New York,7.448109049953909e-10,0.0213
NY,36063022714,New York,5.959414616812683e-10,0.2308
NY,36063022713,New York,2.49388684525307e-10,0.058
NY,36063023302,New York,8.188091870869188e-11,0.4377
NY,36005001903,New York,3.7441235461228295e-11,-999.0
NY,36005051602,New York,1.5872836792195535e-10,-999.0
NY,36005046208,New York,2.0007210849864667e-11,0.7382
NY,36005046207,New York,7.761483408124157e-12,0.8937
NY,36005043101,New York,4.24842528729416e-12,0.9998
NY,36005046203,New York,3.7463667987446594e-11,0.8842
NY,36005046209,New York,1.9683056213047462e-11,0.8304
NY,36005048402,New York,7.83527946947183e-12,-999.0
NY,36005048401,New York,2.0824127778089973e-11,0.6482
NY,36005001904,New York,5.0273898561017304e-11,-999.0
NY,36005046205,New York,3.606849709773896e-11,0.7138
NY,36005006301,New York,3.264620190457641e-11,0.9525
NY,36005030202,New York,1.2743169482456677e-11,0.7891
NY,36005043102,New York,4.602975611013505e-12,0.9785
NY,36063022717,New York,1.2965951344168726e-09,0.0736
NY,36063022716,New York,2.744593694361256e-10,0.3413
NY,36063023301,New York,2.380805789564264e-10,0.0162
NY,36005030201,New York,9.138198236117856e-12,0.7193
NY,36005038303,New York,3.146365275305082e-12,0.9707
NY,36005011702,New York,6.460795287862731e-11,-999.0
NY,36005018502,New York,9.380873960927552e-12,0.996
NY,36005006302,New York,1.08377939504238e-11,-999.0
NY,36005046204,New York,5.638633221899052e-12,0.6667
NY,36005046206,New York,2.86091311686717e-12,0.5303
NY,36005038304,New York,2.861105009567187e-12,0.999
NY,36005001901,New York,8.447140521249292e-12,0.891
NY,36021000401,New York,1.6973631895430662e-09,0.1409
NY,36027130005,New York,1.1496122125018208e-09,0.2666
NY,36027190102,New York,6.030476415780163e-10,0.5986
NY,36027050103,New York,6.939898871590218e-10,0.0534
NY,36027160004,New York,1.6556697004001375e-09,0.387
NY,36027080201,New York,5.751858843828108e-10,0.0065
NY,36027050203,New York,1.1221362584635893e-09,0.2504
NY,36027160003,New York,2.4989086367072204e-09,0.4295
NY,36027060201,New York,3.9155931952968543e-10,0.1805
NY,36097950300,New York,1.0283679122471612e-08,0.44
NY,36097950200,New York,2.969611864856201e-09,0.5225
NY,36097950500,New York,7.84658861501238e-09,0.5724
NY,36097950100,New York,1.2323275472466229e-08,0.1458
NY,36097950400,New York,4.006500957528721e-09,0.7406
NY,36017970400,New York,9.95134974318528e-11,0.7981
NY,36017970700,New York,7.833184347979183e-09,0.5935
NY,36023970500,New York,1.2593476675262387e-10,0.7119
NY,36075021103,New York,1.9369049109006532e-10,0.1428
NY,36075021104,New York,1.1310543552003217e-10,0.6939
NY,36075021102,New York,9.690232860216794e-11,0.8899
NY,36029017100,New York,1.0219950730799273e-10,0.8775
NY,36029017200,New York,1.0122942564688078e-10,0.3305
NY,36029014701,New York,2.837386423160071e-09,0.0021
NY,36029015201,New York,2.044037806011479e-09,0.0698
NY,36029000200,New York,5.177543649765264e-11,0.5524
NY,36029001900,New York,5.185706154925051e-11,0.2976
NY,36029002300,New York,3.293462299432226e-11,0.8969
NY,36029002400,New York,7.103493765839379e-11,0.7562
NY,36029002502,New York,4.6831409847148475e-11,0.7817
NY,36087010101,New York,2.9202992010080545e-09,0.3179
NY,36087013200,New York,1.8026371141421277e-10,0.4411
NY,36087010200,New York,3.1934922522167034e-10,0.6243
NY,36087010901,New York,2.5483340573971744e-10,0.0291
NY,36087011000,New York,4.67964543535338e-10,0.1419
NY,36087010802,New York,5.548604017392222e-10,0.1643
NY,36087011601,New York,2.501163399027886e-09,0.0757
NY,36085014605,New York,3.623631517372567e-11,0.1413
NY,36085014606,New York,7.262460588618244e-11,0.1006
NY,36085015100,New York,4.128813397362893e-11,0.2067
NY,36085015601,New York,5.869029957153256e-11,0.057
NY,36085015602,New York,3.615902025604489e-11,0.0388
NY,36085015603,New York,1.493811060706467e-10,0.2966
NY,36085016901,New York,3.383177404170489e-11,0.4847
NY,36059416802,New York,5.138429412907446e-11,0.2575
NY,36059980100,New York,1.124752751639535e-11,-999.0
NY,36059990200,New York,1.1176207685463019e-09,-999.0
NY,36087010501,New York,2.723081494402192e-10,0.1835
NY,36085014700,New York,6.858069554643973e-11,0.1109
NY,36085020100,New York,2.581401388668143e-11,0.5028
NY,36085031902,New York,4.0478990243941467e-11,0.71
NY,36085000300,New York,1.0103732851188179e-10,0.7055
NY,36085000600,New York,1.1144424093150251e-10,0.8437
NY,36085000800,New York,3.2862396244561186e-11,0.6418
NY,36085001100,New York,1.3361796778706157e-11,0.877
NY,36085001700,New York,1.2576498322432382e-11,0.7754
NY,36085002002,New York,3.1702893521392724e-11,0.5859
NY,36085002100,New York,1.1845220342929032e-10,0.9
NY,36085002900,New York,2.165061540267569e-11,0.8781
NY,36085003300,New York,3.5031453187621636e-11,0.6144
NY,36085017005,New York,5.705929391226163e-11,0.3421
NY,36085017007,New York,6.000343672066845e-11,0.4122
NY,36085017300,New York,1.4100146197049297e-11,0.8294
NY,36085017600,New York,2.2270259112462522e-10,0.0299
NY,36061023400,New York,4.460569803393609e-12,0.8277
NY,36061023501,New York,7.37984088621575e-12,0.768
NY,36061023502,New York,1.7037646506591822e-12,0.8639
NY,36061023600,New York,1.6120911786682897e-11,0.8239
NY,36061023700,New York,2.2784374774949736e-11,0.8079
NY,36061023900,New York,2.6318575262120634e-12,0.965
NY,36061024000,New York,1.2263220545761518e-10,-999.0
NY,36061024301,New York,4.336268704677904e-12,0.8998
NY,36061024302,New York,1.3458821122502052e-11,0.9848
NY,36061024500,New York,8.741967043202618e-12,0.9521
NY,36061024900,New York,2.500639603214536e-12,0.8623
NY,36061025500,New York,4.317374494425387e-11,0.85
NY,36061026300,New York,6.4813460108304524e-12,0.9135
NY,36061026500,New York,8.041379944877538e-12,0.6942
NY,36061026700,New York,1.9518243748107967e-12,0.7986
NY,36061026900,New York,7.2388333470010955e-12,0.9932
NY,36061027500,New York,4.712536899092773e-11,0.4334
NY,36061027700,New York,6.731993197519289e-12,0.9954
NY,36061027900,New York,7.422643960881973e-12,0.9268
NY,36061028500,New York,5.028600363085681e-12,0.9456
NY,36087010602,New York,2.7252698298044184e-10,0.8
NY,36087010702,New York,3.3871708571573466e-11,0.9118
NY,36087010703,New York,3.8036330786564104e-10,0.931
NY,36087010801,New York,4.1970757618499955e-10,0.0939
NY,36087010803,New York,1.6750281058353226e-10,0.2837
NY,36061028700,New York,6.3587926993346e-11,0.8277
NY,36061008601,New York,2.5736141746493566e-11,0.089
NY,36061029100,New York,7.731418417588524e-12,0.9017
NY,36061029300,New York,6.477926691510478e-12,0.9044
NY,36061029500,New York,5.590885531964505e-12,0.6914
NY,36061029700,New York,8.051500160920274e-11,-999.0
NY,36061030300,New York,6.460662140588156e-12,0.7579
NY,36061016300,New York,2.562234764150405e-11,0.2556
NY,36061029900,New York,3.872272788349406e-11,0.9603
NY,36029005802,New York,6.204983909697463e-11,0.7965
NY,36029009010,New York,2.3668916368089956e-10,0.1921
NY,36049950800,New York,2.8685966814562186e-08,0.2114
NY,36049950601,New York,3.78022550841937e-09,0.325
NY,36049950302,New York,1.3933835820989615e-08,0.4887
NY,36049950101,New York,1.4745304307508143e-08,0.36
NY,36049950301,New York,3.2842724760779874e-09,0.6503
NY,36049950401,New York,5.863705572542131e-09,0.1093
NY,36085003900,New York,2.3958609606034437e-11,0.5142
NY,36085004700,New York,3.679982235542659e-11,0.4077
NY,36085005000,New York,3.429670629400464e-11,0.7096
NY,36085006400,New York,2.915641878452842e-11,0.8675
NY,36085007400,New York,4.0400890303599765e-11,0.7851
NY,36085007500,New York,1.975375264755702e-11,0.6357
NY,36085008100,New York,4.116202282874259e-11,0.9123
NY,36085009601,New York,3.1886662822370374e-11,0.3934
NY,36085009602,New York,2.5366757770056228e-11,0.517
NY,36061010602,New York,8.154573082119645e-12,0.1213
NY,36061010900,New York,7.2354020585289034e-12,0.2915
NY,36061011000,New York,7.268403933929522e-12,0.1451
NY,36061011202,New York,3.212155511691777e-12,0.1489
NY,36061011203,New York,3.209581755760163e-12,0.1552
NY,36027140202,New York,5.409819194031065e-10,0.4942
NY,36027140201,New York,1.8040061488222563e-10,0.2959
NY,36027220102,New York,4.022472199963568e-11,0.7971
NY,36027140301,New York,1.2041502611262467e-10,0.7872
NY,36027140302,New York,7.149079342484675e-11,0.3936
NY,36027220101,New York,3.52354497932223e-11,0.773
NY,36061031100,New York,4.302239141587078e-11,-999.0
NY,36061003700,New York,2.941232081943317e-11,0.2029
NY,36071013201,New York,3.1041095002198973e-10,0.3417
NY,36071011702,New York,2.4895313731860163e-09,0.2588
NY,36061005200,New York,6.951861298042464e-12,0.1757
NY,36061010100,New York,7.225991980579394e-12,0.5819
NY,36061014700,New York,2.6940504502732766e-12,0.1204
NY,36061015001,New York,2.1270268446013297e-12,0.1483
NY,36085018901,New York,4.669141196465063e-11,0.3634
NY,36085019700,New York,1.233299132003019e-11,0.235
NY,36085020803,New York,8.609877340488384e-11,0.217
NY,36085020804,New York,5.461361515653667e-11,0.2268
NY,36085022300,New York,5.641436727825176e-11,0.7739
NY,36085023100,New York,2.4363739870891735e-11,0.5558
NY,36085023900,New York,2.18667533717716e-11,0.7178
NY,36061015002,New York,5.172140152278151e-12,0.1574
NY,36061015200,New York,2.9593931038024025e-11,0.6857
NY,36061019100,New York,1.6538588822122976e-11,0.6553
NY,36061022301,New York,1.3191197223904083e-11,0.8308
NY,36061031900,New York,1.7432563601391765e-11,-999.0
NY,36087010804,New York,1.4850818485428507e-10,0.3333
NY,36087010902,New York,7.836428225244843e-10,0.4056
NY,36087011101,New York,2.4510562917046473e-10,0.244
NY,36087011102,New York,4.030665512203826e-10,0.5203
NY,36075020400,New York,5.225508529793118e-09,0.4874
NY,36075020800,New York,4.5241769573127264e-09,0.4356
