Dataset Location,Model Type,Description,Fairness Sensitivity (Height),Performance Sensitivity (Width),Robustness (Area)
New York,Gravity,Descending and Unbiased,0.042112032051096204,0.3006588941087225,0.0020076928532428173
New York,Gravity,Ascending and Unbiased,0.06745539977820522,0.2530424497437176,0.0015011956024762953
New York,Gravity,All (Mean),0.05478371591465071,0.27685067192622004,0.0017544442278595563
New York,Deep Gravity,Descending and Unbiased,0.15897964437182038,1.1033376431599606,0.07347420578530747
New York,Deep Gravity,Ascending and Unbiased,0.04302234683944611,0.978304934939473,0.025428245204393435
New York,Deep Gravity,All (Mean),0.10100099560563325,1.0408212890497168,0.049451225494850454
New York,Non-Linear Gravity,Descending and Unbiased,0.11510970311197738,1.058182897680549,0.015812387716656735
New York,Non-Linear Gravity,Ascending and Unbiased,0.1382075676530184,2.733686994884316,0.18630983619610186
New York,Non-Linear Gravity,All (Mean),0.12665863538249789,1.8959349462824324,0.1010611119563793
