Dataset Location,Model Type,Description,Fairness Sensitivity (Height),Performance Sensitivity (Width),Robustness (Area)
Washington,Gravity,Descending and Unbiased,0.0005322672002904,0.0415468382929004,3.1456982973388618e-06
Washington,Gravity,Ascending and Unbiased,0.0008331322300215993,0.04212268354819454,3.404797176533227e-06
Washington,Gravity,All (Mean),0.0006826997151559997,0.04183476092054747,3.275247736936044e-06
Washington,Deep Gravity,Descending and Unbiased,0.0020373429696264,0.09105192999075296,0.0001067842746324811
Washington,Deep Gravity,Ascending and Unbiased,0.0012287637778653996,0.05244036460313395,3.190149495134325e-05
Washington,Deep Gravity,All (Mean),0.0016330533737458999,0.07174614729694345,6.934288479191217e-05
Washington,Non-Linear Gravity,Descending and Unbiased,0.0038012110705635,0.06376429958925944,6.0053731418115895e-05
Washington,Non-Linear Gravity,Ascending and Unbiased,0.0053260977293705,0.10243540512112081,0.000271961480411089
Washington,Non-Linear Gravity,All (Mean),0.004563654399967,0.08309985235519013,0.00016600760591460243
