Dataset Location,Model Type,Description,Fairness Sensitivity (Height),Performance Sensitivity (Width),Robustness (Area)
Washington,Gravity,Descending and Unbiased,0.0005930492829667004,1.2013044974017397,9.024883088050668e-06
Washington,Gravity,Ascending and Unbiased,0.0004941126024199001,1.2168054016465248,4.7232532615612236e-05
Washington,Gravity,All (Mean),0.0005435809426933003,1.2090549495241323,2.8128707851831453e-05
Washington,Deep Gravity,Descending and Unbiased,0.06562276167978319,31.568429792237822,0.951152741168972
Washington,Deep Gravity,Ascending and Unbiased,0.08715159002668481,18.25591367277977,0.4494118622034135
Washington,Deep Gravity,All (Mean),0.076387175853234,24.912171732508796,0.7002823016861928
Washington,Non-Linear Gravity,Descending and Unbiased,0.015951308758670693,22.000958832052703,0.19180251832720674
Washington,Non-Linear Gravity,Ascending and Unbiased,0.05118059326791541,35.25233285500454,0.8284889338858573
Washington,Non-Linear Gravity,All (Mean),0.03356595101329305,28.62664584352862,0.5101457261065321
