geoid,residential_landuse,commercial_landuse,industrial_landuse,retail_landuse,natural_landuse,road_residential,road_primary,road_other,transport_point,transport_area,food_point,food_area,health_point,health_area,education_point,education_area,retail_point,retail_area,total_population
36105951701,0.4627579167790448,0.0,0.0,0.0,0.0,120.90941243447344,0.0,52.79864447283384,32,0.2400202338892808,16,0.0003464512642912,0,0.0,1,0.295418096552331,8,0.0,3443
36105951801,0.0,0.0,0.0,0.0,0.0,40.97895692414541,1.9369485905215085,7.213389034496216,27,0.1968613902017979,2,0.000667563901372,0,0.0,2,0.0,3,0.0,3008
36105951302,0.4947574951985641,0.0,0.0,0.0,0.0,127.05712794081585,15.827798409525847,27.155203747992985,6,0.006267514468805,0,0.0,0,0.0,0,0.0,3,0.0,2366
36105951802,0.119168508555293,0.0,0.0,0.0,0.0,30.384088240624088,2.4366506179286485,2.0794596349140964,17,0.021791943283674,0,0.0,0,0.0,1,0.0,4,0.0,3801
36105950801,0.4832046260239185,0.0,0.0,0.0,0.0,96.81254128498604,5.786991801533545,17.16376960855439,30,0.0727732750494522,4,0.0006826423824529,0,0.0,4,1.3430726904524353,3,0.0,2324
36105951702,6.565360082403353,0.0,0.0,0.0,0.0,66.77061336030798,15.192779093154662,57.73114964472208,5,0.0118395974251465,0,0.0,0,0.0,0,0.0,0,0.0,808
36105950202,0.5993608916496084,0.0,0.0,0.0,0.0,128.27522901100198,0.0,81.66446088934487,11,0.011216170495422,7,0.0019332262068285,1,0.0004546814824488,0,0.0,15,0.0,1198
36105950802,0.4336296991478191,0.0,0.0,0.0,0.0,92.63783814474266,9.102885839484063,25.3003053793026,11,0.0234781023841693,5,0.0,0,0.0,0,0.0,7,0.0,2251
36105951201,1.308946305709976,0.0,0.0246569512693757,0.0,0.0,76.0518931932379,0.6503113957137555,41.41577239378215,29,0.237963759609374,1,0.0002520360601572,1,0.0,3,0.00547161971858,12,0.0,4319
36105951202,3.1942153712943524,0.0,0.0,0.0,0.0,40.65656523419069,0.0,22.434608317864235,1,0.0023095400527018,1,0.0,0,0.0,0,0.0,2,0.0,4214
36105950201,0.4095397289740616,0.0,0.0,0.0,0.0,77.97829087912204,0.0,35.672482269990496,4,0.0023134314541147,4,0.0,0,0.0,2,0.0,6,0.0,2092
36105951000,0.1792312876938227,0.0,0.0453701474004713,0.0,0.0,60.167487279511256,3.685386012541557,35.77844582128865,31,0.0536774231247643,1,0.0,0,0.0,1,0.0,0,0.0,2315
36105951900,0.0,0.0,0.0,0.0065515425057251,0.0,103.51112650931094,17.939163369070936,33.545065049526954,1,0.0035731782384153,2,0.0010259619856052,0,0.0,1,0.0,1,0.0,1546
36105952200,0.0,0.0,0.0,0.0,0.0,115.045223014369,19.3931187570931,40.11974576917135,3,0.0139841462212544,2,0.0,0,0.0,1,0.0140175451172231,1,0.0,1448
36105952500,0.1018478565524578,0.0,0.0,0.0,0.0,160.0799090686506,21.119792532668363,39.27907543097114,3,0.0088990278413174,0,0.0,0,0.0,1,0.0,0,0.0,2243
36105950400,0.7712010358256924,0.0,0.0,0.0,0.0,186.5250937962713,9.764162062526474,51.95488184202691,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,2989
36105950900,0.7242156642095081,0.0,0.0,0.0,0.0,81.76341403143849,4.416615389262312,5.390877765793055,20,0.0225858301501455,1,0.0006741974406715,0,0.0,2,0.0,1,0.0,3518
36105950300,0.0,0.0,0.0,0.0,0.0,169.27880993986798,11.75868806004613,68.24224940912796,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1161
36105952100,0.0,0.0,0.0,0.0,0.0,133.40300811539936,37.97631610747455,24.017525497768307,1,0.0085216657788324,10,0.0,1,0.0283173975423782,1,0.0,4,0.0,2203
36105950100,0.0,0.0,0.0,0.0,0.0,166.8259671911215,0.0,128.46312083019205,29,0.0622773211960779,0,0.0,0,0.0,1,0.0259726887704508,1,0.0,3366
36105951100,0.1544297580250544,0.0,0.0,0.0,0.0,97.39292794139456,3.5694757735248475,24.967910960230157,18,0.0608577288352966,0,0.0,0,0.0,2,0.1063069066321565,1,0.0,3784
36105952300,0.0,0.0,0.0,0.0,0.0,130.556536618085,26.83128217204977,29.83790042632605,5,0.0038663229634676,0,0.0,0,0.0,0,0.0,1,0.0,1405
36105950600,1.1815798963120152,0.0,0.0,0.0,0.0,84.78937977444686,10.506866749831984,42.11006311166345,2,0.0015755474469878,0,0.0,0,0.0,0,0.0,0,0.0,1652
36105952000,4.724900405931318,0.0169057018147499,0.0,0.0,0.0,201.40293585232249,20.067921694947664,60.58711910570615,8,0.1863861209923936,1,0.0,1,0.0002466914639131,1,0.0,2,0.0,2413
36105951500,0.1132558427794928,0.0,0.0,0.0,0.0,81.50809270378525,5.775836130691432,33.34835862964991,23,0.1114803041034923,1,0.0011437587752742,0,0.0,0,0.0,8,0.0,2898
36105950500,0.0,0.0144042519345161,0.0,0.0,0.0,116.22577237437874,6.048310288285122,64.64132032163454,27,0.0921825512777528,4,0.0,2,0.0,0,0.0,14,0.0,3075
36105951600,0.139138255329138,0.0,0.0,0.0,0.0,119.12888053249884,15.126357212637606,32.38537026246201,9,0.0787732854977452,0,0.0,2,0.2278301351907962,3,0.0,0,0.0,3400
36105952400,0.0884955897306928,0.0,0.02802903100364,0.0,0.0,130.86924159130285,33.51945432429681,29.5689199710576,2,0.0034258970374068,0,0.0,0,0.0,2,0.0050568865369799,1,0.0,2196
36105951301,6.849147874646309,0.1376579515401019,0.0,0.0,0.0,65.02879540124655,10.732883255790096,33.081094893561655,14,0.0087731053475344,2,0.0007788346394676,0,0.0,1,0.0167552706260355,2,0.0,1756
36105950702,0.2512193848181397,0.0,0.0,0.0,0.0,24.582322717520487,7.210541316289912,7.194218205475915,10,0.0324404074408846,6,0.0015987696510395,0,0.0,0,0.0,2,0.0,2217
36105950701,0.0,0.0,0.0,0.0,0.0,35.520819365227574,7.122870961515926,5.9193151618427,6,0.0271333600870565,0,0.0,0,0.0,5,0.2510488427739668,3,0.0,3215
36111955300,0.0,0.0,0.0175846892113157,0.0,0.0,93.94489022684516,28.72113553798656,42.5044992184332,0,0.0444598344617098,19,0.0057377478635621,2,0.0004428514569797,1,0.0040963754105236,28,0.0,2283
36111952901,0.0,0.0,0.0,0.0,0.0,113.45998387971244,23.04207329556724,46.02159495525776,1,0.1018385703452695,4,0.0015316408808508,0,0.0,1,0.3427578398127437,4,0.0,3063
36111952902,0.0,0.0,0.0,0.0,0.0,135.04540882246366,13.207661029258048,11.09797351323501,0,0.0,1,0.0,0,0.0,1,0.0,2,0.0,2595
36111955001,0.0,0.0,0.0,0.0,0.0,162.7034175740035,0.0,32.75394508973869,0,0.0086077619317456,0,0.0,0,0.0,1,0.0,0,0.0,2382
36111955002,0.0,0.0,0.0,0.0,0.0,96.29490067394283,15.789782690118546,16.161147284442116,0,0.0432236150850426,2,0.0,0,0.0,0,0.0,3,0.0,3075
36111954402,2.0529869831939065,0.0,0.0,0.0,0.0,89.48730860108695,10.231150721556892,36.96998352015616,0,0.0029722709392171,2,0.0003100466957486,0,0.0,0,0.0,1,0.0,4734
36111954401,0.0,0.0,0.1297011797398286,0.0,0.0,52.60286726347383,1.5221574066868833,37.44435020316393,0,0.0431918013045144,0,0.0,0,0.0,0,0.0,2,0.0,4255
36111953500,0.0,0.0,0.0,0.0190007360750371,0.0,23.785169879031752,3.88297598962694,8.614513768618982,0,0.2455090571729819,26,0.0036404186942688,2,0.000922960491799,3,1.2726466395121712,29,0.0,5192
36111953600,0.2386191585498887,0.0,0.0,0.0042857737450674,0.0,54.20343243911661,17.619307473162806,4.814882051697791,0,0.1173236903414698,12,0.0039967268335884,0,0.0,1,0.0002682045816064,38,0.0,6116
36111954200,0.0291151212554133,0.0,0.0,0.0,0.0,141.43393455686757,34.33895158112921,43.63977727866288,0,0.069698472978957,0,0.0,0,0.0,1,0.0,4,0.0,5610
36111951000,0.0094142487534658,0.0180422108335768,0.0599846921911861,0.0,0.0,152.4712626395913,38.17638722125792,59.9811847289663,0,0.0619899124348861,5,0.0024139560297722,2,0.0,4,0.0185417133295042,24,0.0,4226
36111954000,0.0,0.0,0.0,0.0,0.0,68.17400930547304,11.253020661181626,38.908744303879416,0,0.0047124014947812,0,0.0,0,0.0,0,0.0,3,0.0,5120
36111952800,0.0,0.0,0.0,0.0,0.0,66.95656832650509,7.696761447109443,7.47031015653182,0,0.0150825977018522,0,0.0,0,0.0,2,0.0,2,0.0,3083
36111950300,0.0949240586186317,0.0,0.0,0.0,0.0,35.31441451683039,5.534516307303851,3.1019896131401445,0,0.0044905279355298,1,0.0003966075431819,0,0.0,0,0.0,16,0.0,4518
36111951500,0.0985191769608857,0.0,0.041492882795251,0.0,0.0,74.93851117519405,20.099807451438146,26.417480724607294,0,0.0401916680191428,3,0.0015550376714998,0,0.0,0,0.0,38,0.0,3454
36111952600,0.038393292469562,0.0,0.6884550062840037,0.0,0.0,118.59532206063815,29.959850132749445,62.24257880706804,0,0.0538267112068904,2,0.0010226207041156,0,0.0,9,0.0061655817776893,3,0.0,6021
36111954700,0.0,0.0,0.0,0.0,0.0,132.45476593313373,23.353622750347167,21.73352281789685,0,0.0424059782755404,0,0.0,0,0.0,0,0.0,1,0.0,1750
36111950600,0.0,0.0,0.0153142384119567,0.0,0.0,130.34244794278172,17.891767482426953,46.45231794814178,0,0.0176152704905093,2,0.0,0,0.0,0,0.0,7,0.0,3016
36111950200,0.0,0.0,0.0019010605995311,0.0,0.0,31.302477183189215,5.303694862649854,2.04242173673304,0,0.040817230127371,8,0.0004033766611154,1,0.0,4,0.0114362136881703,15,0.0,3895
36111953800,0.0302840844780507,0.0,0.0,0.0,0.0,64.04304877725156,7.579137437672183,7.840584513498969,0,0.1952768520078652,2,0.0,0,0.0,4,0.1804225899244712,21,0.0,3801
36111954600,0.333707206546424,0.0,0.0,0.0,0.0,132.55707394791006,4.109251212111806,52.03980382428991,0,0.0129432686456266,0,0.0,0,0.0,0,0.0,0,0.0,1689
36111953700,0.0016905843779932,0.0,0.0,0.0052988296845466,0.0,85.33729873662126,24.87184788950855,39.406274331371804,0,0.0791688190807723,1,0.0003879776713008,1,0.0011430144247451,3,0.1483374270201698,13,0.0,5017
36111951200,0.0,0.0,0.013128314519802,0.0,0.0,69.51400219952282,17.35117278270617,45.602220825548656,0,0.0240577811435008,1,0.0009200502564688,0,0.0,1,0.0401376460373908,3,0.0,3902
36111950500,0.054328015194295,0.0130191553811619,0.0,0.0,0.0,62.79005622209434,8.583451363985272,22.14471854455025,0,0.0283137019225618,24,0.005104948192844,3,0.0006701304988243,1,0.0376654854585259,94,0.0,3271
36111953900,0.8133346120641375,0.0,0.0676606204195644,0.0,0.0,97.6424272063318,6.142589042896277,32.75172833494084,0,0.0010323996532755,3,0.0011626679709496,0,0.0,0,0.0,8,0.0,4911
36111951100,0.0,0.0,0.0,0.0,0.0,47.64073464750837,13.556959393202542,13.382378132685012,0,0.0199799803574217,2,0.000863490908944,0,0.0,0,0.0,5,0.0,2276
36111951300,0.0823983628865117,0.0,0.0,0.0,0.0,49.24629344795248,14.74148405577807,10.042600753552676,0,0.1486012703557919,2,0.000403935207887,2,0.0028120198417374,2,0.1888292416193008,16,0.0,4400
36111951400,0.2625838607691038,0.9794027114723972,0.0,0.9097058614666048,0.0,40.85709161628496,13.199775799292,13.01714406601315,0,0.9687409614408315,15,0.0090195837713433,3,0.0009472604180258,1,0.1150466866840765,103,0.0,3640
36111951600,0.0116442182817416,0.0,0.0,0.0,0.0,28.492845623662685,4.959624261591078,10.349450885998126,0,0.0312250578243661,0,0.0,0,0.0,0,0.0,1,0.0,2099
36111951700,0.1439824584727422,0.0,0.0509047037765627,0.0,0.0,30.87990868451308,4.578240284039344,9.906882972291497,2,0.1633247670704809,10,0.00092639370188,1,0.1060936858499916,3,0.0268395423967066,11,0.0,4712
36111951800,0.1249962371719759,0.0,0.0293477051013384,0.0,0.0,7.271588806672612,2.389087081666029,6.600901090004587,0,0.025373399901514,1,0.0002995968514837,1,0.0,0,0.0,4,0.0,1839
36111951900,0.0,0.0,0.0,0.0,0.0,15.20980526609412,1.5616053559914558,5.617955146381364,0,0.1195413282502828,9,0.0017742436584421,2,0.0103713721166557,3,0.0763225897938303,16,0.0,2848
36111952000,0.0099569867260774,0.0,0.0,0.0,0.0,9.863988577015206,1.5117907353100497,1.2784811621684888,0,0.0690887474391332,15,0.0018647361994746,0,0.0,0,0.0,14,0.0,2815
36111952100,0.0,0.0,0.0,0.0,0.0,15.459792284465887,3.1756372632102825,2.1617147925309825,0,0.0925064532630851,4,0.0007239655094599,1,0.0,1,0.0284301137661023,9,0.0,3687
36111952200,0.0412828066376222,0.0,0.0156770376536834,0.0,0.0,30.936258977397067,4.306222456609244,0.5110787573943038,0,0.0857408944741874,0,0.0,0,0.0,0,0.0,1,0.0,3761
36111952300,0.1907644110117468,0.0,0.0,0.0,0.0,5.619720154840823,0.0,2.112294868208961,0,0.0676855421629369,0,0.0,0,0.0,2,0.105009206337628,3,0.0,1717
36111952400,0.0737133120132483,0.0,0.0,0.2000238994305209,0.0,18.429521368359573,5.051784509943101,6.174142849178842,0,0.2972919495050264,28,0.004665408776818,4,0.000774846022181,2,0.0031182110105343,67,0.0,2690
36111952500,0.0,0.0,0.0473700761436874,0.0,0.0,35.58931111813974,6.448557550625916,2.40261418352947,0,0.0201857090542611,3,0.0003544000469904,0,0.0,1,0.123614745668469,13,0.0,3527
36111952700,0.0,0.0,0.0,0.0,0.0,45.97485953615261,11.298180649275244,32.13992991923968,0,0.0501002879079067,4,0.0,0,0.0,1,0.0,3,0.0,2699
36111953400,0.0689498161269901,0.0,0.0,0.0,0.0,35.0111179249067,4.412484392275587,9.11870581686344,0,0.1423235630299341,28,0.0077053631618597,0,0.0,2,0.0,27,0.0,4843
36111954100,0.3911493571566287,0.0,0.0,0.0,0.0,85.63767418529467,0.0,30.23646851853584,0,0.0249213682989156,2,0.000287301429951,0,0.0,1,0.0079574023061259,12,0.0,5304
36111950900,0.1318329948580421,0.0,0.0,0.0,0.0,154.2626510926352,7.863848186288476,135.48911150961018,0,0.0796181887890764,3,0.001710498709113,0,0.0,1,4.833249453304237e-05,8,0.0,1297
36111950100,0.0279567316454031,0.0249780403801135,0.0,0.0,0.0,142.0371645294046,23.73055532575225,51.887774414908506,0,0.297657383719343,6,0.0036904695734102,2,0.0003710739100396,1,0.2668660711661511,19,0.0,5010
36111953000,0.0,0.0,0.0,0.0,0.0,78.04381709848798,9.27692572909516,16.35345145178933,0,0.0739806670494647,0,0.0,0,0.0,2,0.0328871299773952,1,0.0,1815
36111954500,0.0,0.0,0.0052302747592775,0.0,0.0,116.2869467141138,17.134143691315597,12.521370911567988,0,0.0789824631683728,5,0.0004683348656588,0,0.0,2,0.0007658812514873,6,0.0,4219
36111950400,0.0,0.0,0.0685082147362819,0.0,0.0,102.25711878092176,11.117405950557714,38.11698164948664,0,0.0014260084065574,2,0.0005060097012984,0,0.0,2,0.0585386915058589,2,0.0,4025
