geoid_o,geoid_d,pop_flows
53001950200,53033009600,55.3348650374928
53001950200,53063011400,113.37202044922518
53001950200,53001950200,283.6976808567444
53001950200,53063012200,74.17487198237116
53001950200,53063014001,80.6193150161548
53001950200,53063002400,87.63310588120996
53001950200,53063003200,92.56801690537618
53001950200,53063012300,100.18325533106234
53001950200,53071920600,110.10291643287404
53001950200,53025010700,117.57455080616235
53001950200,53063011702,126.6832713767862
53001950200,53005011300,413.6450406671693
53001950200,53021020300,146.41108925737132
53003960100,53003960100,1393.0020437558812
53003960100,53063001100,66.00559479870546
53003960100,53063000900,73.9010755185098
53003960100,53071920100,83.13409139769033
53003960100,53071920801,229.54804870640393
53003960100,53063013700,98.05717397697941
53003960100,53075000400,208.58651435722717
53003960100,53071920702,111.40460893758045
53003960100,53063003900,116.61598748672752
53003960100,53031950702,120.3280786196555
53003960100,53071920200,379.69533059269315
53003960100,53051970300,132.5391423951266
53003960100,53063003500,137.3908890229681
53003960100,53063002000,142.92741424069283
53003960100,53063011702,152.45437584550666
53003960100,53063000400,161.80152148966772
53003960100,53063014500,166.60810885798455
53005011001,53021020605,119.08684916849103
53005011001,53063000800,90.71790028089974
53005011001,53071920100,49.134072935721676
53005011001,53071920801,53.04820843878511
53005011001,53063003800,55.66748877741565
53005011001,53005011100,493.70096609315556
53005011001,53071920802,63.84787634718789
53005011001,53063002400,66.28467859924417
53005011001,53021020700,67.95577323002523
53005011001,53071920200,70.27118281041594
53005011001,53005011501,74.63548280423926
53005011001,53025010600,80.28491098559923
53005011001,53071920600,85.5487618027906
53005011001,53005011002,4379.870942810559
53005011001,53005011300,941.7732300252335
53005011001,53005011401,195.13085505908683
53005011001,53005011001,3880.853731375223
53005011001,53021020300,1058.1870884559264
53005011002,53071920400,27.105410303531922
53005011002,53021020605,157.2680215026476
53005011002,53005011504,53.109403877454426
53005011002,53005011402,77.10507499231854
53005011002,53013960200,41.98762896332781
53005011002,53005011100,637.3949225890358
53005011002,53071920702,50.53634256216477
53005011002,53005011501,217.36724950989563
53005011002,53071920000,117.46536953564636
53005011002,53005011002,4924.44081973475
53005011002,53005011300,198.24598180550873
53005011002,53005011401,138.46854057233955
53005011002,53005011001,2020.8634610126921
53005011002,53021020300,268.64177303868615
53005011100,53021980100,171.54264335554493
53005011100,53063014100,36.077295434061725
53005011100,53021020605,286.24342418637184
53005011100,53005011402,136.35893636902242
53005011100,53063000500,84.34637883304315
53005011100,53071920801,50.56952851358001
53005011100,53013960200,53.26732449506038
53005011100,53005011100,2684.380129301536
53005011100,53033032704,123.07530290032253
53005011100,53021020700,128.41880114440886
53005011100,53005011501,82.79220349341378
53005011100,53025010500,69.44631626503038
53005011100,53063003500,71.14594869060626
53005011100,53071920000,73.69764274788704
53005011100,53017950500,76.40232468071291
53005011100,53025010600,79.7309336832763
53005011100,53025010700,166.1609998581301
53005011100,53017950800,85.84595786724442
53005011100,53005011002,7160.39513547114
53005011100,53005011300,2150.5907883228488
53005011100,53005011401,475.16780931855214
53005011100,53005011001,1740.0552629675465
53005011100,53021020300,633.288912100664
53005011300,53021020605,68.8099861021201
53005011300,53063011701,38.72819775900586
53005011300,53029970100,40.490411972776904
53005011300,53071920100,43.3022977620994
53005011300,53071920801,94.08313380326936
53005011300,53005011100,416.988826634695
53005011300,53033032704,115.33452284738367
53005011300,53021020700,60.98428307391178
53005011300,53063010301,63.26092556691909
53005011300,53005011501,203.3728602693162
53005011300,53071920600,144.04214836655535
53005011300,53005011002,3166.7323850710986
53005011300,53005011300,5304.838463123866
53005011300,53005011401,854.9142298524249
53005011300,53005011001,1130.4792670711151
53005011300,53021020300,546.6380607234441
53005011401,53021020605,77.2443952500629
53005011401,53005011402,91.80899177743525
53005011401,53071920100,51.10689601372655
53005011401,53005011100,762.5971383838928
53005011401,53021020700,61.91184375897843
53005011401,53005011501,65.72603616831415
53005011401,53071920000,71.72873128379113
53005011401,53071920701,152.61113820041484
53005011401,53005011002,1652.80339350251
53005011401,53005011300,1410.4027762861683
53005011401,53005011401,1077.3723344218006
53005011401,53005011001,873.0607004398613
53005011401,53021020300,99.62562451304431
53005011402,53021980100,48.194442875679485
53005011402,53033003100,52.17612235964696
53005011402,53063011600,57.19026472856104
53005011402,53005011402,61.60401392729663
53005011402,53067011624,67.89836285848665
53005011402,53063000500,72.89887339826538
53005011402,53005011100,2429.7093975087805
53005011402,53021020700,85.2469398419954
53005011402,53005011501,362.3407796666352
53005011402,53065950700,191.4635400330223
53005011402,53071920000,100.17438543342213
53005011402,53071920600,106.95770214881473
53005011402,53005011002,3677.715197105627
53005011402,53005011300,2070.5086627862966
53005011402,53063000400,124.48349291108299
53005011402,53005011401,909.2605653125756
53005011402,53005011001,677.1592881995865
53005011402,53021020300,284.0179689042246
53005011501,53021980100,145.36731469842883
53005011501,53021020605,319.8973253735844
53005011501,53063000800,60.70200638927814
53005011501,53005011402,66.29722933654216
53005011501,53007960700,71.20030700933579
53005011501,53075000800,75.07509821475949
53005011501,53063012600,79.06753883769801
53005011501,53005011100,2327.9513206000684
53005011501,53051970300,90.9776324679337
53005011501,53005011501,3174.4504427254446
53005011501,53063003500,100.69364085724334
53005011501,53071920000,315.1033379675605
53005011501,53071920600,110.86343985696735
53005011501,53017950800,116.76017126816551
53005011501,53005011002,4995.231384447577
53005011501,53005011300,3703.7028740631145
53005011501,53005011401,694.0968551559989
53005011501,53005011001,1816.7894159615882
53005011501,53021020300,320.7726647687137
53005011504,53021980100,47.600915141019236
53005011504,53021020605,466.7876310156246
53005011504,53005011402,134.50099604680545
53005011504,53063011000,52.66164173230616
53005011504,53013960200,55.90641974633582
53005011504,53005011100,2061.954093859758
53005011504,53021020700,81.44457840826001
53005011504,53005011501,344.6205900016039
53005011504,53071920000,73.97226863834288
53005011504,53025010600,79.94942284775388
53005011504,53063011702,86.65443040192851
53005011504,53005011002,2340.212422144096
53005011504,53005011300,2232.996356923434
53005011504,53005011401,503.88687738600646
53005011504,53005011001,1340.3230119292923
53005011504,53071920500,108.18874541153764
53005011504,53021020300,675.3395983658961
53005011600,53021980100,30.985429716345408
53005011600,53005011100,82.22069390850633
53005011600,53005011501,58.698511325268186
53005011600,53005011002,568.026505726208
53005011600,53005011001,173.06885932367217
53007960100,53047970900,58.19826443682032
53007960100,53063011701,51.050090855146294
53007960100,53007960700,508.72816959168784
53007960100,53037975402,128.97518826263942
53007960100,53041971000,71.64331971219384
53007960100,53007960100,1620.8489941363218
53007960100,53067010920,82.49624411458099
53007960100,53025010500,89.55082242747997
53007960100,53017950500,1331.6814694421064
53007960100,53017950800,1884.7369133769673
53007960100,53007960600,223.7555018957824
53007960100,53061051500,120.70418096382869
53007960100,53017950700,259.63084078444507
53007960600,53061051916,48.786056902941766
53007960600,53061041301,55.18151508272942
53007960600,53033021803,62.419326000758694
53007960600,53007960700,1012.9883737018021
53007960600,53033032319,74.7236045614085
53007960600,53017950300,167.43031995701241
53007960600,53033032704,92.66188900987238
53007960600,53063002400,99.19753345914745
53007960600,53033021804,130.4025647545878
53007960600,53017950500,1019.219401032456
53007960600,53025010600,233.8822052582298
53007960600,53017950800,1792.5458565393913
53007960600,53007960600,8342.54608893998
53007960600,53017950700,136.01526479968243
53007960700,53063001300,42.47186680961248
53007960700,53073000501,45.98754730215479
53007960700,53063013800,49.51796550374151
53007960700,53007960700,2187.8309437902976
53007960700,53063011000,54.95949612566117
53007960700,53061051802,58.652029126736316
53007960700,53017950600,125.21378669760365
53007960700,53007960100,146.09647563875185
53007960700,53017950300,274.69037345058103
53007960700,53033032704,74.02088056096575
53007960700,53063002400,77.92010993138865
53007960700,53017950400,81.98292787220443
53007960700,53007961200,86.62825376300022
53007960700,53025010500,89.41515454329681
53007960700,53071920000,185.35764042235965
53007960700,53017950500,3803.7190503166685
53007960700,53025010600,100.10367802775
53007960700,53071920600,105.08833966929318
53007960700,53025010700,108.34721558173678
53007960700,53017950800,2465.1632796706804
53007960700,53007960600,866.607705880686
53007960700,53005011300,118.67503363732821
53007960700,53017950700,703.5502456775015
53007961200,53033032006,81.61470762374545
53007961200,53061041605,61.41734466968016
53007961200,53007960700,860.4170262372501
53007961200,53043960400,71.60342715802419
53007961200,53017950600,303.48960689646987
53007961200,53037975402,81.3572611074337
53007961200,53017950300,266.394715088871
53007961200,53033032704,97.75773386942772
53007961200,53017950400,107.06623885644112
53007961200,53063011102,114.47035310039094
53007961200,53007961200,628.9407988613839
53007961200,53061041202,126.25046355693777
53007961200,53017950500,3529.010982696565
53007961200,53063003000,135.29676551001705
53007961200,53017950800,4212.435912183001
53007961200,53007960600,840.6938286336666
53007961200,53017950700,603.7828339506951
53009000700,53033001400,114.95256979777776
53009000700,53009001300,1405.9976756130916
53009000700,53061051702,78.03953217740813
53009000700,53009001500,259.0702966190145
53009000700,53035090502,95.00673753103712
53009000700,53009001100,892.2319894348213
53009000700,53009000900,4290.059037968592
53009000700,53009000800,1761.137717255728
53009000700,53009001200,5617.376536306723
53009000700,53009000700,740.5493471838371
53009000700,53009001000,5959.57856011197
53009000800,53035090201,71.47878262590619
53009000800,53031950400,65.31633491055405
53009000800,53067012420,220.25576329866686
53009000800,53009001400,144.45140898790063
53009000800,53009001300,2203.006051211009
53009000800,53035090202,97.96812968520257
53009000800,53009001500,316.21300999843265
53009000800,53009001100,831.4537650615242
53009000800,53009000900,4844.859696616524
53009000800,53035090501,122.88075902798559
53009000800,53009000800,1613.135496066092
53009000800,53009001200,5530.468176284696
53009000800,53009000700,987.5932529672186
53009000800,53009940000,150.13671407617053
53009000800,53009001000,5586.782659182118
53009000900,53009001300,349.83212556098806
53009000900,53009001500,186.33919244149646
53009000900,53037975402,70.0761129701647
53009000900,53029970700,77.75148248435559
53009000900,53009001100,502.5969172112347
53009000900,53009000900,2763.73630119794
53009000900,53009000800,588.035115456905
53009000900,53009001200,2267.103700731087
53009000900,53009000700,430.9462119909783
53009000900,53067011500,125.96396798508759
53009000900,53045940000,133.87247537779226
53009000900,53009001000,4030.157359992946
53009000900,53063010401,148.5890365990241
53009001000,53067010400,55.48637148393453
53009001000,53009001300,826.379828773827
53009001000,53009001100,239.13397056223295
53009001000,53009000900,572.1570218835478
53009001000,53009000800,103.98923625179214
53009001000,53009001200,3063.939892153267
53009001000,53009000700,266.02339338846645
53009001000,53009001000,3082.8902855029323
53009001100,53033020402,41.92495131319214
53009001100,53009001300,971.4195670147734
53009001100,53035090202,54.14838117513702
53009001100,53061041704,61.831478072176836
53009001100,53009001500,204.1655583380295
53009001100,53035090502,72.51956035666471
53009001100,53061051802,161.72997621222177
53009001100,53009001100,883.0827502111678
53009001100,53009000900,1996.2881716544741
53009001100,53009000800,880.0408142407855
53009001100,53009001200,3651.4637875696244
53009001100,53009000700,108.0650117725447
53009001100,53009001000,3270.3199920692073
53009001200,53009001400,35.26454523388151
53009001200,53009001300,1659.2838045866354
53009001200,53041971400,40.56182894015371
53009001200,53035090202,43.370006524684676
53009001200,53061041601,47.461095488017264
53009001200,53053073119,50.723296072058886
53009001200,53063011000,52.90065368261538
53009001200,53009001500,347.00439367887515
53009001200,53063012801,57.2843119981672
53009001200,53033000402,60.66542336779494
53009001200,53009001100,386.48968908499023
53009001200,53033032704,67.545510756693
53009001200,53063002400,89.98222693091009
53009001200,53009000900,2577.5502718894095
53009001200,53063012000,75.73884746675628
53009001200,53061051928,79.06695461524299
53009001200,53031950702,81.835030321937
53009001200,53033020700,84.0817816167505
53009001200,53009000800,438.9859515773126
53009001200,53009001200,7305.023954992327
53009001200,53009000700,490.09236740881187
53009001200,53063003500,239.14711717906673
53009001200,53009001000,3857.184657377679
53009001200,53063012500,98.75627920922938
53009001300,53031950400,58.52064033491517
53009001300,53009001300,3252.4641647012995
53009001300,53029970100,76.28195523010454
53009001300,53009001500,82.79417079200574
