geoid,total_population
53061052709,3458
53061052710,4706
53061052711,4480
53061052803,6331
53061052805,4792
53061052807,4064
53061052808,3235
53061052809,3703
53061052810,4116
53061052903,4358
53061052904,5542
53061052905,4753
53061052906,4829
53061053101,4681
53061053102,4910
53061053201,4233
53061053202,4601
53061053301,7303
53061053302,6064
53061053400,6089
53061053505,5242
53061053506,5362
53061053507,6042
53061053508,3934
53061053509,4078
53061053510,3704
53061053511,3524
53061053603,4652
53061053604,5175
53061053605,2945
53061053606,3647
53061053700,3105
53061053801,3809
