file_name,unfairness,performance
predicted_od2flow_DG_washington0_heatmap.png,0.006218793938735853,0.5885427257423418
predicted_od2flow_DG_washington1_heatmap.png,0.008569506930317886,0.48841725890565046
predicted_od2flow_DG_washington2_heatmap.png,0.008698436293171848,0.4874099295852952
predicted_od2flow_DG_washington3_heatmap.png,0.008369303801988418,0.48967882460995105
predicted_od2flow_DG_washington4_heatmap.png,0.008621028048993193,0.4876740351552956
predicted_od2flow_DG_washington5_heatmap.png,0.008569932605749581,0.48860108170783206
predicted_od2flow_DG_washington6_heatmap.png,0.008597415064960439,0.4881693414444781
predicted_od2flow_DG_washington7_heatmap.png,0.007809691207533164,0.5898733525983922
predicted_od2flow_DG_washington8_heatmap.png,0.010599805163566097,0.4817547694879595
predicted_od2flow_DG_washington9_heatmap.png,0.00784627060535,0.592473644040725
predicted_od2flow_DG_washington10_heatmap.png,0.007676499083592503,0.5805297343473178
predicted_od2flow_DG_washington11_heatmap.png,0.007876629530254602,0.5917477705738257
predicted_od2flow_DG_washington12_heatmap.png,0.007549103001546485,0.5917987940925689
predicted_od2flow_DG_washington13_heatmap.png,0.00646394242352158,0.5322751784490513
predicted_od2flow_DG_washington14_heatmap.png,0.006799468076741167,0.53355914183686
predicted_od2flow_DG_washington15_heatmap.png,0.0068490605468927305,0.5316090055574529
predicted_od2flow_DG_washington16_heatmap.png,0.006090180337633264,0.536674410695453
predicted_od2flow_DG_washington17_heatmap.png,0.0069250602302193785,0.5322929713638468
predicted_od2flow_DG_washington18_heatmap.png,0.006768614686146382,0.5341903610065458
predicted_od2flow_DG_washington19_heatmap.png,0.011060207536752392,0.4768991863069859
predicted_od2flow_DG_washington20_heatmap.png,0.011238436132494724,0.4755414823865582
predicted_od2flow_DG_washington21_heatmap.png,0.011101232096973288,0.47835306138036504
predicted_od2flow_DG_washington22_heatmap.png,0.011013909654682897,0.48011824247631973
predicted_od2flow_DG_washington23_heatmap.png,0.01129026653285869,0.47731780871976115
predicted_od2flow_DG_washington24_heatmap.png,0.010759081566095549,0.4809166400972502
